,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,321.89,358.51,346.39,279.26,135.24,204.35,129.67,126.26,179.08,104.45,Upgrade
1,Short-Term Investments,10.02,1.82,7.1,10.07,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,331.91,360.32,353.49,289.33,135.24,204.35,129.67,126.26,179.08,104.45,Upgrade
3,Cash Growth,-6.11%,24.54%,161.39%,41.58%,4.30%,61.85%,-27.59%,20.88%,137.24%,45.18%,Upgrade
4,Accounts Receivable,210.09,155.06,162,158.04,254.44,223.35,162.72,178.4,149.93,123.61,Upgrade
5,Other Receivables,4.55,8.46,13.6,25.7,17.04,20.06,8.36,12.98,16.21,19.8,Upgrade
6,Receivables,214.63,163.52,175.59,183.74,271.47,243.41,171.07,191.38,166.15,143.41,Upgrade
7,Inventory,71.46,61.17,49.85,85.42,128.24,118.04,99.74,65.51,38.56,66.21,Upgrade
8,Prepaid Expenses,3.69,-,2.51,-,7.21,-,2.92,-,3.67,-,Upgrade
9,Other Current Assets,21.38,18.85,18.75,16.1,16.08,16.04,74.08,6.38,6.73,7.73,Upgrade
10,Total Current Assets,643.07,603.86,600.19,574.59,558.24,581.83,477.48,389.53,394.19,321.81,Upgrade
11,"Property, Plant & Equipment",123.72,122.21,111.76,119.8,96.76,104.44,108.98,118.31,121.15,125.73,Upgrade
12,Long-Term Investments,13.13,13.54,14.17,12.69,10.9,7.99,2.53,3.2,5.33,6.08,Upgrade
13,Other Intangible Assets,5.63,6.3,6.26,1.76,1.79,1.83,1.85,1.86,1.89,1.91,Upgrade
14,Other Long-Term Assets,33.88,3.8,12.61,10.55,29.93,4.51,4.4,69.17,69.25,69.1,Upgrade
15,Total Assets,819.43,749.71,745,719.4,697.62,700.61,595.24,582.08,591.81,524.63,Upgrade
16,Accounts Payable,55.54,37.57,36.56,28.57,59.3,74.63,28.12,49.02,43.79,34.27,Upgrade
17,Accrued Expenses,94.39,-,69.54,-,76.75,-,65.81,-,57.59,-,Upgrade
18,Short-Term Debt,39,62,85,60,30,30,37.8,2.31,33.88,17.72,Upgrade
19,Current Portion of Leases,1.74,2.09,2.95,3.54,3.26,3.46,1.56,1.71,1.65,1.57,Upgrade
20,Current Income Taxes Payable,32.37,28.45,28.07,29.05,28.62,31.12,21.27,21.26,16.95,14.29,Upgrade
