,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,535,411,394,355,394,377,394,372,338,366,406,Upgrade
1,Market Cap Growth,15.87%,15.87%,0%,-5.97%,0%,1.52%,16.67%,1.54%,-16.67%,-5.90%,10.79%,Upgrade
2,Enterprise Value,247,115,130,132,296,211,306,252,198,285,335,Upgrade
3,Last Close Price,0.95,0.69,0.63,0.53,0.57,0.52,0.53,0.47,0.41,0.41,0.46,Upgrade
4,PE Ratio,5.33,4.10,4.90,5.29,5.27,3.72,5.99,8.97,5.03,6.54,5.88,Upgrade
5,PS Ratio,0.73,0.56,0.61,0.53,0.47,0.44,0.57,0.58,0.60,0.67,0.64,Upgrade
6,PB Ratio,0.92,0.70,0.74,0.69,0.80,0.77,0.84,0.87,0.79,0.87,1.07,Upgrade
7,P/TBV Ratio,0.71,0.71,0.75,0.70,0.80,0.78,0.84,0.87,0.80,0.87,1.07,Upgrade
8,P/FCF Ratio,9.58,7.36,3.22,1.72,2.96,-42.63,-,-,5.61,3.25,4.09,Upgrade
9,P/OCF Ratio,4.22,4.22,2.89,1.60,2.68,-106.44,-,-,5.06,3.11,3.82,Upgrade
10,EV/Sales Ratio,0.34,0.16,0.20,0.20,0.35,0.24,0.44,0.39,0.35,0.52,0.53,Upgrade
11,EV/EBITDA Ratio,1.84,0.89,1.30,1.51,3.11,2.41,4.38,3.09,2.20,3.49,3.63,Upgrade
12,EV/EBIT Ratio,2.07,0.97,1.47,1.74,3.57,2.83,5.43,3.72,2.58,4.14,4.20,Upgrade
13,EV/FCF Ratio,4.41,2.07,1.06,0.64,2.22,-23.79,-,-,3.28,2.53,3.38,Upgrade
14,Debt / Equity Ratio,0.07,0.07,0.12,0.17,0.13,0.08,0.08,0.10,0.02,0.09,0.06,Upgrade
15,Debt / FCF Ratio,0.78,0.78,0.53,0.43,0.50,-4.14,-,-,0.11,0.34,0.23,Upgrade
16,Return on Capital Employed (ROCE),19.95%,19.95%,16.36%,14.49%,16.50%,15.00%,11.74%,15.38%,17.36%,15.71%,20.07%,Upgrade
17,Earnings Yield,18.76%,24.42%,20.42%,18.89%,18.97%,26.85%,16.68%,11.15%,19.89%,15.30%,17.00%,Upgrade
18,FCF Yield,10.44%,13.59%,31.07%,58.15%,33.80%,-2.35%,-4.04%,-0.32%,17.83%,30.79%,24.42%,Upgrade
19,Dividend Yield,11.37%,13.06%,10.96%,10.67%,11.69%,11.98%,7.99%,10.53%,6.52%,-,-,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-0.00%,2.98%,5.58%,5.19%,Upgrade,
21,Total Shareholder Return,11.37%,13.06%,10.96%,10.67%,11.69%,11.98%,7.99%,10.53%,9.50%,5.58%,5.19%,Upgrade
