,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,12819,13577,15398,19170,22066,31291,38609,77562,43301,17938,17582,Upgrade
1,Market Cap Growth,-29.17%,-29.17%,-30.22%,-38.74%,-42.85%,-59.66%,-10.84%,332.39%,146.28%,-4.62%,21.91%,Upgrade
2,Enterprise Value,86742,92417,95186,108938,119162,134479,119667,161738,115370,74783,63904,Upgrade
3,Last Close Price,3.38,3.58,4.06,5.05,5.82,8.25,10.06,19.67,10.56,4.18,3.96,Upgrade
4,PE Ratio,141.93,146.97,-,3.05,2.52,2.98,3.96,5.48,3.18,1.50,1.85,Upgrade
5,Forward PE,-,5.08,5.08,5.95,4.90,6.84,3.45,19.81,10.37,4.66,5.00,Upgrade
6,PS Ratio,0.39,0.41,0.45,0.66,0.81,1.12,1.26,1.95,1.26,0.81,0.95,Upgrade
7,PB Ratio,0.13,0.13,0.15,0.19,0.22,0.28,0.34,0.71,0.44,0.23,0.23,Upgrade
8,P/TBV Ratio,0.14,0.14,0.16,0.21,0.24,0.32,0.40,0.85,0.49,0.24,0.24,Upgrade
9,P/FCF Ratio,1.03,1.10,0.98,0.93,1.22,1.60,1.82,13.32,-,-,-,Upgrade
10,P/OCF Ratio,1.08,1.08,0.97,0.92,1.22,1.59,1.80,12.11,-,-,-,Upgrade
11,EV/Sales Ratio,2.63,2.80,2.78,3.74,4.37,4.83,3.89,4.07,3.36,3.38,3.44,Upgrade
12,EV/EBITDA Ratio,26.29,26.41,20.82,17.07,29.58,-293.81,-,8.10,6.37,7.31,9.14,Upgrade
13,EV/EBIT Ratio,30.18,28.05,21.89,17.68,30.90,-193.21,-,8.21,6.45,7.43,9.41,Upgrade
14,EV/FCF Ratio,7.00,7.45,6.05,5.27,6.61,6.87,5.65,27.78,-,-,-,Upgrade
15,Debt / Equity Ratio,0.91,0.91,0.89,0.95,1.02,0.95,1.09,1.18,1.27,1.27,0.88,Upgrade
16,Debt / FCF Ratio,7.38,7.38,5.71,4.57,5.57,5.50,5.79,22.35,-,-,-,Upgrade
17,Return on Capital Employed (ROCE),1.83%,1.88%,2.59%,3.46%,2.06%,-0.34%,-,9.24%,8.68%,6.19%,4.90%,Upgrade
18,Earnings Yield,0.72%,0.68%,18.98%,32.74%,39.71%,33.61%,25.28%,18.26%,31.49%,66.52%,53.95%,Upgrade
19,FCF Yield,96.73%,91.32%,102.13%,107.84%,81.70%,62.56%,54.89%,7.51%,-71.68%,-187.16%,13.48%,Upgrade
20,Dividend Yield,0.00%,-,-,-,-,-,3.76%,4.63%,9.16%,12.26%,5.76%,Upgrade
21,Buyback Yield / Dilution,0.00%,-,-,-0.00%,0.08%,1.28%,1.43%,1.74%,1.52%,-,-,Upgrade
22,Total Shareholder Return,0.00%,-,-,-0.00%,0.08%,1.28%,5.19%,6.38%,10.68%,12.26%,5.76%,Upgrade
