,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,570815,477892,356907,254904,247229,211707,165670,174310,189178,219210,137313,106557,98169,302197,185993,103675,202091,72749,52560,97724,Upgrade
1,Short-Term Investments,334182,259482,125482,116170,101170,74829,44829,39813,19102,19067,19067,44057,44057,14023,9023,9013,9013,2500,3500,8000,Upgrade
2,Cash & Short-Term Investments,904997,737374,482389,371073,348399,286536,210499,214123,208280,238277,156380,150614,142226,316219,195015,112688,211104,75249,56060,105724,Upgrade
3,Cash Growth,159.76%,157.34%,129.16%,73.30%,67.27%,20.25%,34.61%,42.17%,46.44%,-24.65%,-19.81%,33.66%,-32.63%,320.23%,247.87%,6.59%,28.46%,58.70%,-7.37%,58.37%,Upgrade
4,Accounts Receivable,661047,774219,811183,628089,623036,585450,578491,611750,671175,761267,852906,757232,655178,599469,643172,683524,521458,424540,401500,398670,Upgrade
5,Other Receivables,9762,3884,2643,5695,4644,2284,5986,2629,2119,561.46,529.2,7058,266.41,546.63,354.85,8883,2988,1572,475.2,5657,Upgrade
6,Receivables,700810,778103,813827,633784,627681,587735,584477,614379,673295,761829,853436,764290,655444,600016,643527,692407,524446,426112,401975,404327,Upgrade
7,Inventory,520270,537227,605465,564598,504235,553614,647855,743633,628715,643198,687287,571469,319900,329293,382387,553071,314661,344932,405363,263414,Upgrade
8,Prepaid Expenses,11538,11087,9742,10368,16300,11968,16254,11059,13379,6932,8338,4707,4349,3588,5795,15220,13787,13406,15495,34084,Upgrade
9,Other Current Assets,44422,68632,115814,252665,288720,271469,255041,196995,139087,64784,61794,90159,48555,81114,46861,62536,40662,42782,68546,52564,Upgrade
10,Total Current Assets,2182037,2132423,2027237,1832489,1785335,1711322,1714125,1780190,1662756,1715019,1767234,1581238,1170473,1330230,1273585,1435922,1104660,902481,947440,860112,Upgrade
11,"Property, Plant & Equipment",1010129,1031428,1026099,1089025,1087056,1110496,1133034,1157740,1182583,1158556,1176615,1194320,1206780,1133681,1154836,1164032,1153574,1144903,1162059,1180956,Upgrade
