,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,873243,896405,1016069,810791,815888,794409,800980,847632,938882,970369,993481,1031996,1118758,948463,1080113,1016997,865771,701619,649355,670825,Upgrade
1,Revenue Growth (YoY),7.03%,12.84%,26.85%,-4.35%,-13.10%,-18.13%,-19.38%,-17.86%,-16.08%,2.31%,-8.02%,1.47%,29.22%,35.18%,66.34%,51.60%,30.60%,112.14%,181.24%,226.68%,Upgrade
2,Cost of Revenue,775538,782330,905942,706667,703440,687516,663601,700823,817363,844874,820703,840917,988507,816102,904919,782151,681789,595156,553795,508613,Upgrade
3,Gross Profit,97706,114074,110127,104124,112448,106893,137379,146808,121519,125495,172778,191079,130251,132362,175193,234845,183982,106463,95560,162212,Upgrade
4,"Selling, General & Admin",39160,37851,37896,37547,28025,35355,34851,47656,28288,41079,34722,53384,33578,41758,38804,47994,18940,28516,25283,39014,Upgrade
5,Operating Expenses,39160,37851,37896,37547,28025,35355,34851,47656,28288,41079,34722,53384,33578,41758,38804,47994,18940,28516,25283,39014,Upgrade
6,Operating Income,58545,76224,72231,66576,84423,71538,102527,99153,93230,84416,138056,137695,96673,90603,136390,186851,165042,77947,70277,123198,Upgrade
7,Interest Expense,-6404,-6267,-5017,-14225,-16250,-8497,-15102,-9987,-10272,-4873,-4318,-3772,-11758,-2994,-4178,-5888,-13340,-8702,-9991,-13023,Upgrade
8,Interest & Investment Income,9210,5564,12375,6817,-,1795,-,15866,-,961.58,2145,4727,-,721.29,5839,4688,-,378.09,2020,5857,Upgrade
9,Earnings From Equity Investments,120.58,57.27,696.93,761.97,-24.5,350.03,634.03,935.28,-76.74,22.19,155.58,228.33,-205.69,182.52,-82.4,540.73,308.14,36.5,385.58,385.58,Upgrade
10,Currency Exchange Gain (Loss),344.28,9390,-13823,4433,7496,-2951,6109,-3158,-7106,-8080,2787,5292,10743,5009,-2323,-2686,5904,1298,3124,-4422,Upgrade
11,Other Non Operating Income (Expenses),-5975,4785,3445,-928.87,11807,2011,12734,-3311,21882,1169,-8418,-8695,3233,12.58,957.83,-767.29,4889,610.15,383.95,-1908,Upgrade
12,EBT Excluding Unusual Items,55841,89753,69908,63435,87451,64246,106903,99498,97658,73616,130409,135476,98687,93535,136604,182739,162803,71568,66200,110087,Upgrade
13,Gain (Loss) on Sale of Assets,288.4,-,-,-,-,-,-,-,-,64.81,46.3,-111.11,-,-,-36.34,36.34,-596.33,-,13,-13,Upgrade
14,Pretax Income,56129,89753,69908,63435,87451,64246,106903,99498,97658,73681,130455,135365,98687,93535,136567,182775,162206,71568,66213,110074,Upgrade
15,Income Tax Expense,7081,12711,9403,7832,12186,8347,14921,13305,14188,9182,16888,17443,6494,5929,7966,9835,7664,3072,-13112,20513,Upgrade
16,Earnings From Continuing Operations,49048,77042,60505,55603,75265,55899,91981,86192,83471,64499,113567,117922,92193,87606,128601,172941,154543,68496,79325,89561,Upgrade
17,Minority Interest in Earnings,-4.83,-15.61,-109.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
