,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2660295,3034588,2990317,3147278,3513522,3058736,3654384,3292166,3227771,2640172,4045678,4549637,5578555,6229504,5809537,5879557,4675648,3410143,2547808,1934654,1791865,Upgrade
1,Market Cap Growth,-0.79%,-0.79%,-18.17%,-4.40%,8.85%,15.85%,-9.67%,-27.64%,-42.14%,-57.62%,-30.36%,-22.62%,19.31%,82.68%,128.02%,203.91%,160.94%,60.69%,41.06%,0.43%,14.28%,Upgrade
2,Enterprise Value,2525882,3146247,3261535,3395365,3869918,3405417,4140422,3633534,3540854,2857335,4415635,4718302,5807098,6190875,5998531,6183322,4899726,3831988,2991982,2456422,2326299,Upgrade
3,Last Close Price,33050.00,36627.45,36093.10,37987.62,41442.16,36077.94,42044.59,37402.52,35762.11,29251.80,42527.09,47099.96,56589.02,63192.25,58932.10,59044.51,46954.44,34245.81,24733.09,18780.84,16883.09,Upgrade
4,PE Ratio,11.21,12.59,11.41,13.10,12.92,10.09,11.79,10.30,9.50,7.10,10.69,11.34,13.42,13.21,10.84,11.38,9.98,8.88,7.51,6.41,7.17,Upgrade
5,Forward PE,7.92,9.03,9.08,9.58,6.82,5.36,9.47,7.36,6.89,6.04,6.74,7.38,9.03,9.89,10.48,10.70,9.75,9.25,8.25,6.53,7.62,Upgrade
6,PS Ratio,0.75,0.84,0.84,0.92,1.09,0.94,1.08,0.93,0.86,0.67,0.98,1.11,1.33,1.50,1.49,1.60,1.45,1.18,0.95,0.84,0.95,Upgrade
7,PB Ratio,1.33,1.51,1.53,1.67,1.84,1.65,1.97,1.79,1.75,1.51,2.24,2.61,3.07,3.67,3.50,3.74,3.21,2.44,2.05,1.65,1.55,Upgrade
8,P/TBV Ratio,1.52,1.52,1.53,1.68,1.85,1.65,1.97,1.79,1.76,1.51,2.24,2.61,3.07,3.67,3.50,3.74,3.21,2.45,2.05,1.65,1.55,Upgrade
