,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,136,160,197,101,402,81,53,129,198,126,474,Upgrade
1,Market Cap Growth,58.62%,58.62%,-50.87%,24.29%,665.00%,-36.93%,-73.42%,2.24%,-58.34%,-87.22%,-21.24%,Upgrade
2,Enterprise Value,331,395,532,320,784,492,477,592,648,606,960,Upgrade
3,Last Close Price,0.49,0.69,0.85,0.77,3.06,0.62,0.79,2.13,3.46,3.31,12.57,Upgrade
4,PE Ratio,-,-2.03,-,-,-,-,-,13.95,-5.20,-,-,Upgrade
5,PS Ratio,3.03,4.77,5.73,2.38,8.52,1.08,0.64,0.73,0.89,0.89,5.86,Upgrade
6,PB Ratio,0.14,0.20,0.25,0.12,0.43,0.09,0.06,0.14,0.21,0.14,0.51,Upgrade
7,P/TBV Ratio,0.20,0.20,0.25,0.12,0.42,0.09,0.06,0.14,0.21,0.14,0.51,Upgrade
8,P/FCF Ratio,2.63,2.63,-4.65,-,21.30,-,53.15,-,-,-,21.03,Upgrade
9,P/OCF Ratio,2.63,2.63,-4.75,-,20.46,-,15.75,-,-,3.01,19.87,Upgrade
10,EV/Sales Ratio,9.86,11.76,15.46,7.53,16.62,6.53,5.83,3.34,2.92,4.28,11.86,Upgrade
11,EV/EBITDA Ratio,18.37,25.57,-,-17.85,-,-87.42,-,-,-207.70,-,-,Upgrade
12,EV/EBIT Ratio,21.97,26.23,-,-17.47,-,-80.11,-,-,-158.49,-,-,Upgrade
13,EV/FCF Ratio,6.50,6.50,-12.55,-,41.56,-,482.84,-,-,-,42.55,Upgrade
14,Debt / Equity Ratio,0.52,0.52,0.51,0.49,0.42,0.43,0.46,0.48,0.49,0.50,0.53,Upgrade
15,Debt / FCF Ratio,6.98,6.98,-9.64,-,20.63,-,430.25,-,-,-,21.78,Upgrade
16,Return on Capital Employed (ROCE),1.85%,1.85%,-,-2.07%,-,-0.67%,-,-,-0.43%,-,-,Upgrade
17,Earnings Yield,-57.76%,-49.20%,-76.88%,-60.77%,-1.75%,-21.09%,-14.54%,7.17%,-19.23%,-89.48%,-11.38%,Upgrade
18,FCF Yield,37.97%,37.97%,-21.49%,-37.78%,4.70%,9.28%,1.88%,-37.97%,-18.76%,24.12%,4.76%,Upgrade
19,Buyback Yield / Dilution,-82.03%,-100.00%,-63.44%,-76.42%,-218.87%,-38.68%,19.01%,-51.29%,-39.28%,-3.79%,-4.69%,Upgrade
20,Total Shareholder Return,-82.03%,-100.00%,-63.44%,-76.42%,-218.87%,-38.68%,19.01%,-51.29%,-39.28%,-3.79%,-4.69%,Upgrade
