,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,97,188,185,152,152,182,177,111,123,116,116,202,304,329,339,456,471,719,1109,1468,1336,Upgrade
1,Market Cap Growth,3.33%,3.33%,4.57%,36.36%,23.97%,56.52%,52.17%,-45.00%,-59.67%,-64.62%,-65.67%,-55.56%,-35.48%,-54.23%,-69.41%,-68.97%,-64.77%,-59.43%,-56.20%,-51.67%,-59.91%,Upgrade
2,Enterprise Value,141,238,230,144,144,178,173,115,126,109,109,190,291,343,409,525,540,772,1155,1503,1371,Upgrade
3,Last Close Price,0.16,0.31,0.30,0.25,0.25,0.30,0.35,0.22,0.24,0.23,0.23,0.40,0.60,0.65,0.67,0.90,0.93,1.42,2.19,2.90,2.64,Upgrade
4,PE Ratio,-,-,-,-,-16.64,-,-,-8.13,-,-,-,-5.48,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,5.98,11.54,11.53,10.07,14.45,40.84,44.76,28.12,15.83,12.46,10.09,10.97,17.94,24.12,17.38,28.90,-,11.06,14.56,16.65,19.12,Upgrade
6,PB Ratio,-1.18,-1.18,-1.17,-1.05,-0.73,-0.88,-0.88,-0.56,-,-0.62,-0.71,-1.23,-,-1.89,-,-3.84,-3.97,-26.93,41.03,54.34,9.68,Upgrade
7,P/TBV Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.44,Upgrade
8,P/FCF Ratio,85.25,74.17,145.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,85.25,74.17,145.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,8.65,14.61,14.34,9.57,13.73,39.99,43.81,29.07,16.31,11.67,9.44,10.31,17.21,25.18,20.94,33.31,-,11.87,15.16,17.04,19.62,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-10.56,-,-,-,-,-8.04,-,-3.95,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-9.69,-,-,-,-,-5.70,-,-3.35,-,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,107.93,93.90,181.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,-0.85,-0.85,-0.85,-0.96,-0.65,-0.65,-0.70,-0.70,-,-0.73,-0.81,-0.81,-,-0.74,-,-1.42,-1.42,-3.50,2.93,2.93,0.39,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,8.57,-,-,-,-,79.38,-,9.69,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,61.25,53.29,106.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.34,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Quick Ratio,0.40,0.40,0.40,1.01,-,0.09,-,0.09,-,0.18,-,0.20,-,0.64,-,1.00,1.00,0.44,-,0.52,-,Upgrade
19,Current Ratio,0.49,0.49,0.49,1.03,-,0.11,-,0.11,-,0.26,-,0.29,-,0.84,-,1.55,1.55,0.84,-,1.02,-,Upgrade
20,Return on Equity (ROE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-80133.74%,-365.99%,-480.10%,-38.17%,Upgrade,
21,Return on Assets (ROA),-22.45%,-17.52%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
22,Return on Capital (ROIC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-83.08%,-52.99%,-70.53%,-15.61%,Upgrade,
23,Earnings Yield,-21.95%,-11.33%,-15.09%,-18.28%,-6.01%,-9.84%,-6.29%,-12.30%,2.85%,-2.12%,-24.64%,-18.24%,-33.88%,-27.66%,-26.00%,-21.32%,-,-22.83%,-15.06%,-11.47%,-8.23%,Upgrade
24,FCF Yield,1.17%,1.35%,0.69%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Buyback Yield / Dilution,-20.45%,-10.70%,-20.00%,-70.27%,-,-0.04%,-,28.57%,-20.00%,-8.35%,-,-,-,-,-,0.00%,-,-,-0.00%,-0.67%,-14.18%,Upgrade
26,Total Shareholder Return,-20.45%,-10.70%,-20.00%,-70.27%,-,-0.04%,-,28.57%,-20.00%,-8.35%,-,-,-,-,-,0.00%,-,-,-0.00%,-0.67%,-14.18%,Upgrade
