,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Market Capitalization,187362,204399,141588,161872,178015,181562,180045,199901,183018,173634,230465,196165,243977,253481,257403,258032,336986,376725,286939,224747,225623,Upgrade
1,Market Cap Growth,12.58%,12.58%,-21.36%,-19.02%,-2.73%,4.57%,-21.88%,1.90%,-24.99%,-31.50%,-10.47%,-23.98%,-27.60%,-32.71%,-10.29%,14.81%,49.36%,130.31%,78.86%,12.59%,227.28%,Upgrade
2,Last Close Price,10.44,8.76,5.47,5.60,6.51,7.49,7.35,6.96,6.21,5.46,7.57,6.39,7.35,7.52,7.72,8.36,8.45,8.89,7.19,4.97,5.34,Upgrade
3,PE Ratio,16.70,39.63,29.04,30.78,26.71,28.56,25.74,23.16,24.28,17.74,20.91,16.70,20.51,23.56,23.74,24.41,31.05,37.50,36.23,36.71,39.31,Upgrade
4,PS Ratio,3.66,8.69,6.18,6.54,6.39,6.83,5.92,5.92,5.57,4.67,5.83,4.79,6.26,7.02,7.84,8.56,11.42,16.00,14.08,13.29,13.71,Upgrade
5,PB Ratio,0.98,1.82,1.28,1.45,1.66,1.75,1.74,1.83,1.74,1.69,2.21,1.86,2.48,2.72,2.88,3.13,4.17,5.32,4.40,3.48,3.54,Upgrade
6,P/FCF Ratio,6.44,16.25,-,-124.27,-,-,-138.36,-,-,-,20.04,-8.86,-,-229.69,-,53.75,-,-,-25.85,-,11.59,Upgrade
7,P/OCF Ratio,14.89,14.89,-,-1090.40,-,-,-263.49,-,-,-,18.89,-9.18,-,-608.65,-,48.27,-,-,-26.56,-,11.40,Upgrade
8,Debt / Equity Ratio,2.81,2.81,2.72,2.69,2.85,2.74,2.91,2.78,2.77,2.53,2.39,2.55,2.97,2.97,2.78,2.90,3.01,3.20,2.71,2.50,2.49,Upgrade
9,Debt / FCF Ratio,25.01,25.01,-,-230.69,-,-,-230.87,-,-,-,21.60,-12.16,-,-250.40,-,49.82,-,-,-15.89,-,8.15,Upgrade
10,Asset Turnover,0.04,0.04,0.03,0.05,0.04,0.05,0.05,0.05,0.07,0.07,0.05,0.10,0.08,0.08,0.05,0.10,0.07,0.07,0.06,0.08,Upgrade,
11,Quick Ratio,1.30,1.30,1.28,1.47,0.96,1.33,1.13,1.22,0.89,1.41,1.20,1.48,0.90,1.35,1.13,1.34,0.91,1.24,1.27,1.46,0.96,Upgrade
12,Current Ratio,1.41,1.41,1.39,1.55,1.24,1.50,1.24,1.35,1.20,1.55,1.39,1.65,1.25,1.48,1.27,1.48,1.22,1.35,1.34,1.57,1.25,Upgrade
13,Return on Equity (ROE),5.66%,6.35%,4.91%,5.55%,5.78%,7.88%,10.28%,4.66%,9.05%,13.03%,7.47%,15.34%,14.44%,15.61%,9.79%,12.45%,19.25%,17.78%,13.52%,11.96%,Upgrade,
14,Return on Assets (ROA),1.07%,1.23%,0.93%,1.03%,1.03%,1.40%,1.88%,0.89%,1.76%,2.47%,1.36%,2.71%,2.60%,2.83%,1.77%,2.24%,3.51%,3.52%,2.74%,2.53%,Upgrade,
15,Earnings Yield,2.75%,3.06%,4.24%,3.91%,4.35%,4.00%,4.47%,4.80%,4.64%,5.98%,5.13%,6.33%,5.15%,4.42%,4.42%,4.27%,3.35%,2.78%,2.96%,2.90%,2.73%,Upgrade
16,FCF Yield,6.71%,6.15%,-13.83%,-0.80%,-6.93%,-3.80%,-0.72%,-0.02%,14.66%,-0.90%,4.99%,-11.29%,-3.66%,-0.44%,-7.62%,1.86%,-13.65%,-4.79%,-3.87%,-10.16%,8.63%,Upgrade
17,Dividend Yield,1.88%,-,6.71%,-,4.23%,-,-,-,4.91%,-,-,-,6.60%,-,-,-,5.27%,-,-,-,4.92%,Upgrade
18,Payout Ratio,45.64%,220.36%,60.67%,104.38%,-,237.37%,54.47%,67.48%,-,202.02%,42.93%,72.14%,-,147.08%,39.17%,51.49%,-,51.79%,111.31%,32.17%,-,Upgrade
19,Buyback Yield / Dilution,-3.25%,-17.66%,22.89%,-18.09%,17.68%,-9.13%,1.43%,-1.16%,19.48%,-14.28%,5.00%,-4.46%,1.81%,-3.91%,2.34%,-5.08%,12.84%,-15.61%,1.92%,0.36%,3.94%,Upgrade
20,Total Shareholder Return,-1.37%,-17.66%,29.59%,-18.09%,21.91%,-9.13%,1.43%,-1.16%,24.39%,-14.28%,5.00%,-4.46%,8.41%,-3.91%,2.34%,-5.08%,18.11%,-15.61%,1.92%,0.36%,8.86%,Upgrade
