,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Cash & Equivalents,26669,34877,27946,36621,27274,29957,32232,38945,34291,23882,21930,36003,38087,24116,30107,28580,27167,17825,24504,47221,Upgrade
1,Short-Term Investments,114254,99856,92585,13942,92961,125597,105748,25551,88131,113439,102815,19022,89492,89013,81573,16117,68069,78296,72155,21119,Upgrade
2,Trading Asset Securities,236888,214962,231145,208343,206469,207346,197369,181013,165592,155771,155611,156490,145290,143945,138191,134272,132730,119256,103810,89415,Upgrade
3,Accounts Receivable,48515,61149,53955,56524,54591,65355,56577,53019,51443,53101,54080,57931,56085,55504,48381,46618,44792,34067,29297,27885,Upgrade
4,Other Receivables,9912,1476,12198,8688,10341,2518,11634,10207,23274,4185,24770,3111,21779,2859,10061,1153,6605,4656,3722,283.78,Upgrade
5,"Property, Plant & Equipment",1883,2036,2190,2278,2103,2209,2364,2525,2602,2298,2435,2524,1524,1489,1492,1569,1463,1438,1525,1605,Upgrade
6,Other Intangible Assets,773.61,768.84,774.74,827.25,668.87,645.68,659.35,670.38,550.18,499,502.74,519.13,385.48,358.03,354.33,360.48,250.95,227.72,223.6,235.92,Upgrade
7,Investments in Debt & Equity Securities,76049,74853,72394,85838,75315,77975,73321,79881,62542,55549,49866,55934,47780,44323,45821,54112,46119,38528,33079,38940,Upgrade
8,Other Current Assets,37794,34115,23933,95936,50304,40434,41965,105079,38456,53892,40739,108593,33434,39943,31486,77579,24500,15428,16712,54740,Upgrade
9,Long-Term Deferred Tax Assets,90.99,100.4,95.65,428.32,919.44,1033,2040,1143,1895,2239,1981,1968,1683,1989,1810,1726,1256,1329,1134,963.87,Upgrade
10,Other Long-Term Assets,1910,205.09,15009,13262,1594,152.55,1263,11119,1167,156.44,1086,10650,1107,209.45,1062,9125,847.59,353.23,853.54,3239,Upgrade
11,Total Assets,554740,525115,532226,522752,522542,553419,525172,509206,469942,465314,455816,452791,436647,404024,390338,371228,353800,311522,287014,285670,Upgrade
12,Accounts Payable,147476,98736,105406,102186,109778,120327,133179,109901,99119,119884,109279,93561,113899,95442,92535,74786,79467,70997,67701,69695,Upgrade
13,Accrued Expenses,5746,5432,4811,4758,6017,5522,4990,4580,4896,6279,5364,5172,4199,5490,4621,4403,3452,4325,3254,2979,Upgrade
14,Short-Term Debt,172849,168762,164956,173901,163987,185447,174548,154922,143836,118643,116973,131697,134069,125116,128101,138894,140175,104939,86932,83943,Upgrade
15,Current Portion of Long-Term Debt,-,14243,-,22150,-,20790,-,39572,-,13376,-,44294,-,38270,-,15304,-,13794,-,22752,Upgrade
16,Current Portion of Leases,-,587.26,-,480.88,-,568.02,-,512.43,-,443.16,-,444.29,-,304.87,-,323.96,-,357.11,-,340.14,Upgrade
17,Other Current Liabilities,9731,33516,9573,34798,14592,47376,16379,36001,9632,31588,10495,28233,6408,14680,3290,15517,992.02,5511,969.15,13202,Upgrade
18,Long-Term Debt,109816,94349,110790,80644,99022,70107,90296,62210,89195,78416,99275,60020,93789,42449,72572,50016,57349,41074,59205,34133,Upgrade
19,Long-Term Leases,1329,834.94,1504,1065,1588,1114,1738,1372,1940,1227,1725,1359,888.44,590.7,884.12,655.31,952.4,605.35,998.68,735.12,Upgrade
20,Long-Term Deferred Tax Liabilities,126.69,109.72,566.57,166.83,158.39,276.57,1391,311.86,1616,1588,1335,1525,1330,1181,785.95,1065,758.24,833.48,784,660.87,Upgrade
21,Other Long-Term Liabilities,6088,5759,31253,4963,30604,6054,6252,5818,26092,4204,25303,5460,4361,5635,17092,1253,7649,8930,7566,10.29,Upgrade
22,Total Liabilities,453516,422453,429097,425226,426054,457816,429363,415910,376948,376405,370268,372785,359621,329751,320761,303157,291737,252114,228077,228775,Upgrade
