,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,17319,15848,15876,20958,25432,27667,33919,29161,33809,43160,24933
1,Market Cap Growth,-24.38%,-24.38%,-37.57%,-24.25%,-25.02%,-5.12%,0.33%,-32.44%,35.60%,-,-
2,Enterprise Value,6036,3830,5292,10953,19606,18494,25585,20688,25953,35970,22856
3,Last Close Price,31.50,28.90,27.84,36.69,43.89,47.32,58.01,49.87,57.34,73.20,43.69
4,PE Ratio,11.01,10.08,10.44,15.54,20.21,24.02,32.68,31.70,42.27,68.24,45.44
5,Forward PE,10.22,9.03,9.15,13.04,18.72,20.74,26.49,26.05,32.29,48.02,-
6,PS Ratio,1.02,0.93,0.96,1.35,1.64,1.96,2.56,2.53,3.54,5.83,3.74
7,PB Ratio,1.78,1.60,1.62,2.33,2.87,3.22,4.01,3.72,4.56,6.60,4.35
8,P/TBV Ratio,1.65,1.65,1.67,2.41,2.97,3.33,4.15,3.85,4.72,6.77,4.49
9,P/FCF Ratio,3.36,3.07,6.16,-,16.07,-,20.16,24.34,58.44,78.30,34.42
10,P/OCF Ratio,3.04,3.04,5.97,-,15.26,-,19.07,22.61,51.87,71.50,32.10
11,PEG Ratio,1.16,0.64,0.52,0.59,0.91,0.91,1.12,1.14,1.00,1.43,-
12,EV/Sales Ratio,0.36,0.23,0.32,0.70,1.27,1.31,1.93,1.79,2.72,4.86,3.42
13,EV/EBITDA Ratio,2.52,1.86,2.69,6.20,12.16,12.55,19.67,18.34,28.91,48.21,30.36
14,EV/EBIT Ratio,3.05,1.94,2.81,6.50,12.75,13.18,20.86,19.57,30.60,51.20,32.08
15,EV/FCF Ratio,1.17,0.74,2.05,-,12.39,-,15.20,17.27,44.86,65.26,31.55
16,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.00,0.00
17,Debt / FCF Ratio,0.02,0.02,0.05,-,0.08,-,0.08,0.10,0.49,0.04,0.02
18,Return on Capital Employed (ROCE),19.75%,19.75%,19.08%,18.57%,17.17%,16.14%,14.27%,13.28%,11.31%,10.68%,12.37%
19,Earnings Yield,9.07%,9.92%,9.58%,6.44%,4.95%,4.16%,3.06%,3.15%,2.37%,1.47%,2.20%
20,FCF Yield,29.77%,32.53%,16.23%,8.91%,6.22%,-6.76%,4.96%,4.11%,1.71%,1.28%,2.91%
21,Buyback Yield / Dilution,0.49%,0.53%,0.44%,0.20%,0.19%,0.04%,0.00%,-0.32%,-35.13%,-37.89%,-
22,Total Shareholder Return,3.96%,0.53%,0.44%,0.20%,0.19%,0.04%,0.00%,-0.32%,-35.13%,-37.89%,-
