,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,775.33,909.24,1360,799.81,1140,2214,2317,1881,1732,2192,2587,2385,1743,1697,3313,4257,3681,3977,4602,4522,Upgrade
1,Cash & Short-Term Investments,775.33,909.24,1360,799.81,1140,2214,2317,1881,1732,2192,2587,2385,1743,1697,3313,4257,3681,3977,4602,4522,Upgrade
2,Cash Growth,-31.96%,-58.93%,-41.32%,-57.47%,-34.21%,1.00%,-10.43%,-21.15%,-0.63%,29.19%,-21.91%,-43.97%,-52.65%,-57.33%,-28.01%,-5.86%,-32.31%,-25.80%,-10.35%,-8.57%,Upgrade
3,Accounts Receivable,75.51,98.87,89.35,90.58,163.58,93.56,47.58,87.58,80.89,99.75,118.03,74.68,263.39,169.51,194.66,245.93,231.19,258.82,279.69,212.19,Upgrade
4,Other Receivables,22.98,133.9,5.6,72.11,24.14,56.95,34.14,532.44,31.22,22,30.04,246.03,23.28,27.88,25.02,251,49.56,57.63,19.9,25.38,Upgrade
5,Receivables,98.49,232.77,94.95,162.69,187.72,150.51,81.72,620.02,112.11,121.75,148.06,320.71,286.67,197.4,219.68,496.94,280.76,316.45,299.59,237.57,Upgrade
6,Inventory,357.74,392.66,418.78,465.09,445.5,370.68,601.76,586.48,613.63,545.51,559.82,599.84,540.34,334.97,379.65,385.02,329.33,441.53,626.66,537.47,Upgrade
7,Prepaid Expenses,-,-,-,-,-,0.03,-,-,-,-,-,-,-,7.01,-,0.22,-,7.25,-,2.69,Upgrade
8,Other Current Assets,223.38,85.68,195.26,67.48,121.35,57.97,95.87,70.02,167.57,105.92,91.29,59.92,100.89,86.85,82.51,40.41,89.93,70.97,72.57,73.83,Upgrade
9,Total Current Assets,1455,1620,2069,1495,1894,2793,3097,3157,2625,2965,3386,3366,2671,2323,3995,5180,4381,4813,5601,5374,Upgrade
10,"Property, Plant & Equipment",5060,5096,5143,5185,5122,4998,4968,4939,4889,4854,4881,4865,5673,5523,5569,5654,5944,5855,5793,5772,Upgrade
11,Long-Term Investments,19372,18837,18230,17919,17389,16758,16110,14971,15201,14302,12619,11958,11691,11343,10507,10176,10232,9769,9252,8806,Upgrade
12,Other Intangible Assets,269.74,272.06,273.7,276.1,277,280.15,280.89,283.22,284.05,287.01,288.58,290.5,292.04,293.6,294.89,297.1,298.55,300.77,302.24,304.45,Upgrade
13,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,-,1.45,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Long-Term Deferred Tax Assets,35.91,32.96,51.92,30.89,22.14,23.78,25.66,25.26,21.29,22.41,25.29,25.29,20.35,21.01,19.94,19.94,26.58,26.01,26.45,26.45,Upgrade
15,Other Long-Term Assets,79.2,79.42,79.65,79.91,80.11,80.39,80.68,81.01,83.28,84.17,80.96,80.89,81.19,81.04,80.91,80.71,80.32,80.28,79.84,79.54,Upgrade
16,Total Assets,26272,25938,25847,24986,24784,24934,24562,23457,23103,22516,21281,20586,20429,19584,20467,21407,20962,20844,21055,20362,Upgrade
17,Accounts Payable,1520,1655,1361,1833,1766,2440,2703,2724,2048,3056,3801,3627,2214,2770,4624,5796,4414,5528,5001,4826,Upgrade
18,Accrued Expenses,61.74,62.76,56.79,89.57,66.34,69.85,64.97,64.73,59.23,105.94,57.07,59.87,45.46,128.32,55.3,59.64,40.11,80.87,39.49,43.02,Upgrade
19,Short-Term Debt,3302,3440,3778,3289,2555,2982,3025,3518,3820,3421,2813,2910,2668,2162,1910,2010,2748,2130,2824,2591,Upgrade
20,Current Portion of Long-Term Debt,1216,1307,1487,1288,1048,925.06,521.82,272.18,319.43,331.65,361.15,362.27,158.21,106,480.55,666.32,1024,852,364.95,47.56,Upgrade
21,Current Portion of Leases,-,-,-,-,-,-,-,-,-,-,-,18.08,-,155.63,-,244.19,-,263.84,-,606.11,Upgrade
22,Current Income Taxes Payable,8.11,-,6.73,-,7.96,0.01,8.2,-,9.13,0.24,6.4,-,12.41,0.02,37.52,0.09,26.49,0.55,9.78,0.08,Upgrade
23,Current Unearned Revenue,328.32,306.76,313.92,205.12,495.22,361.37,400.39,321.74,657.33,514.22,549.44,515.47,942.92,434.29,348.67,298.23,447.84,261.59,230.4,208.33,Upgrade
24,Other Current Liabilities,100.68,79.35,75.92,66.99,100.77,82.32,82.02,74.27,128.87,141.63,98.46,97.9,82.15,67.35,84.04,100.79,122.66,63.85,60.52,56.95,Upgrade
25,Total Current Liabilities,6536,6851,7079,6772,6039,6860,6806,6975,7042,7570,7687,7591,6123,5824,7540,9176,8823,9181,8530,8379,Upgrade
26,Long-Term Debt,4107,3534,3185,2735,3254,2930,2216,1692,1138,658.53,488.35,428.35,789.45,730,460,210,-,-,829,829,Upgrade
27,Long-Term Leases,-,-,-,-,-,-,-,-,-,-,-,-,-,173.82,-,212.98,411.97,329.03,-,200.29,Upgrade
28,Long-Term Unearned Revenue,68.32,70.29,72.27,74.24,76.2,78.23,80.5,82.62,84.36,86.41,83.71,85.75,89.55,102.55,102.62,108.3,107.95,110.63,116.31,118.99,Upgrade
29,Long-Term Deferred Tax Liabilities,0.09,0.07,0.08,0.08,0.1,0.1,0.11,0.11,0.08,0.08,0.09,0.09,-,-,-,-,-,-,-,-,Upgrade
