,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,134,94,102,125,468,446,566,713,610,516,553,Upgrade
1,Market Cap Growth,-25.00%,-25.00%,-78.10%,-72.00%,-17.32%,-37.50%,-7.30%,38.13%,10.34%,71.92%,32.41%,Upgrade
2,Enterprise Value,7,251,28,251,277,817,980,1051,2029,1469,934,Upgrade
3,Last Close Price,0.03,0.02,0.02,0.03,0.10,0.10,0.13,0.16,0.14,0.14,0.15,Upgrade
4,PE Ratio,17.43,-,-4.22,-,-,-97.63,-,2.14,1.90,-2.70,-,Upgrade
5,PS Ratio,0.08,0.07,0.08,2.35,3.11,0.26,0.05,0.03,0.04,0.09,0.18,Upgrade
6,PB Ratio,1.71,1.38,1.19,1.46,4.62,2.07,3.48,3.53,10.79,-1.58,-1.30,Upgrade
7,P/TBV Ratio,1.38,1.38,1.21,1.75,4.10,1.88,2.97,3.82,9.65,-,-,Upgrade
8,P/FCF Ratio,3.63,2.52,-,-,-,0.90,-,-,2.01,-,-,Upgrade
9,P/OCF Ratio,2.52,2.52,-,-,-,0.90,-,-,2.00,-,-,Upgrade
10,EV/Sales Ratio,0.00,0.18,0.02,4.71,1.85,0.47,0.09,0.05,0.14,0.26,0.31,Upgrade
11,EV/EBITDA Ratio,8.96,-,8.13,-,-,8.03,4.31,2.42,-134.98,-,-,Upgrade
12,EV/EBIT Ratio,-,-,9.54,-,-,8.48,4.46,2.45,-118.92,-,-,Upgrade
13,EV/FCF Ratio,0.18,6.76,-,-,-,1.65,-,-,6.68,-,-,Upgrade
14,Debt / Equity Ratio,2.28,2.28,2.11,2.06,1.86,2.07,2.80,2.25,8.19,-4.67,-2.98,Upgrade
15,Debt / FCF Ratio,4.18,4.18,-,-,-,0.90,-,-,1.53,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,1.31%,-,-,38.99%,112.94%,186.43%,-20.00%,-,-,Upgrade
17,Earnings Yield,4.94%,7.10%,-23.67%,-70.96%,-6.82%,-1.02%,16.67%,46.78%,52.73%,-37.08%,-108.33%,Upgrade
18,FCF Yield,27.58%,39.63%,-271.53%,-265.82%,53.25%,110.88%,-17.80%,147.40%,49.74%,-286.61%,-121.59%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,15.74%,9.56%,-22.45%,-40.54%,-39.52%,-,Upgrade,
20,Total Shareholder Return,-,-,-,-,15.74%,9.56%,-22.45%,-40.54%,-39.52%,-,Upgrade,
