,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,437,364,459,539,729,743,860,423,291,401,474,495,568,816,976,860,915,784,857,1017,1045,Upgrade
1,Market Cap Growth,-50.98%,-50.98%,-46.61%,27.59%,150.00%,85.45%,81.54%,-14.71%,-48.72%,-50.89%,-51.49%,-42.37%,-37.89%,4.05%,13.93%,-15.44%,-12.41%,-9.91%,90.52%,89.38%,148.28%,Upgrade
2,Enterprise Value,439,379,444,633,822,821,938,465,334,442,514,488,560,802,962,818,873,731,804,961,989,Upgrade
3,Last Close Price,0.30,0.25,0.32,0.37,0.50,0.51,0.59,0.29,0.20,0.28,0.33,0.34,0.39,0.56,0.67,0.59,0.63,0.54,0.59,0.70,0.72,Upgrade
4,PE Ratio,-,-8.13,-8.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,4.60,3.45,4.27,5.29,9.93,11.33,13.52,-,2.82,3.91,5.19,6.37,11.08,18.51,24.11,14.56,14.10,8.86,8.29,10.11,10.23,Upgrade
6,PB Ratio,1.33,1.11,1.40,1.66,2.25,34.36,17.53,6.39,-,5.38,6.30,6.59,-,14.09,11.70,10.30,-,9.99,9.68,11.48,-,Upgrade
7,P/TBV Ratio,1.11,1.11,1.40,1.67,2.25,-,146.17,19.22,-,17.32,39.95,41.79,-,24.25,15.96,14.05,-,9.71,9.68,11.48,-,Upgrade
8,P/FCF Ratio,7.06,57.48,144.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
