,Fiscal Quarter,Current,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Jan '14 Jan 1, 2014","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Jan '13 Jan 1, 2013","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Jan '12 Jan 1, 2012","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011","Dec '10 Dec 31, 2010",+20 Quarters
0,Market Capitalization,1272000,141125,123178,114205,106048,112574,114205,119915,117468,120731,103600,86470,78312,75865,74233,62813,57918,59550,62501,79168,96947,Upgrade
1,Market Cap Growth,23.57%,25.36%,7.86%,-4.76%,-9.72%,-6.76%,10.24%,38.68%,50.00%,59.14%,39.56%,37.66%,35.21%,27.40%,18.77%,-20.66%,-40.26%,-46.78%,-54.08%,-45.51%,-27.43%,Upgrade
2,Enterprise Value,130804,130804,108305,93465,84463,94950,107239,97626,95178,100709,90756,70204,61108,63628,71648,57918,54914,61747,69708,86375,107013,Upgrade
3,Last Close Price,31800.00,2362.84,2062.36,1912.13,1653.93,1755.71,1781.16,1870.22,1719.65,1655.56,1420.65,1185.74,1073.88,934.16,914.07,773.45,611.30,628.52,645.73,761.52,929.86,Upgrade
4,PE Ratio,35.59,4.84,5.66,8.77,10.34,18.30,15.48,8.59,6.63,5.94,4.73,5.78,6.10,8.36,9.12,4.93,-,4.33,5.23,6.80,8.97,Upgrade
5,PS Ratio,3.59,0.49,0.49,0.53,0.51,0.61,0.61,0.61,0.58,0.55,0.48,0.42,0.39,0.37,0.35,0.29,0.27,0.30,0.33,0.44,0.57,Upgrade
6,PB Ratio,-,0.89,0.84,0.84,0.75,0.83,0.86,0.91,0.84,0.85,0.75,0.64,0.60,0.57,0.58,0.46,0.43,0.45,0.49,0.60,0.73,Upgrade
7,P/TBV Ratio,-,0.95,0.90,0.90,0.80,0.89,0.92,0.98,0.91,0.91,0.81,0.69,0.65,0.62,0.63,0.49,0.47,0.49,0.53,0.64,0.78,Upgrade
8,P/FCF Ratio,-,31.42,-,7.39,-,8.13,8.99,13.52,-,10.85,7.54,-,3.07,4.48,4.25,10.36,-,1.56,1.83,2.12,4.48,Upgrade
9,P/OCF Ratio,-,3.25,4.22,3.83,4.07,5.71,4.36,4.27,3.90,3.25,3.42,3.25,2.59,3.66,3.54,4.28,-,1.62,1.80,1.96,3.12,Upgrade
10,EV/Sales Ratio,0.45,0.45,0.43,0.44,0.41,0.52,0.58,0.50,0.47,0.46,0.42,0.34,0.30,0.31,0.34,0.27,0.25,0.31,0.37,0.48,0.63,Upgrade
11,EV/EBITDA Ratio,2.24,2.23,2.31,2.65,2.65,3.96,4.13,2.77,2.39,2.26,1.94,2.00,1.86,2.26,2.51,1.58,1.47,1.57,1.89,2.49,3.22,Upgrade
12,EV/EBIT Ratio,3.32,3.35,3.72,5.34,5.99,12.21,12.21,5.14,3.98,3.46,2.88,3.57,3.42,4.85,5.34,2.69,2.48,2.61,3.28,4.49,5.88,Upgrade
13,EV/FCF Ratio,-,29.12,-,6.05,-,6.85,8.44,11.01,-,9.05,6.60,-,2.40,3.75,4.10,9.56,-,1.61,2.04,2.31,4.95,Upgrade
