,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+5 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+5 Quarters
0,Market Capitalization,378,680,519,434,680,638,740,1080,655,697,825,952,995,1318,1488,1156,1012,816,697,1080,-,Upgrade
1,Market Cap Growth,6.67%,6.67%,-29.89%,-59.84%,3.90%,-8.54%,-10.31%,13.39%,-34.19%,-47.10%,-44.57%,-17.65%,-1.68%,61.46%,113.41%,7.09%,-,-,-,-,-,Upgrade
2,Enterprise Value,412,703,536,479,726,666,768,1099,675,725,852,947,990,1330,1501,1176,1031,820,701,1122,-,Upgrade
3,Last Close Price,0.45,0.80,0.61,0.51,0.80,0.75,0.87,1.27,0.77,0.82,0.97,1.12,1.17,1.55,1.75,1.36,1.19,0.96,0.82,1.27,-,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,458.18,21442.07,-,-52.83,-,-,-,-,Upgrade
5,PS Ratio,0.79,1.87,1.14,-,1.39,1.49,1.90,-,1.41,1.46,2.04,2.88,3.79,7.37,10.15,8.84,12.55,9.93,8.19,11.19,-,Upgrade
6,PB Ratio,10.70,19.24,14.55,11.85,-,14.02,15.00,22.23,-,12.37,13.42,15.49,-,19.07,23.55,18.03,-,13.85,10.91,15.90,-,Upgrade
7,P/TBV Ratio,19.24,19.24,14.55,11.85,-,14.89,16.24,24.07,-,13.57,15.01,17.34,-,21.08,23.55,18.03,-,16.98,10.91,15.90,-,Upgrade
8,P/FCF Ratio,33.69,228.79,346.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,40.58,228.79,346.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.87,1.93,1.17,-,1.48,1.55,1.98,-,1.46,1.52,2.11,2.87,3.77,7.44,10.24,8.99,12.80,9.98,8.24,11.63,-,Upgrade
11,EV/EBITDA Ratio,23.89,162.58,127.23,-,-,998.12,-609.80,-,-,-179.24,-,-,-,223.05,4897.54,-325.94,-83.40,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,324.52,-994.52,-214.48,-72.56,-,-,-,-,Upgrade
13,EV/FCF Ratio,36.68,236.55,357.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,1.52,1.52,1.52,1.55,-,1.31,1.29,1.29,-,1.37,1.16,1.16,-,0.57,0.74,0.74,-,0.69,0.69,0.69,-,Upgrade
15,Debt / EBITDA Ratio,3.21,3.13,3.13,-,-,6.64,16.93,-,-,57.89,-,-,-,7.16,8.38,10.92,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,4.80,18.12,36.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,2.84,2.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,35.47,28.65,29.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.85,0.85,0.85,0.86,-,0.85,-,0.89,-,0.86,-,0.90,-,1.02,-,0.98,-,1.06,-,1.39,-,Upgrade
20,Current Ratio,1.01,1.01,1.01,1.03,-,1.01,-,1.12,-,1.02,-,1.10,-,1.17,-,1.12,-,1.27,-,1.53,-,Upgrade
21,Return on Equity (ROE),-0.75%,-0.75%,-,-,-6.57%,-4.89%,-,-,-5.51%,-15.63%,-,-,0.87%,4.25%,-,-,-15.70%,-23.37%,-,-,Upgrade,
22,Return on Assets (ROA),-0.16%,-0.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-0.23%,-0.22%,-,-,-0.39%,-1.90%,-,-,-1.98%,-4.55%,-,-,2.02%,2.15%,-,-,-10.84%,-6.45%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,4.56%,-,-6.24%,-,-,-,-,-,Upgrade
25,Earnings Yield,-1.60%,-0.11%,-0.34%,-,-0.29%,-0.65%,-0.47%,-,-0.98%,-0.79%,-0.61%,-0.26%,-0.08%,0.22%,0.00%,-0.40%,-1.89%,-2.27%,-2.33%,-1.16%,-,Upgrade
26,FCF Yield,2.97%,0.44%,0.29%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-3.07%,-41.67%,-41.67%,-41.67%,-37.44%,-,Upgrade,
