,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,117.6,126.18,136.18,137.82,130.76,176.87,139.37,139.97,116.73,129.66
1,Revenue Growth (YoY),-13.64%,-8.45%,4.14%,-22.08%,-6.18%,26.36%,19.40%,7.95%,25.77%,-
2,Cost of Revenue,95.72,108.6,108.85,119.39,91.13,110.06,91.63,94.3,84.55,90.26
3,Gross Profit,21.88,17.58,27.33,18.43,39.63,66.8,47.74,45.68,32.18,39.4
4,"Selling, General & Admin",13.71,11.41,14.01,9.26,14.01,17.11,15.12,24.73,12.21,13.1
5,Other Operating Expenses,-,0.18,-,3.35,8.01,0.24,0.2,-0.41,0.53,-1.67
6,Operating Expenses,20.01,8.46,30.86,12.78,23.38,25.54,17.04,26.91,12.74,11.9
7,Operating Income,1.87,9.13,-3.52,5.65,16.24,41.26,30.7,18.77,19.44,27.5
8,Interest Expense,-0.04,-0,-0.06,-0.02,-0.03,-,-0.21,-0.2,-0.32,-1.48
9,Interest & Investment Income,1.22,2.01,1.3,1.7,1.47,0.96,0.76,0.69,0.68,1.36
10,Earnings From Equity Investments,0.4,-1.4,0.82,-0.13,0.18,-0.38,0.03,0.1,0.17,0.78
11,Currency Exchange Gain (Loss),0.01,0.06,0.07,0.01,0.05,1.49,-,-,-,-0.11
12,Other Non Operating Income (Expenses),0.06,0.53,8.18,7.33,4.95,0.86,0.92,1.57,-,-
13,EBT Excluding Unusual Items,3.52,10.32,6.79,14.54,22.87,44.19,32.21,20.92,19.97,28.04
14,Gain (Loss) on Sale of Investments,6.04,-,-,-,2.92,-,-,-,-,-0.02
15,Gain (Loss) on Sale of Assets,-4.55,-,-,-,-,-,-,-,-,-
16,Other Unusual Items,0.01,0.02,-,-,-,-,-,0.14,2.5,-
17,Pretax Income,5.02,10.34,6.79,14.54,25.79,44.19,32.21,21.05,22.47,28.03
18,Income Tax Expense,0.68,4.16,1,0.19,6.34,12.74,8.74,4.55,6.12,6.69
19,Earnings From Continuing Operations,4.34,6.18,5.78,14.35,19.45,31.45,23.46,16.5,16.35,21.33
20,Minority Interest in Earnings,0.97,-1.32,-1.29,-0.62,-0.28,-0.25,-0.03,-0.03,-0.16,-0.09
21,Net Income,5.31,4.86,4.5,13.73,19.17,31.19,23.43,16.47,16.19,21.24
22,Net Income to Common,5.31,4.86,4.5,13.73,19.17,31.19,23.43,16.47,16.19,21.24
23,Net Income Growth,18.10%,-64.59%,-76.54%,-55.98%,-18.20%,89.41%,44.74%,-22.47%,16.46%,-
24,Shares Outstanding (Basic),3840,3218,3200,3200,3200,3201,3125,2400,2400,2572
25,Shares Outstanding (Diluted),3840,3218,3200,3200,3200,3201,3125,2400,2400,2572
26,Shares Change (YoY),20.00%,0.55%,-,-0.02%,2.40%,33.36%,30.20%,-6.68%,12.24%,-
27,EPS (Basic),0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
28,EPS (Diluted),0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
29,EPS Growth,-1.64%,-64.79%,-76.54%,-55.97%,-20.12%,42.03%,11.18%,-16.92%,3.75%,-
30,Free Cash Flow,-64.99,46.52,-67.62,-39.74,-34.35,13.87,-23.47,39.15,13.1,58.56
31,Free Cash Flow Per Share,-0.02,0.01,-0.02,-0.01,-0.01,0.00,-0.01,0.02,0.01,0.02
32,Operating Margin,1.59%,7.23%,-2.59%,4.10%,12.42%,23.33%,22.03%,13.41%,16.65%,21.21%
33,Profit Margin,4.52%,3.85%,3.30%,9.96%,14.66%,17.64%,16.81%,11.77%,13.87%,16.38%
34,Free Cash Flow Margin,-55.26%,36.87%,-49.65%,-28.84%,-26.27%,7.84%,-16.84%,27.97%,11.22%,45.16%
35,EBITDA,7.12,13.32,1.22,8.72,18.36,44.62,33.49,21.41,21.98,30
36,D&A For EBITDA,5.25,4.19,4.74,3.08,2.12,3.36,2.79,2.65,2.54,2.5
37,EBIT,1.87,9.13,-3.52,5.65,16.24,41.26,30.7,18.77,19.44,27.5
