,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,136.11,154.18,179.07,109.29,148,318.17,279.71,192.2,152.82,137.56
1,Short-Term Investments,-,-,24.87,-,7.63,-,-,-,3.45,-
2,Trading Asset Securities,20.12,70.2,-,-,1.1,1.1,-,-,-,-
3,Cash & Short-Term Investments,156.23,224.38,203.94,109.29,156.73,319.27,279.71,192.2,156.28,137.56
4,Cash Growth,-23.40%,105.31%,30.12%,-65.77%,-43.97%,66.12%,78.99%,39.72%,-,-
5,Accounts Receivable,225.4,202.28,172.71,177.59,171.41,112.85,73.47,30.23,48.03,24.7
6,Other Receivables,15.22,16.52,80.96,18.7,4.71,4.47,36.55,7.61,7.14,10.87
7,Receivables,240.62,218.79,253.67,196.3,176.12,117.32,110.02,37.85,55.17,35.57
8,Inventory,0.63,0.38,0.4,0.31,0.28,0.33,0.29,0.2,0.2,0.28
9,Restricted Cash,2.53,1.67,0.48,135.38,144.83,11.91,13.23,8.5,6.35,5.78
10,Other Current Assets,17.32,20.22,9.26,21.08,10.1,12.21,5.52,13.78,5.05,5.7
11,Total Current Assets,417.32,465.43,467.75,462.35,488.07,461.03,408.76,252.52,223.04,184.89
12,"Property, Plant & Equipment",22.2,26.73,29.8,33.93,17.42,18.3,20.01,22.6,23.38,24.44
13,Long-Term Investments,58,51.49,8.98,8.16,8.29,2.82,3.23,1.55,1.45,1.28
14,Goodwill,-,1.24,1.24,1.24,1.24,-,-,-,-,-
15,Other Intangible Assets,0.22,3.93,4.05,4.58,5.1,0.23,0.92,0.29,0.31,0.34
16,Long-Term Deferred Tax Assets,10.3,8.89,7.83,5.63,6.3,5.68,3.87,3.48,3.25,3.01
17,Other Long-Term Assets,44.38,4.65,9.37,14.09,-,-,0.25,0.73,1.22,1.7
18,Total Assets,552.42,562.36,529.02,529.98,526.41,488.07,437.04,281.16,252.65,215.66
19,Accounts Payable,52.74,61.9,72.65,79.38,64.57,58.41,45.11,52.25,46.35,26.6
20,Accrued Expenses,15.18,17.74,15.43,16.95,17.13,19.02,16.12,17.97,15.13,17.47
21,Current Portion of Leases,-,0.05,0.12,0.11,0.11,0.04,0.76,1.12,2.13,2.06
22,Current Income Taxes Payable,1.39,3.4,1.72,3.57,8.53,15.56,6.18,2.07,8.53,10.51
23,Current Unearned Revenue,39.27,31.82,40.48,28.34,40.93,33.52,41.69,34.32,43.16,40.48
24,Other Current Liabilities,47.59,53.93,42.54,52.31,60.07,51.34,46.12,56.16,36.95,31.13
25,Total Current Liabilities,156.18,168.84,172.93,180.67,192.42,177.9,155.98,163.88,152.25,128.26
26,Long-Term Leases,-,0.07,0.25,0.31,0.36,0.17,-,0.01,0.11,0.91
27,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,2.54
28,Long-Term Deferred Tax Liabilities,-,0.9,0.9,1,-,-,-,-,-,-
29,Total Liabilities,156.18,169.81,174.08,181.98,192.79,178.06,155.98,163.89,152.36,131.72
30,Common Stock,0.25,0.25,0.21,0.21,0.21,0.21,0.21,0.01,0.01,0.01
31,Additional Paid-In Capital,209.97,209.97,178.38,178.38,178.38,178.38,181.2,40.33,40.33,40.33
32,Retained Earnings,211.67,206.36,201.49,197,183.27,164.1,132.91,109.47,93,76.81
33,Comprehensive Income & Other,-32.05,-32.26,-32.05,-33.22,-33.24,-34.25,-34.56,-33.81,-33.81,-33.81
34,Total Common Equity,389.84,384.32,348.03,342.37,328.62,308.44,279.75,116,99.54,83.35
35,Minority Interest,6.4,8.23,6.91,5.63,5.01,1.56,1.31,1.28,0.75,0.59
36,Shareholders' Equity,396.24,392.55,354.94,348,333.63,310,281.06,117.27,100.29,83.94
37,Total Liabilities & Equity,552.42,562.36,529.02,529.98,526.41,488.07,437.04,281.16,252.65,215.66
38,Total Debt,-,0.12,0.36,0.42,0.47,0.21,0.76,1.13,2.24,2.98
39,Net Cash (Debt),156.23,224.25,203.58,108.87,156.26,319.06,278.95,191.07,154.04,134.58
40,Net Cash Growth,-23.26%,105.98%,30.28%,-65.88%,-43.98%,66.99%,81.10%,41.97%,-,-
41,Net Cash Per Share,0.04,0.07,0.06,0.03,0.05,0.10,0.09,0.08,0.06,0.05
42,Filing Date Shares Outstanding,3840,3840,3200,3200,3200,3200,3200,2400,2400,2572
43,Total Common Shares Outstanding,3840,3840,3200,3200,3200,3200,3200,2400,2400,2572
44,Working Capital,261.15,296.59,294.82,281.68,295.64,283.14,252.78,88.64,70.79,56.63
45,Book Value Per Share,0.10,0.10,0.11,0.11,0.10,0.10,0.09,0.05,1.00,0.03
46,Tangible Book Value,389.62,379.15,342.74,336.55,322.27,308.21,278.83,115.71,99.22,83.01
47,Tangible Book Value Per Share,0.10,0.10,0.11,0.11,0.10,0.10,0.09,0.05,0.99,0.03
48,Machinery,-,27.42,-,7.59,-,7.81,-,5.77,5.43,5.01
49,Construction In Progress,-,-,-,18.87,-,-,-,0.77,0.44,-
50,Leasehold Improvements,-,26.33,-,25.73,-,25.05,-,25.44,24.61,24.39
