,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,204.82,203.19,198.8,199.09,193.41,284.66,252.71,192.24,173.6,294.05
1,Other Revenue,-,-,-,-,-,-,-,-,-,-0.06
2,Revenue,204.82,203.19,198.8,199.09,193.41,284.66,252.71,192.24,173.6,293.99
3,Revenue Growth (YoY),3.03%,2.06%,2.79%,-30.06%,-23.47%,48.08%,45.58%,-34.61%,-7.45%,50.46%
4,Cost of Revenue,186.13,187.16,173.52,171.55,155.01,177.4,158.27,153.21,136.48,230.1
5,Gross Profit,18.69,16.03,25.28,27.54,38.4,107.26,94.45,39.03,37.11,63.89
6,"Selling, General & Admin",3.99,6.08,5.66,14.06,18.67,54.88,39.77,25.48,0.55,-2.81
7,Other Operating Expenses,7.96,6.17,8.12,5.04,8.26,7.32,8.05,1.76,12.11,12.37
8,Operating Expenses,11.95,12.31,13.78,19.25,26.93,62.94,47.82,27.09,12.65,9.56
9,Operating Income,6.74,3.72,11.51,8.29,11.47,44.32,46.63,11.94,24.46,54.34
10,Interest Expense,-0.09,-0.11,-0.09,-0.01,-0.03,-0.05,-0.07,-0.08,-0.05,-1.16
11,Interest & Investment Income,-,0.95,-,0.66,-,0,-,0,0.06,0.16
12,Currency Exchange Gain (Loss),-,0.01,-,-,-,-,-,-,-,-
13,Other Non Operating Income (Expenses),0.17,-0.99,1.12,0.08,0.65,0.25,0.19,-0.83,1.26,1.44
14,EBT Excluding Unusual Items,6.82,3.58,12.54,9.01,12.09,44.52,46.75,11.04,25.73,54.78
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-0.83
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,0.03,-,-
17,Other Unusual Items,-,-,-,-2.81,2.84,-11.13,-8.72,9.13,25.91,-9.52
18,Pretax Income,6.82,4.52,12.54,6.5,14.93,33.76,38.03,21.17,51.64,44.56
19,Income Tax Expense,1.53,1.26,2.15,1.31,2.47,7.35,7.87,2.01,4.59,9.27
20,Earnings From Continuing Operations,5.29,3.27,10.39,5.18,12.46,26.41,30.16,19.16,47.05,35.28
21,Minority Interest in Earnings,0.06,0.01,-,-,-,0,-,0,-,-
22,Net Income,5.35,3.27,10.39,5.18,12.46,26.41,30.16,19.16,47.05,35.28
23,Net Income to Common,5.35,3.27,10.39,5.18,12.46,26.41,30.16,19.16,47.05,35.28
24,Net Income Growth,-48.52%,-36.87%,-16.62%,-80.37%,-58.68%,37.85%,-35.90%,-45.70%,298.56%,178.47%
25,Shares Outstanding (Basic),800,800,800,800,800,800,800,800,800,777
26,Shares Outstanding (Diluted),800,800,800,800,800,800,800,800,800,777
27,Shares Change (YoY),-,-,-,-,-,-,-,2.95%,33.33%,29.51%
28,EPS (Basic),0.01,0.00,0.01,0.01,0.02,0.03,0.04,0.02,0.06,0.05
29,EPS (Diluted),0.01,0.00,0.01,0.01,0.02,0.03,0.04,0.02,0.06,0.05
30,EPS Growth,-48.52%,-36.86%,-16.62%,-80.38%,-58.68%,37.85%,-35.90%,-47.26%,198.93%,115.03%
31,Free Cash Flow,-53.84,3.4,-35.65,46.61,-1.19,27.42,-7.72,28.45,49.75,16.37
32,Free Cash Flow Per Share,-0.07,0.00,-0.04,0.06,-0.00,0.03,-0.01,0.04,0.06,0.02
33,Operating Margin,3.29%,1.83%,5.79%,4.16%,5.93%,15.57%,18.45%,6.21%,14.09%,18.48%
34,Profit Margin,2.61%,1.61%,5.23%,2.60%,6.44%,9.28%,11.93%,9.97%,27.11%,12.00%
35,Free Cash Flow Margin,-26.29%,1.67%,-17.93%,23.41%,-0.61%,9.63%,-3.05%,14.80%,28.66%,5.57%
36,EBITDA,7.32,4.31,11.93,8.51,11.94,44.83,47.07,12.36,24.82,54.7
37,D&A For EBITDA,0.58,0.59,0.42,0.22,0.46,0.52,0.45,0.42,0.36,0.37
38,EBIT,6.74,3.72,11.51,8.29,11.47,44.32,46.63,11.94,24.46,54.34
