,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,360,308,280,268,316,456,664,560,488,388,480
1,Market Cap Growth,14.93%,14.93%,-11.39%,-41.23%,-52.41%,-18.57%,36.07%,44.33%,1.67%,-,-
2,Enterprise Value,343,252,199,148,202,341,549,437,377,322,468
3,Last Close Price,0.45,0.39,0.33,0.32,0.36,0.52,0.69,0.58,0.48,0.38,0.45
4,PE Ratio,41.76,35.73,20.49,17.21,17.91,11.73,11.74,11.35,7.37,4.71,10.19
5,PS Ratio,0.88,0.75,0.70,0.67,0.81,0.95,1.24,1.26,1.33,0.83,1.00
6,PB Ratio,1.76,1.51,1.34,1.30,1.53,2.26,2.85,2.71,2.41,2.12,3.16
7,P/TBV Ratio,1.51,1.51,1.34,1.30,1.53,2.26,2.85,2.71,2.41,2.12,3.16
8,P/FCF Ratio,-,-,-8.68,-,6.96,-,33.71,-,6.24,5.87,11.19
9,P/OCF Ratio,-,-,-9.32,-,6.95,-,31.38,-,6.19,5.84,11.12
10,EV/Sales Ratio,0.84,0.62,0.49,0.37,0.51,0.71,1.02,0.98,1.03,0.69,0.97
11,EV/EBITDA Ratio,26.13,21.70,12.24,7.26,9.87,6.01,5.97,7.35,10.14,4.06,6.04
12,EV/EBIT Ratio,32.79,24.13,13.05,7.49,10.22,6.12,6.04,7.46,10.36,4.09,6.10
13,EV/FCF Ratio,-6.80,-,-6.16,-,4.44,-,27.87,-,4.82,4.88,10.92
14,Debt / Equity Ratio,0.01,0.01,0.01,0.02,0.00,0.00,0.01,0.02,0.02,0.03,0.09
15,Debt / FCF Ratio,-,-,-0.09,-,0.01,-,0.12,-,0.05,0.08,0.31
16,Return on Capital Employed (ROCE),5.09%,5.09%,7.24%,9.52%,9.54%,27.61%,38.96%,28.14%,17.79%,42.27%,50.33%
17,Earnings Yield,2.39%,2.80%,4.88%,5.81%,5.58%,8.52%,8.52%,8.81%,13.57%,21.22%,9.81%
18,FCF Yield,-14.01%,-16.38%,-11.52%,4.09%,14.37%,5.75%,2.97%,3.70%,16.02%,17.04%,8.94%
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-2.95%,-33.33%,-29.51%,
20,Total Shareholder Return,2.67%,-,-,-,-,-,-,-,-2.95%,-33.33%,-29.51%
