,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,19.32,58.63,65.24,120.18,115.05,117.07,118.83,127.16,116.23,78.87
1,Short-Term Investments,-,-,20,-,-,-,-,-,-,-
2,Cash & Short-Term Investments,19.32,58.63,85.24,120.18,115.05,117.07,118.83,127.16,116.23,78.87
3,Cash Growth,-77.34%,-51.21%,-25.91%,2.66%,-3.18%,-7.94%,2.24%,61.22%,96.62%,191.09%
4,Accounts Receivable,210.22,158.32,149.11,103.34,147.44,152.83,136.41,95.92,94.03,107.61
5,Other Receivables,9.66,7.5,6.83,8.83,6.2,7.39,8.9,10.74,11.93,5.68
6,Receivables,219.88,165.81,155.94,112.17,153.64,160.22,145.31,106.66,105.96,113.29
7,Other Current Assets,5.26,17.13,3.92,3.01,8.16,7.39,1.47,2.89,1.1,7.91
8,Total Current Assets,244.45,241.58,245.09,235.36,276.84,284.68,265.61,236.71,223.29,200.07
9,"Property, Plant & Equipment",4.14,5.46,6.42,1.67,2.35,4.09,5.28,4.75,5.51,1.98
10,Long-Term Accounts Receivable,-,-,-,-,-,-,0.25,0.61,0.96,1.31
11,Long-Term Deferred Tax Assets,0.3,0.3,0.28,0.28,0.24,0.24,0.05,0.05,0.05,0.05
12,Other Long-Term Assets,11.14,7.41,7.41,8.71,8.38,3.9,9.77,9.61,7.45,6.76
13,Total Assets,260.02,254.74,259.2,246.01,287.82,292.91,280.95,251.72,237.25,210.16
14,Accounts Payable,0.38,0.44,3.07,-,0.29,0.27,5.78,6.23,-,-
15,Accrued Expenses,38.95,39.02,33.91,35.7,25.17,39.46,27.12,35.17,-,31.89
16,Short-Term Debt,0.08,0.01,0.28,-,-,0.06,0.24,0.09,0.42,12.09
17,Current Portion of Leases,1.44,1.4,1.41,0.47,0.88,1.66,1.91,1.7,1.58,0.71
18,Current Income Taxes Payable,1.42,0.3,0.61,0.15,13.61,13.03,6.9,1.72,12.73,9.53
19,Other Current Liabilities,12.31,3.09,12,2.49,45.78,5.03,30.9,2.18,36.13,3.3
20,Total Current Liabilities,54.58,44.26,51.28,38.81,85.73,59.5,72.85,47.1,50.86,57.53
21,Long-Term Leases,0.89,1.62,2.33,-,0.08,0.66,1.63,2.3,3.24,0.53
22,Other Long-Term Liabilities,-,-,-,-,-,-,0.12,0.12,0.12,0.12
23,Total Liabilities,55.47,45.88,53.61,38.81,85.8,60.15,74.6,49.53,54.22,58.18
24,Common Stock,8,8,8,8,8,8,8,8,8,8
25,Additional Paid-In Capital,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8,80.8
26,Retained Earnings,147.53,151.78,148.51,150.11,144.93,175.67,149.26,145.1,125.94,94.89
27,Comprehensive Income & Other,-31.71,-31.71,-31.71,-31.71,-31.71,-31.71,-31.71,-31.71,-31.71,-31.71
28,Total Common Equity,204.62,208.87,205.6,207.2,202.02,232.76,206.35,202.19,183.03,151.98
29,Minority Interest,-0.06,-0,-0,-0,-0,-0,-0,-0,-,-
30,Shareholders' Equity,204.56,208.87,205.59,207.2,202.02,232.76,206.35,202.19,183.03,151.98
31,Total Liabilities & Equity,260.02,254.74,259.2,246.01,287.82,292.91,280.95,251.72,237.25,210.16
32,Total Debt,2.41,3.03,4.02,0.47,0.96,2.37,3.78,4.1,5.24,13.33
33,Net Cash (Debt),16.91,55.61,81.22,119.71,114.08,114.7,115.05,123.06,110.98,65.54
34,Net Cash Growth,-79.18%,-53.55%,-28.80%,4.37%,-0.84%,-6.79%,3.66%,87.76%,854.53%,-
35,Net Cash Per Share,0.02,0.07,0.10,0.15,0.14,0.14,0.14,0.15,0.14,0.08
36,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,800
37,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,800,800
38,Working Capital,189.87,197.32,193.81,196.55,191.12,225.18,192.76,189.61,172.43,142.54
39,Book Value Per Share,0.26,0.26,0.26,0.26,0.25,0.29,0.26,0.25,0.23,0.19
40,Tangible Book Value,204.62,208.87,205.6,207.2,202.02,232.76,206.35,202.19,183.03,151.98
41,Tangible Book Value Per Share,0.26,0.26,0.26,0.26,0.25,0.29,0.26,0.25,0.23,0.19
42,Machinery,-,4.87,-,4.3,-,4.25,-,3.21,-,2.82
43,Leasehold Improvements,-,2.07,-,1.75,-,1.75,-,1.33,-,1.33
