,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,146.88,144.94,123.79,147.52,111.14,196.09,155.34,236.41,197.32,224.37
1,Short-Term Investments,-,-,-,-,-,60.33,6.01,62.38,-,59.8
2,Trading Asset Securities,-,-,-,-,-,-,-,5.96,-,-
3,Cash & Short-Term Investments,146.88,144.94,123.79,147.52,111.14,256.43,161.35,304.75,197.32,284.17
4,Cash Growth,18.65%,-1.75%,11.39%,-42.47%,-31.12%,-15.86%,-18.23%,7.24%,35.11%,25.75%
5,Accounts Receivable,137.98,171.85,297.4,369.38,398.95,440.15,401.82,385.37,320.11,304.49
6,Receivables,137.98,171.85,297.4,369.38,398.95,440.15,401.82,385.37,320.11,304.49
7,Inventory,24.49,27.35,29.07,43.12,65.74,81.08,97.65,70.73,49.02,56.16
8,Prepaid Expenses,52.92,53.29,58.76,57.98,59.25,2.74,72.54,2.33,60.94,2.58
9,Other Current Assets,37.16,98.99,40.97,42.2,34.89,42.31,7.99,-,-,-
10,Total Current Assets,399.42,496.43,549.98,660.2,669.97,822.7,741.34,763.18,627.38,647.4
11,"Property, Plant & Equipment",127.96,144.59,160.08,232.36,266.6,271.56,277.6,279.58,281.24,296.19
12,Long-Term Investments,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
13,Long-Term Deferred Tax Assets,17.08,17.5,15.22,14.22,15.76,16.54,16.93,16.21,15.87,16.28
14,Other Long-Term Assets,313.36,314.04,297.6,245.75,89.35,92.38,86.69,86.11,19.86,29.61
15,Total Assets,858.12,972.86,1023,1153,1042,1203,1123,1145,944.66,989.77
16,Accounts Payable,140.6,195.52,217.06,260.78,259.15,352.4,234.13,224.53,142.59,145.63
17,Accrued Expenses,-,-,-,-,-,29.78,-,48.29,-,32.59
18,Short-Term Debt,112.98,120.75,212.04,237.26,232.54,216.08,223.78,215.3,226.32,215.34
19,Current Portion of Leases,2.05,2.65,2.98,3.55,2.58,2.76,3.53,2.93,1.12,2.66
20,Current Income Taxes Payable,8.84,9.05,8.91,9.39,9.81,10.24,10.18,10.32,10.24,10.46
21,Current Unearned Revenue,-,-,-,-,-,3.02,-,2.79,-,3.59
22,Other Current Liabilities,46.54,53.5,52.55,76.98,62.01,40.55,69.27,38.14,61.72,32.99
23,Total Current Liabilities,311.01,381.47,493.53,587.95,566.08,654.84,540.9,542.31,441.99,443.26
24,Long-Term Debt,79.12,95.97,-,-,-,-,-,-,-,-
25,Long-Term Leases,2.81,3.63,4.21,5.2,5.41,0.71,1.7,1.78,0.01,0.63
26,Long-Term Unearned Revenue,0.19,0.33,0.47,0.63,0.81,1,1.14,1.28,1.32,1.49
27,Long-Term Deferred Tax Liabilities,39.91,39.66,38.07,35.62,13.66,13.82,16.55,16.26,10.55,10.71
28,Other Long-Term Liabilities,4.04,3.15,3,2.48,-,-,-,-,-,-
29,Total Liabilities,437.08,524.22,539.27,631.89,585.96,670.37,560.29,561.63,453.87,456.08
30,Common Stock,100,100,100,100,100,100,100,100,100,100
31,Additional Paid-In Capital,97.24,97.24,97.24,97.24,97.24,97.24,97.24,97.24,97.24,97.24
32,Retained Earnings,130.05,144.29,199.9,211.41,260.54,310.93,353.54,380.33,369.53,390.36
33,Comprehensive Income & Other,89.34,102.93,83.86,109.42,-5.02,21.4,8.31,2.82,-78.99,-56.99
34,Total Common Equity,416.64,444.47,481,518.07,452.77,529.58,559.09,580.4,487.78,530.62
35,Minority Interest,4.41,4.18,2.9,2.88,3.25,3.54,3.49,3.36,3.01,3.08
36,Shareholders' Equity,421.05,448.64,483.9,520.95,456.03,533.11,562.58,583.75,490.78,533.69
37,Total Liabilities & Equity,858.12,972.86,1023,1153,1042,1203,1123,1145,944.66,989.77
38,Total Debt,196.96,222.99,219.23,246.01,240.53,219.55,229.02,220.01,227.45,218.63
39,Net Cash (Debt),-50.07,-78.05,-95.43,-98.48,-129.39,36.88,-67.67,84.74,-30.12,65.54
40,Net Cash Growth,-,-,-,-,-,-56.48%,-,29.29%,-,1094.86%
41,Net Cash Per Share,-0.05,-0.08,-0.10,-0.10,-0.13,0.04,-0.07,0.08,-0.03,0.07
42,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
43,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
44,Working Capital,88.41,114.96,56.45,72.25,103.89,167.86,200.45,220.87,185.39,204.15
45,Book Value Per Share,0.42,0.44,0.48,0.52,0.45,0.53,0.56,0.58,0.49,0.53
46,Tangible Book Value,416.64,444.47,481,518.07,452.77,529.58,559.09,580.4,487.78,530.62
47,Tangible Book Value Per Share,0.42,0.44,0.48,0.52,0.45,0.53,0.56,0.58,0.49,0.53
48,Machinery,-,127.32,-,132.92,-,207.49,-,199.83,-,189.97
49,Construction In Progress,-,1.41,-,0.32,-,1.11,-,10.58,-,0.64
50,Leasehold Improvements,-,24.51,-,44.91,-,54.81,-,43.29,-,29.27
