,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,148.32,225.2,243.89,331.14,311.91,438.72,403.8,445.67,267.22,407.45
1,Revenue Growth (YoY),-39.18%,-31.99%,-21.81%,-24.52%,-22.76%,-1.56%,51.11%,9.38%,-12.64%,11.40%
2,Cost of Revenue,90.19,141.03,170.52,252.87,247.66,360.32,311.48,308.97,187.97,290.09
3,Gross Profit,58.13,84.17,73.37,78.28,64.25,78.4,92.32,136.7,79.25,117.36
4,"Selling, General & Admin",66.67,72.56,80.86,109.06,105.36,106.11,107.17,109.59,95.53,119.86
5,Other Operating Expenses,5,48.59,6.81,22.25,6.08,12.15,6.36,3.84,9.13,-19.07
6,Operating Expenses,71.68,121.15,87.67,131.82,111.43,118.27,113.53,113.43,104.66,100.79
7,Operating Income,-13.54,-36.98,-14.3,-53.55,-47.18,-39.87,-21.21,23.27,-25.41,16.57
8,Interest Expense,-5.89,-6.85,-6.39,-5.09,-2.35,-2.2,-2.14,-2.45,-3.65,-4.51
9,Interest & Investment Income,1.23,1.1,0.84,0.71,1.06,0.89,0.72,0.66,0.57,0.36
10,Currency Exchange Gain (Loss),0.07,-0.48,0.7,-0.82,1.37,-0.29,0.01,-1.39,0.34,0.69
11,Other Non Operating Income (Expenses),2.06,-1.25,3.54,34.24,1.88,-0.5,6.48,4.91,3.48,7.88
12,EBT Excluding Unusual Items,-16.07,-44.47,-15.62,-24.51,-45.23,-41.97,-16.14,25.01,-24.66,21
13,Merger & Restructuring Charges,-0.6,-1.23,-,-14.92,-6.66,-2.7,-,-18.93,-,-
14,Gain (Loss) on Sale of Assets,0.05,0.49,0.06,0.32,0.22,0.01,0.11,0.42,0.06,0.06
15,Asset Writedown,3.19,-13.25,4.55,-9.46,0.7,0.04,-0.58,-0.84,-5.92,-0.61
16,Other Unusual Items,-,-,-,0.35,0.73,-,-,2.4,9.83,-
17,Pretax Income,-13.43,-58.45,-11.01,-48.22,-50.24,-44.62,-16.61,8.06,-20.7,20.44
18,Income Tax Expense,1.2,-2.82,0.34,-0.27,0.28,-1.86,0.08,-2.06,0.15,0.35
19,Earnings From Continuing Operations,-14.64,-55.63,-11.35,-47.95,-50.52,-42.76,-16.69,10.11,-20.85,20.1
20,Minority Interest in Earnings,-0.34,0.02,-0.16,0.25,0.14,0.02,-0.1,-0.08,0.02,-0.09
21,Net Income,-14.97,-55.61,-11.51,-47.7,-50.38,-42.74,-16.79,10.03,-20.83,20.01
22,Net Income to Common,-14.97,-55.61,-11.51,-47.7,-50.38,-42.74,-16.79,10.03,-20.83,20.01
23,Net Income Growth,-,-,-,-,-,-,-,-49.87%,-,-
24,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
25,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
26,EPS (Basic),-0.01,-0.06,-0.01,-0.05,-0.05,-0.04,-0.02,0.01,-0.02,0.02
27,EPS (Diluted),-0.01,-0.06,-0.01,-0.05,-0.05,-0.04,-0.02,0.01,-0.02,0.02
28,EPS Growth,-,-,-,-,-,-,-,-49.87%,-,-
29,Free Cash Flow,-31.81,70.75,8.9,54.9,-102.79,74.1,-71.58,43.82,-41.54,80.34
30,Free Cash Flow Per Share,-0.03,0.07,0.01,0.05,-0.10,0.07,-0.07,0.04,-0.04,0.08
31,Operating Margin,-9.13%,-16.42%,-5.86%,-16.17%,-15.13%,-9.09%,-5.25%,5.22%,-9.51%,4.07%
32,Profit Margin,-10.09%,-24.69%,-4.72%,-14.40%,-16.15%,-9.74%,-4.16%,2.25%,-7.80%,4.91%
33,Free Cash Flow Margin,-21.44%,31.42%,3.65%,16.58%,-32.95%,16.89%,-17.73%,9.83%,-15.54%,19.72%
34,EBITDA,-6.01,-30.24,-3.15,-41.25,-33.77,-26.58,-9.58,35.07,-14.75,26.99
35,D&A For EBITDA,7.53,6.74,11.15,12.29,13.41,13.29,11.63,11.8,10.65,10.42
36,EBIT,-13.54,-36.98,-14.3,-53.55,-47.18,-39.87,-21.21,23.27,-25.41,16.57
