,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+8 Quarters
0,Market Capitalization,3974,3742,3581,3391,3177,3540,3321,3283,4370,4511,3503,4508,4856,6884,5746,4998,6178,6006,7680,7077,7832,Upgrade
1,Market Cap Growth,5.70%,5.70%,7.84%,3.27%,-27.29%,-21.53%,-5.21%,-27.17%,-10.01%,-34.47%,-39.03%,-9.81%,-21.39%,14.60%,-25.18%,-29.37%,-21.12%,13.41%,28.27%,-,-,Upgrade
2,Enterprise Value,3111,2879,2896,2414,1962,2582,2316,2049,3055,3178,2130,2900,3122,5242,4719,4042,4782,4492,6496,5958,7042,Upgrade
3,Last Close Price,21.06,19.83,18.98,17.97,16.69,18.60,17.45,17.32,22.61,23.34,18.13,23.44,24.75,35.08,29.28,29.78,36.28,35.28,45.11,41.57,45.78,Upgrade
4,PE Ratio,47.86,44.69,48.29,43.21,34.81,39.78,24.77,18.29,20.07,19.65,14.00,16.94,16.84,23.65,19.80,19.54,25.91,25.37,36.89,38.82,44.88,Upgrade
5,Forward PE,40.50,45.85,55.01,69.79,21.32,26.33,18.53,17.96,19.38,19.88,10.35,13.00,13.38,17.70,14.44,15.54,22.16,23.35,42.92,42.92,42.92,Upgrade
6,PS Ratio,1.84,1.72,1.65,1.60,1.50,1.77,1.51,1.44,1.84,1.83,1.51,1.82,1.86,2.67,2.29,2.14,2.92,2.96,3.85,3.87,4.31,Upgrade
7,PB Ratio,1.60,1.41,1.35,1.29,1.20,1.35,1.30,1.30,1.70,1.76,1.43,1.89,2.02,2.91,2.61,3.65,4.57,4.55,6.43,6.16,6.98,Upgrade
8,P/TBV Ratio,1.54,1.54,1.47,1.40,1.30,1.46,1.39,1.39,1.82,1.88,1.51,2.01,2.15,3.09,2.72,3.92,4.92,4.91,6.93,6.69,7.60,Upgrade
9,P/FCF Ratio,-,-,29.08,-,-,52.72,-,-,-,-,-,-,-,-73.91,-,26.34,-,-,18.12,24.08,-,Upgrade
10,P/OCF Ratio,-,-,15.14,-,-,18.30,-82.73,-,-,-75.17,-,-,-,36.19,-,12.63,-,17.27,14.13,17.52,-,Upgrade
11,EV/Sales Ratio,1.43,1.32,1.34,1.14,0.92,1.29,1.05,0.90,1.29,1.29,0.92,1.17,1.20,2.03,1.88,1.73,2.26,2.22,3.26,3.26,3.88,Upgrade
12,EV/EBITDA Ratio,14.82,13.45,18.68,18.49,13.59,20.58,11.70,9.25,11.14,11.34,7.40,9.03,9.30,15.29,14.47,14.07,18.08,17.50,28.41,29.05,36.53,Upgrade
13,EV/EBIT Ratio,22.51,20.83,36.51,43.71,27.53,48.89,18.41,13.42,14.73,14.65,9.34,10.96,10.99,17.81,16.81,16.54,21.29,20.50,33.54,34.74,43.39,Upgrade
14,EV/FCF Ratio,-,-,23.52,-,-,38.45,-,-,-,-,-,-,-,-56.29,-,21.30,-,-,15.33,20.27,-,Upgrade
15,Debt / Equity Ratio,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.12,0.11,0.02,0.01,0.03,0.02,Upgrade
16,Debt / EBITDA Ratio,0.24,0.15,0.22,0.33,0.38,0.33,0.66,0.42,0.97,0.19,0.50,0.29,1.06,0.27,0.42,0.33,0.93,0.06,0.08,0.10,0.21,Upgrade
17,Debt / FCF Ratio,-,-,0.41,-,-,1.19,-,-,-,-,-,-,-,-1.61,-,0.86,-,-,0.04,0.12,-,Upgrade
18,Asset Turnover,-,0.35,0.33,0.30,0.57,0.33,0.34,0.21,0.75,0.42,0.43,0.30,0.66,0.57,0.61,0.33,0.71,0.47,0.48,0.30,Upgrade,
19,Inventory Turnover,-,-,1.73,1.65,1.61,2.89,1.76,1.94,1.28,3.74,1.92,1.81,1.21,2.29,2.01,1.94,0.98,2.11,1.50,1.55,1.02,Upgrade
20,Quick Ratio,-,-,1.07,1.12,1.17,1.15,1.16,1.18,1.24,1.24,1.29,1.35,1.32,1.28,1.24,0.94,0.90,0.94,0.95,0.91,1.05,Upgrade
21,Current Ratio,-,-,1.47,1.49,1.52,1.49,1.52,1.52,1.57,1.54,1.68,1.72,1.69,1.65,1.62,1.30,1.33,1.35,1.33,1.32,1.37,Upgrade
22,Return on Equity (ROE),2.52%,2.53%,4.56%,3.08%,10.17%,2.79%,5.34%,1.47%,18.82%,9.54%,10.41%,3.51%,20.24%,17.14%,23.69%,7.27%,36.67%,13.21%,22.79%,7.65%,Upgrade,
23,Return on Assets (ROA),-,1.79%,0.23%,1.24%,0.30%,0.72%,0.97%,0.43%,3.71%,2.12%,3.75%,0.91%,4.36%,4.12%,5.36%,1.68%,4.40%,2.51%,4.80%,1.64%,Upgrade,
24,Return on Capital (ROIC),6.08%,3.69%,0.46%,2.57%,0.62%,1.48%,1.99%,0.89%,7.61%,4.18%,7.50%,1.88%,9.30%,10.19%,15.70%,5.16%,15.12%,8.94%,16.13%,5.28%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,2.80%,1.96%,2.49%,1.84%,4.53%,5.50%,7.32%,7.70%,8.39%,9.91%,10.51%,10.97%,11.19%,14.48%,13.64%,14.54%,14.13%,13.60%,13.11%,Upgrade
26,Earnings Yield,2.11%,2.24%,2.07%,2.31%,2.87%,2.51%,4.04%,5.47%,4.98%,5.09%,7.14%,5.90%,5.94%,4.23%,5.05%,5.12%,3.86%,3.94%,2.71%,2.58%,2.23%,Upgrade
27,FCF Yield,-,3.44%,-3.00%,-2.64%,1.90%,-8.32%,-9.32%,-6.53%,-7.41%,-5.48%,-5.49%,1.03%,-1.35%,-4.37%,3.80%,1.74%,3.65%,5.52%,4.15%,1.19%,Upgrade,
28,Dividend Yield,0.95%,-,-,-,-,1.08%,-,-,-,1.59%,-,-,-,1.34%,-,-,-,1.28%,-,-,-,Upgrade
29,Payout Ratio,0.00%,-,0.23%,441.95%,0.29%,-,0.57%,349.43%,0.63%,-,0.18%,149.27%,0.41%,-,1.34%,88.53%,0.72%,0.19%,2.54%,59.13%,-,Upgrade
30,Buyback Yield / Dilution,-0.51%,0.84%,2.73%,-21.38%,12.39%,-0.48%,-1.94%,14.30%,-10.75%,-6.61%,-11.60%,-23.64%,-11.56%,-8.67%,-6.01%,-2.87%,-0.06%,0.18%,-27.59%,-30.33%,-34.82%,Upgrade
31,Total Shareholder Return,0.45%,0.84%,2.73%,-21.38%,12.39%,0.60%,-1.94%,14.30%,-10.75%,-5.03%,-11.60%,-23.64%,-11.56%,-7.33%,-6.01%,-2.87%,-0.06%,1.46%,-27.59%,-30.33%,-34.82%,Upgrade
