,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1021,950.63,460.86,408.83,764.1,702.1,623.45,717.91,734.14,405.45,Upgrade
1,Short-Term Investments,-,-,-,-,118.13,35.59,65.78,57.03,86.51,92.6,Upgrade
2,Trading Asset Securities,0.36,0.29,0.26,0.25,0.28,0.3,0.3,0.34,0.36,2.86,Upgrade
3,Cash & Short-Term Investments,1022,950.93,461.11,409.09,882.51,737.99,689.53,775.28,821.01,500.91,Upgrade
4,Cash Growth,121.57%,132.45%,-47.75%,-44.57%,27.99%,-4.81%,-16.01%,54.77%,192.60%,75.15%,Upgrade
5,Accounts Receivable,1984,1989,1691,1624,1417,1099,963.66,970.67,775.39,906.61,Upgrade
6,Other Receivables,48.43,37.09,18.01,17.54,0.13,0.01,184.15,317.55,73.49,49.47,Upgrade
7,Receivables,2032,2026,1709,1641,1417,1099,1148,1288,848.88,956.08,Upgrade
8,Inventory,277.88,228.88,341.2,356.47,210.15,225.84,210.16,178.81,222.66,154.73,Upgrade
9,Prepaid Expenses,-,-,0.7,-,0.83,-,-,-,0,-,Upgrade
10,Restricted Cash,55.26,84.43,116.07,183.65,-,-,-,-,-,-,Upgrade
11,Other Current Assets,135.3,129.49,104.2,115.8,66.88,112.01,59.68,69.25,99.75,119.53,Upgrade
12,Total Current Assets,3522,3420,2732,2706,2577,2174,2107,2312,1992,1731,Upgrade
13,"Property, Plant & Equipment",4847,4644,3606,2879,2462,2391,2395,2409,2398,2429,Upgrade
14,Long-Term Investments,352.03,349.91,263.58,241.65,244.04,328.7,416.59,320.66,458.12,445.71,Upgrade
15,Goodwill,-,-,-,-,-,-,-,-,36.55,36.55,Upgrade
16,Other Intangible Assets,164.73,166.87,169.03,171.18,174.01,176.03,178.18,180.32,263.52,242.47,Upgrade
17,Long-Term Deferred Tax Assets,11.44,11.7,9.57,13.08,21.55,23.75,43.91,43.86,1.69,1.57,Upgrade
18,Long-Term Deferred Charges,18.98,19.8,14.48,15.34,4.72,4.9,4.36,-,16.21,25.77,Upgrade
19,Other Long-Term Assets,267.2,228.93,299.08,351.34,386.93,21.94,20.61,22.93,4.64,0.12,Upgrade
20,Total Assets,9183,8840,7093,6378,5871,5120,5166,5288,5171,4912,Upgrade
21,Accounts Payable,850.65,1427,1197,1111,1157,1005,1016,1211,1300,1413,Upgrade
22,Accrued Expenses,92.86,115.26,73.04,84.06,93.33,99.04,169.6,110.4,109.86,35.83,Upgrade
23,Short-Term Debt,2133,1412,1492,1393,1587,973.9,911.52,706.3,1042,915.48,Upgrade
24,Current Portion of Long-Term Debt,579.6,388.4,160.85,128.73,74.72,204.64,205.98,306.62,547.76,535.32,Upgrade
25,Current Portion of Leases,40.5,39.44,9.01,0.56,0.28,-0.75,0.92,-1.52,-1.63,-2.29,Upgrade
26,Current Income Taxes Payable,2.28,2.2,-,1.35,-,-,0.78,9.16,4.62,5.05,Upgrade
27,Current Unearned Revenue,21.71,11.63,11.09,16.7,15.34,8.53,10.89,69.23,38.17,45.55,Upgrade
28,Other Current Liabilities,1142,1188,794.89,647.35,452.32,369.97,336.55,714.29,1201,1238,Upgrade
29,Total Current Liabilities,4863,4585,3739,3382,3379,2660,2652,3126,4242,4187,Upgrade
30,Long-Term Debt,2144,2065,1364,1008,468.8,472.4,326,230.06,287.3,132.32,Upgrade
31,Long-Term Leases,259.15,273.22,91.74,0.53,50,13.47,65.02,114.83,229.46,223.74,Upgrade
32,Long-Term Unearned Revenue,110.65,116.03,102.22,65.05,67.85,62.24,61.78,66.91,69.13,70.11,Upgrade
33,Long-Term Deferred Tax Liabilities,1.6,1.81,-,-,-,-,-,-,0.63,0.64,Upgrade
34,Total Liabilities,7378,7041,5297,4456,3966,3209,3108,3542,4836,4623,Upgrade
35,Common Stock,176.32,176.32,176.32,176.32,176.32,176.32,176.32,3526,2232,2232,Upgrade
36,Additional Paid-In Capital,546.97,546.97,546.97,546.97,546.97,546.97,546.97,546.97,559.46,559.46,Upgrade
37,Retained Earnings,-2521,-2525,-2441,-2294,-2313,-2383,-2322,-2537,-2715,-2756,Upgrade
38,Comprehensive Income & Other,3603,3601,3514,3492,3495,3571,3657,209.63,164.2,152.59,Upgrade
39,Total Common Equity,1806,1799,1796,1922,1905,1911,2059,1746,241.15,187.98,Upgrade
40,Minority Interest,-,-,-,-,-,-,-,-,94.04,101.09,Upgrade
41,Shareholders' Equity,1806,1799,1796,1922,1905,1911,2059,1746,335.18,289.07,Upgrade
42,Total Liabilities & Equity,9183,8840,7093,6378,5871,5120,5166,5288,5171,4912,Upgrade
43,Total Debt,5156,4179,3118,2531,2180,1664,1509,1356,2105,1805,Upgrade
44,Net Cash (Debt),-4134,-3228,-2657,-2122,-1298,-925.66,-819.9,-581.02,-1284,-1304,Upgrade
45,Net Cash Per Share,-23.45,-18.31,-15.07,-12.04,-7.36,-6.95,-6.16,-3.75,-11.50,-11.68,Upgrade
46,Filing Date Shares Outstanding,176.32,176.32,176.32,176.32,176.32,176.32,176.32,176.32,111.62,111.62,Upgrade
47,Total Common Shares Outstanding,176.32,176.32,176.32,176.32,176.32,176.32,176.32,176.32,111.62,111.62,Upgrade
48,Working Capital,-1340,-1165,-1007,-675.95,-801.84,-485.7,-545.16,-814.41,-2249,-2455,Upgrade
49,Book Value Per Share,10.24,10.20,10.19,10.90,10.80,10.84,11.68,9.90,2.16,1.68,Upgrade
50,Tangible Book Value,1641,1632,1627,1751,1731,1735,1880,1566,-58.93,-91.04,Upgrade
51,Tangible Book Value Per Share,9.31,9.26,9.23,9.93,9.82,9.84,10.67,8.88,-0.53,-0.82,Upgrade
52,Buildings,972.27,978.74,1218,1219,1006,970.25,976.84,1025,812.52,812.52,Upgrade
53,Machinery,3365,2596,1606,1813,1410,1374,1364,1379,1171,1400,Upgrade
54,Construction In Progress,820.37,1241,1223,441.73,600.16,530.67,458.21,367.73,820.23,791.77,Upgrade
