,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,495,582,451,1418,1664,1961,3764,4955,3879,1987,1630,Upgrade
1,Market Cap Growth,-58.96%,-58.96%,-72.88%,-27.70%,-55.78%,-60.43%,-2.95%,149.38%,138.04%,36.92%,23.73%,Upgrade
2,Enterprise Value,4938,4138,3323,3590,3185,3097,4751,5649,5391,3553,3383,Upgrade
3,Last Close Price,2.81,3.30,2.56,8.04,9.44,11.12,21.35,28.10,22.00,17.80,14.60,Upgrade
4,PE Ratio,-,-6.83,-,-,16.50,160.50,-,10.48,14.87,20.22,15.64,Upgrade
5,PS Ratio,0.12,0.14,0.13,0.49,0.60,0.84,1.48,1.53,1.30,0.84,0.65,Upgrade
6,PB Ratio,0.26,0.30,0.23,0.73,0.77,0.88,1.60,2.00,1.87,5.40,5.04,Upgrade
7,P/TBV Ratio,0.33,0.33,0.25,0.81,0.84,0.97,1.77,2.19,2.09,-,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,-,17.63,8.03,5.53,Upgrade
9,P/OCF Ratio,1.96,1.96,1.48,-12.77,-,-9.14,-,-,8.18,5.06,3.40,Upgrade
10,EV/Sales Ratio,1.18,0.99,0.96,1.25,1.14,1.33,1.87,1.74,1.80,1.50,1.35,Upgrade
11,EV/EBITDA Ratio,12.43,11.15,16.53,-,9.76,10.96,9.34,6.88,9.30,10.31,9.64,Upgrade
12,EV/EBIT Ratio,40.77,31.41,959.46,-,18.03,24.29,14.03,8.98,13.57,17.80,16.13,Upgrade
13,EV/FCF Ratio,-9.40,-,-,-,-,-,-,-,24.51,14.36,11.49,Upgrade
14,Debt / Equity Ratio,2.86,2.86,2.32,1.74,1.32,1.14,0.87,0.73,0.78,6.28,6.24,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,7.32,9.34,6.86,Upgrade
16,Return on Capital Employed (ROCE),2.61%,2.84%,0.07%,-,5.22%,4.37%,11.21%,20.80%,15.47%,19.57%,25.84%,Upgrade
17,Earnings Yield,-17.18%,-14.63%,-56.37%,-9.10%,6.06%,0.62%,5.36%,9.54%,6.73%,4.95%,6.39%,Upgrade
18,FCF Yield,-106.06%,-90.31%,-162.14%,-65.85%,-43.13%,-25.99%,-20.73%,-6.60%,5.67%,12.45%,18.07%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-32.39%,-32.39%,13.94%,-19.32%,-38.65%,-,-,Upgrade,
20,Total Shareholder Return,-,-,-,-32.39%,-32.39%,13.94%,-19.32%,-38.65%,-,-,Upgrade,
