,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,600.06,125.81,989.93,601.72,2497,1183,2279,1230,1955,887.04,Upgrade
1,Short-Term Investments,-,1049,-,386.08,117.11,1128,-,1182,-,941.8,Upgrade
2,Trading Asset Securities,30.5,13.09,10.07,38.9,9.69,9.69,2.41,2.41,20.32,20.32,Upgrade
3,Cash & Short-Term Investments,630.57,1188,1000,1027,2624,2320,2281,2415,1976,1849,Upgrade
4,Cash Growth,-36.94%,15.70%,-61.89%,-55.75%,15.04%,-3.90%,15.45%,30.57%,129.52%,32.04%,Upgrade
5,Accounts Receivable,4311,4702,2929,3267,3061,3449,2507,3918,1633,3910,Upgrade
6,Other Receivables,1057,500.48,269.27,323.32,643.71,327.47,288.5,281.04,563.42,332.18,Upgrade
7,Receivables,5369,5203,3198,3591,3705,3777,2795,4199,2197,4243,Upgrade
8,Inventory,13580,15789,1030,7678,2153,3407,1721,3437,1405,2282,Upgrade
9,Prepaid Expenses,32.57,28.9,33.32,31.37,131.37,35.03,138.91,89.54,171.09,94.29,Upgrade
10,Restricted Cash,4976,5118,5927,4547,5056,4370,5184,3543,3876,3805,Upgrade
11,Other Current Assets,-,-,6379,-,4271,3017,3437,2298,4521,2456,Upgrade
12,Total Current Assets,24588,27327,17567,16874,17940,16926,15557,15982,14145,14728,Upgrade
13,"Property, Plant & Equipment",9967,10316,10431,10762,10908,11183,11077,11465,11929,12014,Upgrade
14,Long-Term Investments,968.54,1004,1098,1087,1118,1111,1097,1076,554.3,513.56,Upgrade
15,Goodwill,84.85,84.85,284.23,284.23,300.86,300.86,294.01,294.01,294.01,294.01,Upgrade
16,Other Intangible Assets,1561,1569,1624,1499,1357,1379,1398,1408,808.57,830.94,Upgrade
17,Long-Term Deferred Tax Assets,104.76,104.81,109.53,109.61,155.69,155.77,156.27,156.84,175.81,175.84,Upgrade
18,Other Long-Term Assets,148.99,167.28,1594,1599,1223,1413,2025,1869,2926,3767,Upgrade
19,Total Assets,37423,40573,32827,32344,33003,32658,31604,32440,30833,32324,Upgrade
20,Accounts Payable,4261,4265,3553,3662,3695,3398,4315,4038,3794,3852,Upgrade
21,Accrued Expenses,86.73,34.97,147.4,130.67,153.22,130.86,23.66,52.03,22.49,61.4,Upgrade
22,Short-Term Debt,-,5192,-,114.45,-,284.32,-,245.58,-,1326,Upgrade
23,Current Portion of Long-Term Debt,10634,7897,6652,6935,6561,6823,4950,7069,6950,5377,Upgrade
24,Current Portion of Leases,2.18,2.18,2.16,3.58,7.68,12.13,18.84,25,15.69,15.04,Upgrade
25,Current Income Taxes Payable,357.29,270.49,143.08,302.36,360.23,331.68,542.68,525.69,310.41,754.38,Upgrade
26,Current Unearned Revenue,385.1,444.44,524.85,571.38,576.83,526.89,339.56,368.24,230.85,371.6,Upgrade
27,Other Current Liabilities,1122,707.75,1360,1802,1615,1748,752.24,1102,397.89,600.95,Upgrade
28,Total Current Liabilities,16849,18814,12383,13522,12969,13255,10942,13426,11722,12358,Upgrade
29,Long-Term Debt,3854,4623,2880,1397,2536,2349,3616,2678,4058,5613,Upgrade
30,Long-Term Leases,4.59,5.66,5.06,5.62,5.1,6.61,18.74,18.74,23.62,25.55,Upgrade
