,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters
0,Revenue,142826,140766,141421,139967,135343,132924,130931,130609,129312,125554,115716,98166,86965,111745,107634,113332,108820,102983,128871,120932,Upgrade
1,Revenue Growth (YoY),5.53%,5.90%,8.01%,7.16%,4.66%,5.87%,13.15%,33.05%,48.70%,12.36%,7.51%,-13.38%,-20.08%,8.51%,-16.48%,-6.28%,-7.73%,-11.10%,14.24%,1.21%,Upgrade
2,"Selling, General & Admin",64768,49606,33562,30638,48285,35876,35424,27147,35825,28187,27615,22124,19813,24015,20098,32019,24808,20798,21900,36157,Upgrade
3,Other Operating Expenses,90863,88743,85017,82972,88891,85017,79162,79239,88818,76687,73498,65427,58774,73696,73476,74334,75199,77106,83533,82751,Upgrade
4,Total Operating Expenses,155631,138349,118579,113610,137175,120893,114587,106386,124642,104874,101113,87551,78588,97711,93574,106353,100007,97904,105433,118909,Upgrade
5,Operating Income,-12804,2417,22842,26356,-1832,12031,16344,24223,4670,20680,14603,10615,8377,14035,14060,6979,8813,5079,23437,2023,Upgrade
6,Interest Expense,-185.79,-186.17,-239.57,-234.55,-338.76,-337.3,-330.62,-390.31,-391.71,-356.92,-374.96,-337.89,-352.39,-494.23,-399.66,-577.07,-548.04,-579.07,-527.91,-610.15,Upgrade
7,Interest Income,1028,-,-,-,1139,659.88,1878,660.08,1307,269.78,242.74,133.68,-,531.51,158.93,572.21,256.96,291.91,140.63,427.72,Upgrade
8,Net Interest Expense,842.08,-186.17,-239.57,-234.55,800.32,322.58,1548,269.77,915.28,-87.14,-132.22,-204.21,-352.39,37.28,-240.73,-4.86,-291.09,-287.16,-387.28,-182.43,Upgrade
9,Other Non-Operating Income (Expenses),-52.31,798.8,460.6,358.51,-12.89,91.43,860.95,35.05,0.19,251.77,-54.02,15.13,-61.39,-10.23,-3.63,737.88,30.14,-211.07,60.99,-3409,Upgrade
10,EBT Excluding Unusual Items,-12015,3029,23063,26480,-1045,12445,18753,24528,5585,20845,14417,10426,7963,14062,13815,7712,8552,4581,23111,-1568,Upgrade
11,Pretax Income,-12015,3029,23063,26480,-1045,12445,18753,24528,5585,20845,14417,10426,7963,14062,13815,7712,8552,4581,23111,-1568,Upgrade
12,Income Tax Expense,-2247,683.9,4613,5296,-68.19,2489,3751,4906,1152,4119,3035,2085,796.32,3840,1382,2169,855.17,2837,2311,-238.62,Upgrade
13,Net Income,-9768,2345,18450,21184,-976.66,9956,15002,19622,4434,16726,11382,8340,7167,10222,12434,5542,7697,1744,20800,-1330,Upgrade
14,Net Income to Common,-9768,2345,18450,21184,-976.66,9956,15002,19622,4434,16726,11382,8340,7167,10222,12434,5542,7697,1744,20800,-1330,Upgrade
15,Net Income Growth,-,-76.44%,22.98%,7.96%,-,-40.48%,31.81%,135.26%,-38.14%,63.63%,-8.46%,50.48%,-6.88%,486.05%,-40.22%,-,-50.04%,-80.05%,103.97%,-,Upgrade
16,Shares Outstanding (Basic),9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Upgrade
17,Shares Outstanding (Diluted),9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,Upgrade
18,Shares Change (YoY),-0.37%,0.03%,0.02%,-0.03%,0.40%,-0.03%,-0.01%,0.01%,-0.03%,-0.01%,-0.03%,-0.02%,-0.07%,-0.18%,0.02%,-0.02%,0.05%,0.18%,-0.04%,0.03%,Upgrade
19,EPS (Basic),-1044.00,250.57,1971.00,2263.50,-104.00,1064.00,1603.00,2096.00,474.00,1787.00,1216.00,891.00,766.00,1092.00,1328.00,592.00,822.00,186.00,2222.00,-142.00,Upgrade
20,EPS (Diluted),-1044.00,250.57,1971.00,2263.50,-104.00,1064.00,1603.00,2096.00,474.00,1787.00,1216.00,891.00,766.00,1092.00,1328.00,592.00,822.00,186.00,2222.00,-142.00,Upgrade
21,EPS Growth,-,-76.45%,22.96%,7.99%,-,-40.46%,31.83%,135.24%,-38.12%,63.64%,-8.43%,50.51%,-6.81%,487.10%,-40.23%,-,-50.06%,-80.09%,104.04%,-,Upgrade
22,Free Cash Flow,-,7402,-437.54,-437.54,5889,18983,-56110,24555,-,45658,32755,-455.39,-8283,10677,3329,8238,8928,5462,10806,-,Upgrade
23,Free Cash Flow Per Share,-,790.81,-46.74,-46.75,627.04,2028.75,-5995.43,2622.95,-,4878.11,3499.36,-48.65,-885.32,1140.60,355.51,879.88,953.49,582.49,1154.39,-,Upgrade
24,Dividend Per Share,-,-,-,-,-,-,800.000,-,-,-,-,-,-,-,-,1300.000,-,-,-,-,Upgrade
25,Profit Margin,-6.84%,1.67%,13.05%,15.14%,-0.72%,7.49%,11.46%,15.02%,3.43%,13.32%,9.84%,8.50%,8.24%,9.15%,11.55%,4.89%,7.07%,1.69%,16.14%,-1.10%,Upgrade
26,Free Cash Flow Margin,-,5.26%,-0.31%,-0.31%,4.35%,14.28%,-42.85%,18.80%,-,36.37%,28.31%,-0.46%,-9.52%,9.55%,3.09%,7.27%,8.20%,5.30%,8.39%,-,Upgrade
