,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters
0,Cash & Equivalents,85407,85407,86768,-,103273,114743,113467,150144,105332,111361,102421,70567,-,72459,67156,64514,60823,57801,65061,55213,Upgrade
1,Short-Term Investments,46212,46212,39212,-,37100,24100,16100,41100,61100,41100,11100,16100,-,10100,11100,11100,13100,13100,1100,1000,Upgrade
2,Accounts Receivable,8307,8307,14998,-,7360,14703,13631,11258,5787,13185,13331,16803,-,15248,9643,7246,9873,13020,12192,8455,Upgrade
3,Other Receivables,1991,1991,3777,-,1888,959.16,1485,1528,1853,408.05,3003,491.64,-,3496,1666,515.55,2309,2393,1110,743.02,Upgrade
4,Inventory,26376,26376,28403,-,18603,18942,16572,13708,14506,6246,6975,7559,-,6900,6431,8996,8021,9171,7517,8221,Upgrade
5,Prepaid Expenses,3744,3744,2084,-,2737,2596,2064,1455,2163,1680,517.8,1227,-,760.5,1469,2163,1012,921.8,1660,2398,Upgrade
6,Other Current Assets,4394,4394,1012,-,2794,1811,1921,669.89,1825,1136,3099,4627,-,5153,6529,7664,6466,6703,6153,9355,Upgrade
7,Total Current Assets,176432,176432,176254,-,173755,177854,165239,219862,192566,175116,140447,117374,-,114117,103994,102199,101604,103110,94792,85385,Upgrade
8,"Property, Plant & Equipment",201666,201666,178517,-,191817,179951,180960,180205,186711,176140,178536,174258,-,175789,182626,177906,176054,180041,183909,187623,Upgrade
9,Other Intangible Assets,2080,2080,1725,-,1612,1088,860.6,932.26,692.23,738.18,254.75,323.5,-,529.75,499.08,563.95,633.14,706.81,783.66,860.51,Upgrade
10,Other Long-Term Assets,593.62,593.62,366.7,-,3107,3173,3273,4041,3436,4354,5478,6693,-,4927,5575,4346,3455,3042,3042,3042,Upgrade
11,Total Assets,380772,380772,356863,-,370291,362066,350333,405040,383405,356348,324716,298650,-,295364,292694,285015,281746,286900,282527,276911,Upgrade
12,Accounts Payable,66528,66528,29169,-,70850,36922,29874,32670,58715,26040,30959,29088,-,26032,30796,21845,26459,29524,26428,31680,Upgrade
13,Accrued Expenses,22740,37348,30057,-,24104,28862,24659,9771,19294,19348,12823,3566,-,13551,6394,17853,14000,15045,9781,20897,Upgrade
14,Short-Term Debt,4032,4032,4032,-,4032,4032,4032,4032,4032,4032,4032,4032,-,4032,4032,4029,4029,4032,5040,4032,Upgrade
15,Current Income Taxes Payable,14608,-,16884,-,10746,12112,10852,75730,49988,51382,31360,14027,-,7262,4895,6191,4369,6292,6434,4523,Upgrade
16,Other Current Liabilities,5722,5722,16578,-,5042,10202,19983,4118,3706,3791,9504,4384,-,9151,2964,2960,9447,15336,4069,3142,Upgrade
17,Total Current Liabilities,113631,113631,96720,-,114774,92130,89401,126320,135735,104592,88678,55097,-,60028,49081,52878,58305,70229,51751,64274,Upgrade
18,Long-Term Debt,5845,5845,7861,-,9876,10884,11892,12900,13908,14916,15923,16931,-,19955,20963,21973,22981,23986,23989,26005,Upgrade
