,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,138.32,133.5,78.94,85.66,83.84,131.59,73.99,83.89,105.04,121.09,80.31,91.08,111.16,122.06,93.55,96.07,113.45,114.39,84.86,70.79,Upgrade
1,Other Revenue,-,-24.54,24.54,-,48.35,-22.76,22.76,-,43.66,-21.53,21.53,-,30.12,-10.3,10.3,-,18.86,-9.79,9.79,-,Upgrade
2,Revenue,138.32,108.97,103.47,85.66,132.18,108.82,96.75,83.89,148.7,99.56,101.84,91.08,141.27,111.76,103.85,96.07,132.3,104.6,94.65,70.79,Upgrade
3,Revenue Growth (YoY),4.64%,0.13%,6.94%,2.11%,-11.11%,9.30%,-4.99%,-7.89%,5.26%,-10.92%,-1.93%,-5.19%,6.78%,6.85%,9.72%,35.72%,1.98%,6.24%,-7.92%,-18.59%,Upgrade
4,Cost of Revenue,-106.28,40.06,35.33,30.89,50.96,36.04,31.98,31.44,58.79,34.55,44.52,34.8,54.98,44.65,43.78,43.55,42.09,43.79,37.43,33.93,Upgrade
5,Gross Profit,244.6,68.91,68.15,54.77,81.23,72.79,64.78,52.45,89.91,65.01,57.32,56.28,86.29,67.11,60.07,52.52,90.21,60.81,57.22,36.86,Upgrade
6,"Selling, General & Admin",-85.56,29.88,28.47,27.21,31.32,33.28,25.08,26.76,31.01,28.31,21.52,27.3,28.2,28.47,25.63,24.45,27.84,22.12,20.12,21.26,Upgrade
7,Research & Development,-70.63,23.72,23.2,23.72,29.15,24.26,23.64,23.08,27.81,24.47,21.47,24.22,27.08,20.87,22.4,19.95,21.24,17.96,15.39,16.9,Upgrade
8,Other Operating Expenses,343.87,0.69,-3.61,-1.34,4.33,-2.98,-4.49,-6.41,7.35,-3.08,-4.88,-1.07,8.18,-2.42,-7.44,-2.41,4.95,-3.51,-5.68,-5.5,Upgrade
9,Operating Expenses,188.22,54.9,46.96,49.52,64.76,55.57,45.26,43.16,66.35,53.16,35.69,50.4,60.53,47.81,42.75,41.98,53.85,36.92,29.14,32.67,Upgrade
10,Operating Income,56.37,14.01,21.18,5.25,16.47,17.21,19.51,9.29,23.56,11.86,21.64,5.88,25.76,19.3,17.32,10.54,36.36,23.89,28.08,4.19,Upgrade
11,Interest Expense,-5.98,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.9,-0.02,-0.02,-0.02,-0.02,-0.02,-0.01,-,-,-1.85,-,Upgrade
12,Interest & Investment Income,0.02,2.7,1.72,1.56,13.86,1.05,0.87,0.9,0.69,-,2.29,2.56,5.41,6.9,2.95,2.12,4.29,5.67,-,6.74,Upgrade
13,Currency Exchange Gain (Loss),-,0,-0,-,0.32,-,-,-,1.59,0,-0,-,-0.41,0.01,-0.01,-,-1.2,-0.02,0.02,-,Upgrade
14,Other Non Operating Income (Expenses),0.74,0.16,-0.23,0.03,-0.49,0.32,0.08,0.06,0.65,3.63,-3.23,0.26,-0.29,-0.25,0.07,0.33,2.48,-1.03,1.36,-0.22,Upgrade
