,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,145468,153511,161023,172320,146476,139647,153328,156739,160177,184658,188826,167966,170873,141721,148621,152798,152491,173718,135270,132991,Upgrade
1,Short-Term Investments,205077,206377,247452,191932,191688,178282,152014,106054,111157,92765,84172,85562,69970,65801,68382,69620,75692,79920,57968,47286,Upgrade
2,Trading Asset Securities,9773,8864,10568,14903,24331,29798,33941,27963,21089,14762,11742,10573,13768,9417,9286,6593,6135,6327,6571,7114,Upgrade
3,Cash & Short-Term Investments,360318,368752,419043,379155,362495,347727,339283,290756,292423,292185,284740,264101,254611,216939,226289,229011,234318,259965,199809,187391,Upgrade
4,Cash Growth,-0.60%,6.05%,23.51%,30.40%,23.96%,19.01%,19.16%,10.09%,14.85%,34.69%,25.83%,15.32%,8.66%,-16.55%,13.25%,22.21%,16.60%,40.88%,14.34%,12.05%,Upgrade
5,Accounts Receivable,47336,52250,52412,46606,47327,46172,45410,45467,44837,49446,52774,49331,53837,53523,51676,44981,41696,40384,42869,35839,Upgrade
6,Other Receivables,-,28686,-,30554,-,30744,-,24667,-,19837,-,18226,-,15653,-,7695,-,4538,-,4456,Upgrade
7,Receivables,47336,83986,52412,80273,47327,79710,45410,71367,44837,70926,52774,68711,53837,69745,51676,52934,41696,45163,42869,40742,Upgrade
8,Inventory,9823,4387,1055,456,1676,2155,2015,2333,2933,2939,2712,1063,2735,1020,816,814,1164,988,601,718,Upgrade
9,Prepaid Expenses,-,20300,-,16172,-,17808,-,15939,-,15398,-,15795,-,17084,-,14499,-,17097,-,10888,Upgrade
10,Restricted Cash,3554,3408,3434,3818,3205,4578,3874,2783,2614,2594,2691,2476,2606,2322,2493,2520,2250,2278,2174,2180,Upgrade
11,Other Current Assets,103135,40808,87761,38572,91298,38431,83597,182811,71615,29277,69961,132666,63932,24175,49182,17869,39887,15942,35345,12049,Upgrade
12,Total Current Assets,524166,521641,563705,518446,506001,490409,474179,565989,414422,413319,412878,484812,377721,331285,330456,317647,319315,341433,280798,253968,Upgrade
13,"Property, Plant & Equipment",100177,89458,86232,87279,83833,82382,82859,85731,85525,88386,90180,88305,80131,80715,79855,77711,71117,68404,63605,61606,Upgrade
14,Long-Term Investments,836984,783100,736232,718589,699076,716440,715601,679370,718290,695157,728639,786381,851620,874449,788709,715978,599629,554428,483305,451437,Upgrade
15,Goodwill,-,-,-,126220,-,-,-,116731,-,-,-,112173,-,-,-,108623,-,-,-,93456,Upgrade
16,Other Intangible Assets,202083,201100,201590,68686,193423,189727,180135,63117,193939,196039,197163,76931,196727,177857,172845,66905,152936,151082,143403,51013,Upgrade
17,Long-Term Deferred Tax Assets,31214,31266,30536,29017,29848,29627,29618,29882,28358,28864,27616,26068,24566,22971,24052,21348,22981,20974,20928,18209,Upgrade
18,Other Long-Term Assets,28733,24909,28382,25342,29052,25644,34814,32515,37609,34002,37682,33636,36819,26319,27216,24135,24051,22518,22906,23360,Upgrade
19,Total Assets,1723357,1654970,1646677,1577246,1541233,1537503,1517206,1578131,1478143,1459669,1494158,1612364,1567584,1517772,1423133,1333425,1190029,1159544,1014945,953986,Upgrade
20,Accounts Payable,142665,121230,112520,100948,111921,100103,102317,92381,99789,105119,112512,109470,99808,99279,102625,94030,87008,86433,88176,80690,Upgrade
21,Accrued Expenses,4873,38928,4620,48507,5543,38488,4518,42758,2864,34300,2456,43271,2298,32576,2761,38574,1941,26602,1048,29304,Upgrade
22,Short-Term Debt,24819,29696,30245,25561,26014,27289,8441,5981,6476,17296,17702,13540,22654,10505,10051,13458,13296,14575,14673,17028,Upgrade
23,Current Portion of Long-Term Debt,26351,29176,38330,30137,34497,32907,17480,16045,13864,13239,13469,5463,3622,4181,2767,784,821,526,2862,16201,Upgrade
24,Current Portion of Leases,5583,5999,6036,6154,5711,6010,6127,6354,6207,6086,5927,5446,4315,4013,3891,3822,3454,3474,3383,3279,Upgrade
25,Current Income Taxes Payable,19044,17046,21623,17664,16901,14070,16639,13488,10555,9656,13968,12506,10658,8599,16369,12134,13470,10813,12911,9733,Upgrade
26,Current Unearned Revenue,106583,106944,106088,86168,88814,93325,97145,82216,84678,89223,96925,87846,92724,96252,98610,82827,86427,88217,83716,60949,Upgrade
27,Other Current Liabilities,77859,38807,69101,37018,72943,36672,57729,174981,60914,25288,51763,125556,58788,22200,47909,23450,52903,23952,46625,22972,Upgrade
28,Total Current Liabilities,407777,387826,388563,352157,362344,348864,310396,434204,285347,300207,314722,403098,294867,277605,284983,269079,259320,254592,253394,240156,Upgrade
29,Long-Term Debt,278885,284521,284159,292920,290509,293919,313112,312337,322544,305811,283932,282884,289352,262431,240419,236139,245412,258773,208765,188078,Upgrade
30,Long-Term Leases,14023,14979,15238,16468,16198,17452,16926,18424,18082,18372,17981,16501,11850,10962,10145,10198,8105,8143,8274,8428,Upgrade
31,Long-Term Unearned Revenue,6473,4825,4378,3435,3360,3320,3529,3503,3944,4558,4562,4526,6193,6540,6629,6678,6304,6638,6961,7334,Upgrade
32,Long-Term Deferred Tax Liabilities,15561,14223,16762,17635,16524,14369,13927,12162,13895,11401,12524,13142,15861,15228,16523,16061,14488,13434,13512,12841,Upgrade
33,Other Long-Term Liabilities,20131,20999,20808,20950,21353,18763,17943,14641,15925,15439,15160,15520,18085,18035,19288,17227,9903,11691,10496,8325,Upgrade
34,Total Liabilities,742850,727373,729908,703565,710288,696687,675833,795271,659737,655788,648881,735671,636208,590801,577987,555382,543532,553271,501402,465162,Upgrade
35,Additional Paid-In Capital,37201,32957,28989,37989,46557,56611,62425,62418,68636,73700,71817,67330,62041,58013,51853,48793,44804,41701,38687,35271,Upgrade
36,Retained Earnings,861819,842048,857015,820834,787468,751256,744212,711992,749345,708525,702856,674840,675732,620202,590219,542724,475887,436611,413881,388175,Upgrade
37,Treasury Stock,-2571,-3664,-4549,-4740,-2235,-2224,-1541,-1868,-3193,-776,-1222,-,-435,-,-,-,-,-,-,-,Upgrade
38,Comprehensive Income & Other,16137,-10660,-32868,-45492,-63276,-27347,-26613,-51151,-58868,-44955,4408,64129,119198,167992,119740,112467,56412,57097,5256,9260,Upgrade
39,Total Common Equity,912586,860681,848587,808591,768514,778296,778483,721391,755920,736494,777859,806299,856536,846207,761812,703984,577103,535409,457824,432706,Upgrade
40,Minority Interest,67921,66916,68182,65090,62431,62520,62890,61469,62486,67387,67418,70394,74840,80764,83334,74059,69394,70864,55719,56118,Upgrade
41,Shareholders' Equity,980507,927597,916769,873681,830945,840816,841373,782860,818406,803881,845277,876693,931376,926971,845146,778043,646497,606273,513543,488824,Upgrade
42,Total Liabilities & Equity,1723357,1654970,1646677,1577246,1541233,1537503,1517206,1578131,1478143,1459669,1494158,1612364,1567584,1517772,1423133,1333425,1190029,1159544,1014945,953986,Upgrade
43,Total Debt,349661,364371,374008,371240,372929,377577,362086,359141,367173,360804,339011,323834,331793,292092,267273,264401,271088,285491,237957,233014,Upgrade
44,Net Cash (Debt),10657,4381,45035,7915,-10434,-29850,-22803,-68385,-74750,-68619,-54271,-59733,-77182,-75153,-40984,-35390,-36770,-25526,-38148,-45623,Upgrade
45,Net Cash Per Share,1.14,0.46,4.75,0.82,-1.09,-3.10,-2.36,-7.06,-7.72,-7.09,-5.60,-6.16,-7.98,-7.75,-4.23,-3.65,-3.81,-2.65,-3.97,-4.75,Upgrade
46,Filing Date Shares Outstanding,9238,9261,9352,9373,9452,9455,9483,9483,9541,9539,9538,9538,9536,9525,9514,9512,9496,9484,9476,9475,Upgrade
47,Total Common Shares Outstanding,9238,9261,9352,9373,9452,9455,9483,9483,9541,9539,9538,9538,9536,9525,9514,9512,9496,9484,9476,9475,Upgrade
48,Working Capital,116389,133815,175142,166289,143657,141545,163783,131785,129075,113112,98156,81714,82854,53680,45473,48568,59995,86841,27404,13812,Upgrade
49,Book Value Per Share,98.79,92.93,90.74,86.26,81.31,82.32,82.09,76.07,79.23,77.21,81.55,84.53,89.82,88.84,80.07,74.01,60.77,56.45,48.31,45.67,Upgrade
50,Tangible Book Value,710503,659581,646997,613685,575091,588569,598348,541543,561981,540455,580696,617195,659809,668350,588967,528456,424167,384327,314421,288237,Upgrade
51,Tangible Book Value Per Share,76.91,71.22,69.18,65.47,60.84,62.25,63.10,57.11,58.90,56.66,60.88,64.71,69.19,70.17,61.91,55.55,44.67,40.52,33.18,30.42,Upgrade
52,Buildings,-,-,-,22139,-,-,-,20184,-,-,-,17709,-,-,-,14739,-,-,-,12804,Upgrade
53,Machinery,-,-,-,114116,-,-,-,106508,-,-,-,104664,-,-,-,89173,-,-,-,64060,Upgrade
54,Construction In Progress,-,-,-,13583,-,-,-,9229,-,-,-,5923,-,-,-,4939,-,-,-,3935,Upgrade
55,Leasehold Improvements,-,-,-,4384,-,-,-,5039,-,-,-,3859,-,-,-,3209,-,-,-,3027,Upgrade
