,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,103.59,60.95,57.36,72.8,70.38,62.79,84.47,99.22,136.22,97.68
1,Trading Asset Securities,0.26,0.26,0.29,0.34,0.54,0.64,2.65,-,-,-
2,Cash & Short-Term Investments,103.86,61.21,57.65,73.14,70.92,63.43,87.11,99.22,136.22,97.68
3,Cash Growth,80.16%,-16.31%,-18.72%,15.31%,-18.59%,-36.07%,-36.05%,1.57%,16.85%,-49.80%
4,Accounts Receivable,168.37,197.55,217.78,196.26,157.78,170.27,113.94,182.51,115.94,155.85
5,Other Receivables,5.48,5.22,4.37,4.49,5.03,2.55,6.44,0.53,0.92,0.79
6,Receivables,173.86,202.77,222.14,200.74,162.81,172.82,120.38,183.04,116.86,156.64
7,Inventory,175.94,205.61,268.34,244.21,301.23,243.73,215.71,132.93,148.63,145.1
8,Prepaid Expenses,19.02,10.63,32.11,16.74,24.91,8.23,32.04,17.02,23.26,7.35
9,Other Current Assets,16.53,21.16,16.39,10.25,6.14,21.44,6.14,18.92,6.2,17.71
10,Total Current Assets,489.2,501.37,596.62,545.08,566.01,509.65,461.38,451.12,431.16,424.47
11,"Property, Plant & Equipment",174.25,176.47,167.51,160.04,156.5,73.86,71.35,76.88,78.25,80.03
12,Long-Term Investments,3.4,1.48,3.41,1.67,11.04,2.44,13.8,5.05,3.94,3.43
13,Long-Term Deferred Tax Assets,2.68,-,-,1.13,6.97,4.75,-,-,-,0.21
14,Other Long-Term Assets,1.67,3.45,2.94,15.59,1.81,10.92,1.85,10.66,6.62,7.09
15,Total Assets,671.19,682.77,770.47,723.52,742.34,601.61,548.38,543.72,519.97,515.24
16,Accounts Payable,96.37,102.96,159.95,132.93,147.9,124.7,105.79,95.69,86.88,78.64
17,Accrued Expenses,24.08,18.74,43.77,20.85,24.12,19.35,21.19,19.88,17.72,14.64
18,Short-Term Debt,26.93,20.66,17.43,20.97,48.11,36.76,29.84,22.96,31.07,37.08
19,Current Portion of Leases,6.57,7.12,9.39,8.8,9.26,7.54,8.63,9.21,6.9,6.64
20,Current Income Taxes Payable,6.93,4.73,15.01,11.68,12.45,10.5,10.3,7.66,0.55,2.19
21,Current Unearned Revenue,26.96,16.87,34.3,38.41,55.46,45.37,4.96,3.45,4.13,2.96
22,Other Current Liabilities,1.83,1.8,-,5.11,-,-,12.02,-,8,-
23,Total Current Liabilities,189.66,172.87,279.85,238.75,297.3,244.22,192.74,158.86,155.26,142.15
24,Long-Term Leases,93.98,95.63,96.52,97.14,96.35,8.56,11.89,16.11,18.09,16.49
25,Long-Term Deferred Tax Liabilities,3.64,3.54,2.37,3.76,3.95,4.17,2.01,3.95,4.1,4.1
26,Total Liabilities,287.28,272.04,378.74,339.65,397.59,256.95,206.63,178.91,177.45,162.74
27,Common Stock,281.51,281.51,281.51,281.51,281.51,281.51,281.51,281.51,281.51,281.51
28,Retained Earnings,208.32,233.77,215.97,205.84,168.88,167.59,167.95,189.46,165.8,168.53
29,Comprehensive Income & Other,-105.92,-104.55,-105.75,-103.48,-105.64,-104.43,-107.71,-106.16,-104.79,-97.55
30,Shareholders' Equity,383.91,410.74,391.73,383.87,344.75,344.67,341.75,364.81,342.52,352.49
31,Total Liabilities & Equity,671.19,682.77,770.47,723.52,742.34,601.61,548.38,543.72,519.97,515.24
32,Total Debt,127.48,123.41,123.33,126.9,153.72,52.86,50.35,48.27,56.06,60.21
33,Net Cash (Debt),-23.62,-62.2,-65.69,-53.77,-82.8,10.57,36.76,50.94,80.15,37.47
34,Net Cash Growth,-,-,-,-,-,-79.25%,-54.14%,35.95%,218.02%,-65.81%
35,Net Cash Per Share,-0.02,-0.06,-0.07,-0.05,-0.08,0.01,0.04,0.05,0.08,0.04
36,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
37,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
38,Working Capital,299.54,328.51,316.77,306.33,268.71,265.43,268.65,292.26,275.91,282.32
39,Book Value Per Share,0.38,0.41,0.39,0.38,0.34,0.34,0.34,0.36,0.34,0.35
40,Tangible Book Value,383.91,410.74,391.73,383.87,344.75,344.67,341.75,364.81,342.52,352.49
41,Tangible Book Value Per Share,0.38,0.41,0.39,0.38,0.34,0.34,0.34,0.36,0.34,0.35
42,Land,-,22.9,-,23,24.9,24.9,21.7,21.7,24.6,24.6
43,Machinery,-,106.08,-,95.48,94.3,94.57,86.06,83.73,77.94,76.91
44,Construction In Progress,-,10.49,-,10.68,-,-,-,-,0.26,0.26
45,Leasehold Improvements,-,45.61,-,30.9,31.11,31.31,31.45,28.8,28.86,27.53
