,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,389.25,594.36,565.86,560.69,417.42,418.7,325.37,419.83,281.87,407.16
1,Revenue Growth (YoY),-31.21%,6.00%,35.56%,33.91%,28.29%,-0.27%,15.43%,3.11%,-29.78%,-15.84%
2,Cost of Revenue,321.63,483.15,446.09,425.75,342.12,352.07,257.92,301.92,217.29,316.43
3,Gross Profit,67.62,111.21,119.77,134.94,75.3,66.63,67.45,117.91,64.58,90.73
4,"Selling, General & Admin",97.98,77.73,91.07,75.82,73.9,72.18,74.05,70.55,64.49,79.2
5,Other Operating Expenses,-2.34,3.61,-0.16,-1.66,-1.29,-2.4,-1.25,6.19,-0.58,-0.8
6,Operating Expenses,95.64,81.34,90.91,74.16,72.61,69.78,72.81,76.75,63.92,78.41
7,Operating Income,-28.02,29.87,28.86,60.79,2.69,-3.15,-5.36,41.16,0.67,12.33
8,Interest Expense,-2.99,-3.2,-3.09,-3.96,-1.47,-1.07,-0.62,-1.17,-1.43,-3.56
9,Interest & Investment Income,1.2,0.9,0.6,0.47,0.17,0.06,0.34,0.23,0.79,0.68
10,Currency Exchange Gain (Loss),3.68,1.7,3.12,-0.25,2.37,-0.91,-0.59,-3.08,0.12,-0.49
11,Other Non Operating Income (Expenses),-2.31,-2.27,-2.61,-3.29,-2.47,-2.84,-2.38,-2.67,-2.06,-2.63
12,EBT Excluding Unusual Items,-28.44,27,26.88,53.75,1.3,-7.91,-8.6,34.46,-1.91,6.33
13,Gain (Loss) on Sale of Investments,0.06,1.44,-0.03,-0.23,-0.59,-0.15,-0.37,0.3,0.06,0.09
14,Gain (Loss) on Sale of Assets,-,0.01,0.02,-0.22,-,-,-,-,-,-
15,Other Unusual Items,0.01,1.3,0.83,1.19,0.69,0.97,0.56,4.79,-,-
16,Pretax Income,-28.37,29.76,27.69,54.48,1.4,-7.09,-8.4,39.55,-1.85,6.42
17,Income Tax Expense,-2.52,4.35,5.95,9.94,0.52,-6.37,1.46,8.3,0.52,-1.23
18,Net Income,-25.85,25.41,21.74,44.54,0.88,-0.72,-9.87,31.25,-2.37,7.65
19,Net Income to Common,-25.85,25.41,21.74,44.54,0.88,-0.72,-9.87,31.25,-2.37,7.65
20,Net Income Growth,-,-42.95%,2381.74%,-,-,-,-,308.31%,-,-76.06%
21,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
22,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
23,EPS (Basic),-0.03,0.03,0.02,0.04,0.00,-0.00,-0.01,0.03,-0.00,0.01
24,EPS (Diluted),-0.03,0.03,0.02,0.04,0.00,-0.00,-0.01,0.03,-0.00,0.01
25,EPS Growth,-,-42.95%,2381.74%,-,-,-,-,308.31%,-,-76.06%
26,Free Cash Flow,39.46,24.26,-2.81,64.24,-26.15,-14.67,-5.91,-11.2,42.95,17.23
27,Free Cash Flow Per Share,0.04,0.02,-0.00,0.06,-0.03,-0.01,-0.01,-0.01,0.04,0.02
28,Dividend Per Share,-,-,0.008,0.012,0.008,-,-,0.012,0.008,0.008
29,Dividend Growth,-,-,0%,-,-,-,-,50.00%,0%,-55.56%
30,Operating Margin,-7.20%,5.03%,5.10%,10.84%,0.64%,-0.75%,-1.65%,9.80%,0.24%,3.03%
31,Profit Margin,-6.64%,4.28%,3.84%,7.94%,0.21%,-0.17%,-3.03%,7.44%,-0.84%,1.88%
32,Free Cash Flow Margin,10.14%,4.08%,-0.50%,11.46%,-6.26%,-3.50%,-1.82%,-2.67%,15.24%,4.23%
33,EBITDA,-19.46,37.38,35.04,67.05,9.31,3.2,0.32,46.7,6.62,18.04
34,D&A For EBITDA,8.56,7.51,6.18,6.27,6.61,6.36,5.67,5.54,5.95,5.71
35,EBIT,-28.02,29.87,28.86,60.79,2.69,-3.15,-5.36,41.16,0.67,12.33
