,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,109,194,248,244,189,232,425,560,518,897,863,1052,968,1347,1431,295,311,455,417,421,438,Upgrade
1,Market Cap Growth,-16.36%,-16.36%,-41.58%,-56.39%,-63.41%,-74.18%,-50.73%,-46.80%,-46.52%,-33.44%,-39.71%,257.14%,210.81%,196.30%,243.43%,-30.00%,-28.85%,-13.60%,-20.16%,-49.24%,-49.27%,Upgrade
2,Enterprise Value,72,151,206,205,150,191,384,502,459,835,801,993,909,1265,1349,178,195,335,298,269,285,Upgrade
3,Last Close Price,0.03,0.05,0.06,0.06,0.04,0.06,0.10,0.13,0.12,0.21,0.20,0.25,0.23,0.32,0.34,0.07,0.07,0.11,0.10,0.10,0.10,Upgrade
4,PE Ratio,-,-,-,-,-,-3.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,5.28,10.04,8.90,8.44,11.69,13.69,40.79,53.15,30.97,24.51,16.61,15.40,12.90,23.53,36.66,14.26,21.85,41.05,13.33,13.10,14.51,Upgrade
6,PB Ratio,0.90,1.88,2.10,2.06,1.34,1.63,2.76,3.63,-,3.76,3.14,3.83,-,3.45,3.54,0.73,-,0.91,0.80,0.80,-,Upgrade
7,P/TBV Ratio,1.59,1.59,2.13,2.09,1.26,1.53,2.89,3.80,-,3.55,3.20,3.90,-,3.40,3.65,0.75,-,0.90,0.80,0.81,-,Upgrade
8,EV/Sales Ratio,3.48,7.84,7.39,7.09,9.27,11.28,36.88,47.61,27.48,22.82,15.42,14.53,12.11,22.10,34.57,8.63,13.69,30.25,9.54,8.36,9.46,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-3.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,0.00,0.00,-,0.00,0.01,0.01,-,0.01,0.01,0.01,-,Upgrade
11,Quick Ratio,0.43,0.43,-,0.79,-,0.57,-,0.96,-,0.82,-,1.41,-,1.09,-,2.00,-,1.72,-,3.31,-,Upgrade
12,Current Ratio,1.09,1.09,-,1.23,-,1.61,-,1.62,-,2.62,-,2.84,-,4.16,-,4.69,-,5.97,-,6.17,-,Upgrade
13,Return on Equity (ROE),-27.09%,-22.22%,-77.54%,-30.37%,-0.48%,-17.32%,-,-,-23.88%,-16.72%,-,-,-9.05%,-7.83%,-,-,-6.62%,-4.70%,-,-,Upgrade,
14,Return on Capital (ROIC),-17.39%,-16.65%,-56.67%,-18.47%,-0.43%,-9.91%,-,-,-14.83%,-10.42%,-,-,-6.97%,-3.93%,-,-,-4.70%,-3.37%,-,-,Upgrade,
15,Earnings Yield,-43.12%,-24.29%,-16.78%,-17.29%,-36.80%,-32.79%,-21.20%,-16.90%,-24.99%,-15.72%,-15.54%,-12.47%,-15.14%,-9.65%,-9.19%,-44.24%,-27.74%,-18.34%,-19.45%,-20.81%,-33.54%,Upgrade
16,FCF Yield,-12.92%,-4.07%,-1.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Buyback Yield / Dilution,-,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Total Shareholder Return,-,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
