,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,6.69,5.38,5.67,551.41,547.98,10.56,57.68,-,117.35,-,Upgrade
1,Other Revenue,24.79,23.72,21.58,23.01,20.83,21.87,23.77,-,31.72,-,Upgrade
2,Revenue,31.48,29.09,27.24,574.42,568.81,32.43,81.45,-,149.07,-,Upgrade
3,Revenue Growth (YoY),15.53%,-94.94%,-95.21%,1671.19%,598.36%,-,-45.36%,-,68.58%,-,Upgrade
4,Cost of Revenue,1.17,7.29,1.12,357.55,238.28,6.95,21.19,-,100.35,-,Upgrade
5,Gross Profit,30.31,21.8,26.13,216.87,330.52,25.48,60.26,-,48.72,-,Upgrade
6,"Selling, General & Admin",10.14,12.25,11.51,14.4,20.92,23.72,20.39,-,18.66,-,Upgrade
7,Other Operating Expenses,4.39,7.85,5.7,16.47,7.44,14.41,12.2,-,7.56,-,Upgrade
8,Operating Expenses,17.28,37.9,16.11,42.49,45.21,70.58,49.11,-,37.34,-,Upgrade
9,Operating Income,13.03,-16.1,10.01,174.38,285.31,-45.1,11.15,-,11.39,-,Upgrade
10,Interest Expense,-25.91,-0.36,-28.8,-14.87,-2.23,-2.37,-0.21,-,-0.71,-,Upgrade
11,Interest & Investment Income,0.01,28.58,0.42,1.63,1.22,-,5.07,-,4.54,-,Upgrade
12,Currency Exchange Gain (Loss),-,-1.43,-,-17.08,-,6.64,-,-,-,-,Upgrade
13,Other Non Operating Income (Expenses),0.14,6.37,-6.37,14.2,-14.2,-3.34,3.34,-,-5.3,-,Upgrade
14,EBT Excluding Unusual Items,-12.74,17.07,-24.74,158.25,270.11,-44.18,19.35,-,9.92,-,Upgrade
15,Impairment of Goodwill,-,-102.57,-,-24.94,-,-,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Investments,-,-0,-,-0.93,-,0.41,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Assets,-,-,7.26,-0.59,-,-,-,-,-,-,Upgrade
18,Asset Writedown,-,-261.5,-,-1.17,-,-4.1,-,-,-,-,Upgrade
19,Other Unusual Items,-,-6.95,-,-3.25,-,-,-,-,-,-,Upgrade
20,Pretax Income,-12.74,-353.95,-17.48,127.38,270.11,-47.87,19.35,-,9.92,-,Upgrade
21,Income Tax Expense,2.69,-11.34,-1.64,70.92,140.15,-6.7,12.54,-,-1.62,-,Upgrade
22,Earnings From Continuing Operations,-15.43,-342.61,-15.84,56.46,129.96,-41.18,6.81,-,11.54,-,Upgrade
23,Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,15.32,-,Upgrade
24,Net Income to Company,-15.43,-342.61,-15.84,56.46,129.96,-41.18,6.81,-,26.85,-,Upgrade
25,Minority Interest in Earnings,7.87,48.84,7.55,-32.7,-47.28,3.82,-3.11,-,0.81,-,Upgrade
26,Net Income,-7.56,-293.77,-8.29,23.77,82.68,-37.36,3.7,-,27.66,-,Upgrade
27,Net Income to Common,-7.56,-293.77,-8.29,23.77,82.68,-37.36,3.7,-,27.66,-,Upgrade
28,Net Income Growth,-,-,-,-,2133.44%,-,-86.62%,-,785.53%,-,Upgrade
29,Shares Outstanding (Basic),668,668,668,668,668,668,668,-,667,-,Upgrade
30,Shares Outstanding (Diluted),668,668,668,668,668,668,671,-,673,-,Upgrade
31,Shares Change (YoY),-,-,-,-,-0.55%,-,-0.24%,-,20.46%,-,Upgrade
32,EPS (Basic),-0.01,-0.44,-0.01,0.04,0.12,-0.06,0.01,-,0.04,-,Upgrade
33,EPS (Diluted),-0.01,-0.44,-0.01,0.04,0.12,-0.06,0.01,-,0.04,-,Upgrade
34,EPS Growth,-,-,-,-,2152.46%,-,-86.61%,-,630.88%,-,Upgrade
35,Free Cash Flow,-82.09,182.86,-57.95,-177.33,367.64,-478.03,-463.1,-,-72.92,-,Upgrade
36,Free Cash Flow Per Share,-0.12,0.27,-0.09,-0.27,0.55,-0.72,-0.69,-,-0.11,-,Upgrade
37,Operating Margin,41.39%,-55.33%,36.76%,30.36%,50.16%,-139.07%,13.68%,-,7.64%,-,Upgrade
38,Profit Margin,-24.01%,-1009.76%,-30.44%,4.14%,14.54%,-115.19%,4.55%,-,18.56%,-,Upgrade
39,Free Cash Flow Margin,-260.81%,628.53%,-212.71%,-30.87%,64.63%,-1474.00%,-568.58%,-,-48.92%,-,Upgrade
40,EBITDA,13.39,-13.7,13.43,177.16,288.87,-41.58,16.29,-,17.08,-,Upgrade
41,D&A For EBITDA,0.36,2.4,3.42,2.78,3.56,3.52,5.15,5.59,5.69,4.18,Upgrade
42,EBIT,13.03,-16.1,10.01,174.38,285.31,-45.1,11.15,-,11.39,-,Upgrade
