,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,160,147,257,360,334,614,2370,3698,2029,3151,4439,Upgrade
1,Market Cap Growth,-59.26%,-59.26%,-23.00%,-41.30%,-85.92%,-83.39%,16.78%,17.38%,-54.28%,45.31%,104.19%,Upgrade
2,Enterprise Value,1635,1550,1832,1925,1799,2326,3552,4302,2763,2823,4482,Upgrade
3,Last Close Price,0.24,0.22,0.39,0.54,0.50,0.92,3.55,5.54,3.04,4.72,6.65,Upgrade
4,PE Ratio,-,-,-,-,3.14,13.55,-,998.94,-,113.89,-,Upgrade
5,PS Ratio,2.63,2.42,4.56,0.60,0.29,1.02,20.81,45.40,-,21.13,-,Upgrade
6,PB Ratio,0.18,0.15,0.26,0.28,0.25,0.46,1.94,2.95,1.63,2.66,3.49,Upgrade
7,P/TBV Ratio,0.17,0.17,0.29,0.36,0.32,0.61,2.54,3.85,2.15,3.48,4.20,Upgrade
8,P/FCF Ratio,1.58,-,2.06,-,-,-5.56,-,-,-,-,-,Upgrade
9,P/OCF Ratio,1.46,-,2.06,-,-,-5.56,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,26.99,25.60,32.51,3.20,1.57,3.87,31.19,52.82,-,18.94,-,Upgrade
11,EV/EBITDA Ratio,-,-4969.35,-,10.10,3.86,9.41,-,264.04,-,165.29,-,Upgrade
12,EV/EBIT Ratio,-,-505.19,-,10.44,3.91,9.68,-,386.01,-,247.91,-,Upgrade
13,EV/FCF Ratio,16.22,-,14.66,-,-,-21.07,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,1.48,1.48,1.38,1.11,1.12,1.19,1.36,0.91,0.58,0.60,0.01,Upgrade
15,Debt / FCF Ratio,13.96,-,10.73,-,-,-14.32,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-0.16%,-,11.22%,20.94%,9.43%,-,0.66%,-,0.94%,-,Upgrade
17,Earnings Yield,-188.87%,-205.19%,-117.54%,4.29%,31.89%,7.38%,-1.42%,0.10%,-,0.88%,-,Upgrade
18,FCF Yield,63.16%,68.62%,48.60%,-65.27%,57.02%,-17.98%,-39.71%,-12.52%,-,-2.31%,-,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,0.55%,-,0.24%,-,-20.46%,-,Upgrade,
20,Total Shareholder Return,-,-,-,-,0.55%,-,0.24%,-,-20.46%,-,Upgrade,
