,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,8,158.99,182.66,173.78,174.22,171.08,251.1,161.12,152.06,200.98,Upgrade
1,Trading Asset Securities,0.04,0.05,0.06,0.07,0.09,0.11,0.18,0.1,434.24,0.37,Upgrade
2,Cash & Short-Term Investments,8.04,159.05,182.72,173.85,174.31,171.18,251.28,161.21,586.3,201.35,Upgrade
3,Cash Growth,-95.60%,-8.52%,4.83%,1.56%,-30.63%,6.18%,-57.14%,-19.93%,-21.07%,-0.61%,Upgrade
4,Receivables,0.18,0.22,0.11,1.53,1.01,0.6,0.61,0.6,0.02,-,Upgrade
5,Prepaid Expenses,6.02,1.51,1.06,1.34,2.77,2.65,0.94,1.47,0.79,0.95,Upgrade
6,Other Current Assets,-,-,-,-,-,-,-,-,-,560.81,Upgrade
7,Total Current Assets,14.24,160.78,183.89,176.71,178.09,174.44,252.83,163.29,587.11,763.11,Upgrade
8,"Property, Plant & Equipment",0.37,0.38,0.39,0.39,0.39,0.39,0.39,0.4,0.4,0.4,Upgrade
9,Long-Term Investments,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,708.42,708.76,Upgrade
10,Other Long-Term Assets,1654,1654,1698,1698,1697,1697,1692,1692,282.78,282.78,Upgrade
11,Total Assets,1669,1815,1883,1876,1876,1872,1945,1856,1579,1755,Upgrade
12,Accrued Expenses,-,0.85,-,2.15,-,1.62,-,3.6,-,3.65,Upgrade
13,Short-Term Debt,151.86,294.7,316.95,307.86,311.48,307.47,389.31,298.79,-,291.41,Upgrade
14,Current Income Taxes Payable,5.71,5.49,5.99,5.5,5.5,5.07,5.38,5.38,3.82,3.82,Upgrade
15,Other Current Liabilities,14.67,15.68,16,13.86,16.18,13.89,14.49,12.32,250.05,3.03,Upgrade
16,Total Current Liabilities,172.24,316.72,338.94,329.38,333.16,328.06,409.18,320.09,253.87,301.91,Upgrade
17,Long-Term Deferred Tax Liabilities,26.88,26.88,26.25,26.25,25.55,25.55,24.29,24.29,3.84,3.84,Upgrade
18,Total Liabilities,199.12,343.6,365.18,355.62,358.71,353.6,433.47,344.38,257.71,305.75,Upgrade
19,Common Stock,38.82,38.82,38.82,38.82,38.82,38.82,38.82,38.82,27,27,Upgrade
20,Additional Paid-In Capital,579.13,579.13,579.13,579.13,579.13,579.13,579.13,579.13,498.76,498.76,Upgrade
21,Retained Earnings,851.23,853.11,899.31,901.69,898.92,900.38,893.66,893.21,257.97,386.28,Upgrade
22,Comprehensive Income & Other,0.47,0.66,0.59,0.59,0.16,0.16,0.3,0.3,537.26,537.26,Upgrade
23,Shareholders' Equity,1470,1472,1518,1520,1517,1518,1512,1511,1321,1449,Upgrade
24,Total Liabilities & Equity,1669,1815,1883,1876,1876,1872,1945,1856,1579,1755,Upgrade
25,Total Debt,151.86,294.7,316.95,307.86,311.48,307.47,389.31,298.79,-,291.41,Upgrade
26,Net Cash (Debt),-143.82,-135.66,-134.23,-134.01,-137.18,-136.29,-138.03,-137.57,586.3,-90.06,Upgrade
27,Net Cash Growth,-,-,-,-,-,-,-,-,24.11%,-,Upgrade
28,Net Cash Per Share,-0.37,-0.35,-0.35,-0.35,-0.35,-0.35,-0.36,-,2.17,-,Upgrade
29,Filing Date Shares Outstanding,388.18,388.18,388.18,388.18,388.18,388.18,388.18,388.18,388.18,270,Upgrade
30,Total Common Shares Outstanding,388.18,388.18,388.18,388.18,388.18,388.18,388.18,388.18,270,270,Upgrade
31,Working Capital,-158,-155.94,-155.05,-152.66,-155.07,-153.62,-156.35,-156.8,333.24,461.21,Upgrade
32,Book Value Per Share,3.79,3.79,3.91,3.92,3.91,3.91,3.89,3.89,4.89,5.37,Upgrade
33,Tangible Book Value,1470,1472,1518,1520,1517,1518,1512,1511,1321,1449,Upgrade
34,Tangible Book Value Per Share,3.79,3.79,3.91,3.92,3.91,3.91,3.89,3.89,4.89,5.37,Upgrade
35,Buildings,-,0.75,-,0.75,-,0.75,-,0.75,-,0.75,Upgrade
36,Machinery,-,5.47,-,5.46,-,5.46,-,5.44,-,5.44,Upgrade
