,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,159,116,124,146,163,149,148,202,248,221,286,Upgrade
1,Market Cap Growth,-20.00%,-20.00%,-23.81%,-2.60%,10.53%,-25.96%,-40.63%,-8.83%,-13.19%,-26.79%,17.78%,Upgrade
2,Enterprise Value,303,252,258,280,300,286,286,339,-338,311,-186,Upgrade
3,Last Close Price,0.41,0.29,0.30,0.34,0.37,0.33,0.31,0.42,0.35,0.45,0.58,Upgrade
4,PE Ratio,-,-2.89,-,17.85,13.38,8.84,7.84,24.58,-,-,-,Upgrade
5,PS Ratio,6.47,4.73,5.30,6.05,6.62,6.07,5.56,14.67,-,86.18,-,Upgrade
6,PB Ratio,0.11,0.08,0.08,0.10,0.11,0.10,0.10,0.13,0.16,0.17,0.20,Upgrade
7,P/TBV Ratio,0.08,0.08,0.08,0.10,0.11,0.10,0.10,0.13,0.16,0.17,0.20,Upgrade
8,P/FCF Ratio,-,-,-,7.29,11.53,-2.20,-,2.07,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,7.29,11.52,-2.20,-,2.07,-,-,-,Upgrade
10,EV/Sales Ratio,12.31,10.25,11.03,11.62,12.20,11.61,10.76,24.67,-,121.24,-,Upgrade
11,EV/EBITDA Ratio,21.85,18.19,19.97,20.77,20.25,19.76,18.54,41.94,-,-,-,Upgrade
12,EV/EBIT Ratio,21.87,18.20,19.98,20.78,20.26,19.77,18.54,41.95,-,-,-,Upgrade
13,EV/FCF Ratio,-2.10,-,-,14.00,21.23,-4.20,-,3.49,-,-,-,Upgrade
14,Debt / Equity Ratio,0.10,0.10,0.20,0.21,0.20,0.21,0.20,0.26,0.20,-,0.20,Upgrade
15,Debt / FCF Ratio,-,-,-,15.87,21.77,-4.58,-,4.00,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),0.93%,0.93%,0.86%,0.87%,0.96%,0.94%,1.00%,0.53%,-,-,-,Upgrade
17,Earnings Yield,-25.33%,-34.62%,-32.86%,5.60%,7.47%,11.31%,12.75%,4.07%,-,-57.96%,-,Upgrade
18,FCF Yield,-90.48%,-123.65%,9.82%,13.72%,8.67%,-45.51%,11.97%,48.24%,-,-0.51%,-,Upgrade
19,Dividend Yield,4.88%,6.84%,6.68%,5.84%,5.39%,8.41%,9.63%,2.40%,-,-,-,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-,-43.77%,-,-,-,Upgrade,
21,Total Shareholder Return,4.88%,6.84%,6.68%,5.84%,5.39%,8.41%,9.63%,-41.37%,-,-,-,Upgrade
