,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Rental Revenue,214.96,219.92,217.4,215.44,218.57,220.59,224.39,224.16,228.73,232.12,Upgrade
1,Total Revenue,214.96,219.92,217.4,215.44,218.57,220.59,224.39,224.16,228.73,232.12,Upgrade
2,Revenue Growth (YoY,-1.12%,2.08%,-0.54%,-2.34%,-2.59%,-1.59%,-1.90%,-3.43%,-0.64%,2.84%,Upgrade
3,Property Expenses,68.32,70.24,67.77,69.98,64.13,68.1,63.87,68.61,68.95,72.22,Upgrade
4,"Selling, General & Administrative",9.42,8.94,10.27,8.42,11.22,9.63,9.7,8.66,10.05,10,Upgrade
5,Total Operating Expenses,77.74,79.18,78.04,78.4,75.35,77.73,73.56,77.27,79,82.22,Upgrade
6,Operating Income,137.22,140.74,139.36,137.04,143.22,142.86,150.83,146.89,149.73,149.9,Upgrade
7,Interest Expense,-59.36,-84.51,-54.22,-10.41,36.99,17.13,-26.59,-40.12,-112.86,-7.67,Upgrade
8,Interest & Investment Income,-,-,-,-,-,-,-,1.1,3.47,2.71,Upgrade
9,Other Non-Operating Income,0.24,0.54,0.52,0.3,0.51,-18.41,18.99,-,-,-,Upgrade
10,EBT Excluding Unusual Items,78.1,56.77,85.66,126.93,180.72,141.58,143.23,107.87,40.34,144.94,Upgrade
11,Asset Writedown,-165.18,-11.85,-109.1,-104.19,-82.31,9.45,-195.97,-425.42,-557.44,11.79,Upgrade
12,Pretax Income,-87.08,44.92,-23.44,22.73,98.41,151.02,-52.74,-317.55,-517.1,156.73,Upgrade
13,Income Tax Expense,21.35,12.08,15.07,26.59,19.66,20.33,20.94,19.79,20.07,21.86,Upgrade
14,Net Income,-108.43,32.84,-38.52,-3.86,78.75,130.7,-73.68,-337.34,-537.17,134.87,Upgrade
15,Net Income to Common,-108.43,32.84,-38.52,-3.86,78.75,130.7,-73.68,-337.34,-537.17,134.87,Upgrade
16,Net Income Growth,-,-,-,-,-,-,-,-,-,-49.25%,Upgrade
17,Basic Shares Outstanding,1530,1519,1520,1508,1503,1523,1533,1524,1513,1503,Upgrade
18,Diluted Shares Outstanding,1530,1519,1520,1508,1503,1523,1533,1524,1513,1503,Upgrade
19,Shares Change (YoY),0.62%,0.68%,1.13%,-0.96%,-1.97%,-0.08%,1.37%,1.42%,1.25%,1.13%,Upgrade
20,EPS (Basic),-0.07,0.02,-0.03,-0.00,0.05,0.09,-0.05,-0.22,-0.36,0.09,Upgrade
21,EPS (Diluted),-0.07,0.02,-0.03,-0.00,0.05,0.09,-0.05,-0.22,-0.36,0.09,Upgrade
22,EPS Growth,-,-,-,-,-,-,-,-,-,-49.82%,Upgrade
23,Dividend Per Share,0.064,0.066,0.074,0.075,0.087,0.086,0.090,0.089,0.090,0.089,Upgrade
24,Dividend Growth,-14.36%,-11.47%,-14.86%,-12.99%,-2.89%,-3.36%,0.22%,-0.34%,-3.64%,0.56%,Upgrade
25,Operating Margin,63.83%,64.00%,64.10%,63.61%,65.53%,64.76%,67.22%,65.53%,65.46%,64.58%,Upgrade
26,Profit Margin,-50.44%,14.93%,-17.72%,-1.79%,36.03%,59.25%,-32.83%,-150.49%,-234.85%,58.11%,Upgrade
27,Free Cash Flow Margin,67.96%,66.85%,73.52%,67.50%,71.16%,65.41%,74.91%,65.91%,60.36%,79.52%,Upgrade
28,EBIT,137.22,140.74,139.36,137.04,143.22,142.86,150.83,146.89,149.73,149.9,Upgrade
