,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,1117822,1217719,1364170,973318,1097366,1123476,1161569,1112763,1114220,1352846,1147962,1283560,1333362,929240,1204596,912320,1107993,946675,788916,803057,Upgrade
1,Revenue Growth (YoY),1.86%,8.39%,17.44%,-12.53%,-1.51%,-16.95%,1.19%,-13.31%,-16.44%,45.59%,-4.70%,40.69%,20.34%,-1.84%,52.69%,13.61%,14.52%,-2.47%,-28.04%,-2.50%,Upgrade
2,Cost of Revenue,976835,1065443,1089816,811476,898308,934259,1016251,997703,937172,1124129,943030,1083517,1112565,795249,978105,746474,888901,801952,671572,684828,Upgrade
3,Gross Profit,140986,152277,274354,161842,199058,189217,145318,115060,177047,228717,204932,200042,220797,133991,226491,165847,219093,144723,117344,118229,Upgrade
4,"Selling, General & Admin",81091,74316,181634,105464,84960,89743,83061,81915,65080,117236,101421,111456,106320,90937,90730,80189,69140,57320,50839,50145,Upgrade
5,Operating Expenses,81091,74316,181634,105464,84960,89743,83061,81915,65080,117236,101421,111456,106320,90937,90730,80189,69140,57320,50839,50145,Upgrade
6,Operating Income,59895,77960,92720,56378,114099,99474,62257,33146,111967,111481,103511,88586,114477,43054,135761,85657,149952,87403,66505,68084,Upgrade
7,Interest Expense,-7195,-6457,-6113,-3593,-3350,-4668,-5719,-7364,-6832,-5175,-3910,-2856,-2599,-1947,-5410,-2869,-1997,-3769,-7917,-8956,Upgrade
8,Interest & Investment Income,31686,7240,-,2616,8727,11581,13446,2297,6198,11012,17876,353.91,7829,7863,-,980.03,3319,3312,-,11.55,Upgrade
9,Currency Exchange Gain (Loss),-,-,3765,7567,7285,-,-,5511,12560,-,-,3850,3563,-,9442,2963,2643,-,8258,-3124,Upgrade
