,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,220743,123771,285203,236877,320742,168815,152776,271394,155306,34141,45676,59087,89621,18142,29790,145073,188810,59270,157603,17601,Upgrade
1,Short-Term Investments,45000,100000,100000,134450,134100,171000,171000,-,210000,435000,355000,465000,320000,220000,220000,150000,150000,84000,84000,-,Upgrade
2,Cash & Short-Term Investments,265743,223771,385203,371327,454842,339815,323776,271394,365306,469141,400676,524087,409621,238142,249790,295073,338810,143270,241603,17601,Upgrade
3,Cash Growth,-41.57%,-34.15%,18.97%,36.82%,24.51%,-27.57%,-19.19%,-48.22%,-10.82%,97.00%,60.41%,77.61%,20.90%,66.22%,3.39%,1576.43%,641.30%,182.00%,88.03%,-77.82%,Upgrade
4,Accounts Receivable,691577,773375,679273,488599,404278,494637,422903,334551,245698,183341,200718,275363,191665,157384,230461,185647,126070,167554,129494,192338,Upgrade
5,Other Receivables,4830,5803,5233,6837,2941,3656,5764,2915,6758,5428,7772,3647,6945,3171,1394,2982,989.07,2441,2756,2439,Upgrade
6,Receivables,696408,779178,684506,495436,407220,498294,428667,337466,252455,188769,208490,279009,198611,160555,231855,188629,127059,169994,132250,194777,Upgrade
7,Inventory,1487071,1291360,1117975,1125232,1184285,1193004,1268121,1414110,1707695,1770015,1657780,1441507,1429218,1396665,1064526,847441,787955,783326,955071,1115930,Upgrade
8,Prepaid Expenses,116271,51296,61565,39028,50208,22895,39011,52787,70306,30440,36447,41121,47413,24224,23980,26578,32139,22954,27459,21703,Upgrade
9,Other Current Assets,224752,263541,247072,214301,195329,136001,89162,61901,61664,91722,93048,67258,29333,81180,40884,44518,25547,9010,5107,54018,Upgrade
10,Total Current Assets,2790244,2609146,2496322,2245324,2291883,2190009,2148737,2137658,2457426,2550087,2396440,2352983,2114195,1900767,1611035,1402238,1311509,1128555,1361490,1404029,Upgrade
11,"Property, Plant & Equipment",1344067,1327572,1108596,1082465,1043605,918082,924849,909640,910139,932808,939530,952823,972964,994528,1013300,1038203,1060243,1084344,1134724,1190875,Upgrade
12,Long-Term Investments,5122,5122,5122,4678,4678,4678,4678,4390,4390,4390,4390,4139,4139,4139,4139,3850,3850,3850,3850,3061,Upgrade
13,Other Intangible Assets,791.64,791.64,966.42,1145,1322,1499,1676,1853,2030,2207,2384,2561,2738,2914,3091,3268,3445,3622,3799,3976,Upgrade
14,Other Long-Term Assets,56068,58271,60899,61461,42849,43434,44353,43194,43814,42997,41025,41494,41907,43225,45746,48555,51662,55008,58783,63164,Upgrade
15,Total Assets,4196293,4000903,3671905,3395073,3384337,3157702,3124293,3096735,3417799,3532488,3383770,3354000,3135943,2945573,2677311,2496115,2430710,2275378,2562645,2665105,Upgrade
16,Accounts Payable,943382,727697,609915,514803,536560,371947,469854,376552,471449,454414,408043,402233,406181,358819,271344,153093,224126,102612,154430,173759,Upgrade
17,Accrued Expenses,171574,181260,165643,137552,206164,198337,177649,127205,207312,259758,190940,133542,161816,164518,186261,122180,121419,139073,103446,74434,Upgrade
18,Short-Term Debt,826282,782686,651152,632266,558635,522196,542936,569038,685374,796571,789012,772780,570880,510964,343477,354381,304935,229054,377585,522819,Upgrade
19,Current Portion of Long-Term Debt,-,-,-,-,4804,-,-,-,203.07,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Current Portion of Leases,-,-,-,-,1465,-,-,-,728.7,-,1236,-,1338,-,609.22,-,609.22,-,-,-,Upgrade
21,Current Income Taxes Payable,14148,34406,20005,8810,27300,29716,15510,3491,23402,39911,20839,15940,12351,35054,26585,15889,27577,15236,20213,9365,Upgrade
22,Current Unearned Revenue,193.72,488.4,413.56,1034,-,-,-,186.03,177.17,177.17,177.17,177.17,168.73,168.73,168.73,168.73,160.7,144.63,144.63,160.7,Upgrade
23,Other Current Liabilities,179566,251928,312367,169738,173213,217937,176018,142223,118284,151896,220664,187911,207258,129220,135603,98345,63357,116381,211456,74157,Upgrade
24,Total Current Liabilities,2135145,1978465,1759496,1464203,1508140,1340134,1381967,1218694,1506930,1702726,1630912,1512583,1359993,1198744,964047,744057,742184,602502,867275,854694,Upgrade
25,Long-Term Debt,132822,-,42444,30275,24022,-,-,-,18,-,-,-,-,-,-,-,-,35041,123899,140459,Upgrade
26,Long-Term Leases,-,106637,-,-,797.01,1136,1517,1848,667.98,850.15,1032,1265,1600,355.38,507.68,659.99,812.3,-,-,-,Upgrade
27,Other Long-Term Liabilities,12800,-,-,-,-,-,-,420,420,420,420,420,420,420,420,420,420,420,420,420,Upgrade
28,Total Liabilities,2280767,2085102,1801940,1494479,1532959,1341269,1383484,1220962,1508036,1703997,1632364,1514268,1362013,1199519,964974,745137,743417,637962,991594,995573,Upgrade
29,Common Stock,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,1187926,Upgrade
30,Retained Earnings,727346,727596,681737,712341,663101,628132,552483,687178,721167,640565,563480,651806,586004,558128,524411,563052,499367,449490,383125,481606,Upgrade
31,Comprehensive Income & Other,255.24,279.17,303.1,327.02,350.95,374.88,398.81,670,670,-,-,-,-,-,-,-,-,-,-,-,Upgrade
32,Shareholders' Equity,1915527,1915801,1869966,1900595,1851378,1816433,1740808,1875774,1909763,1828491,1751406,1839732,1773930,1746054,1712337,1750978,1687293,1637416,1571052,1669532,Upgrade
33,Total Liabilities & Equity,4196293,4000903,3671905,3395073,3384337,3157702,3124293,3096735,3417799,3532488,3383770,3354000,3135943,2945573,2677311,2496115,2430710,2275378,2562645,2665105,Upgrade
34,Total Debt,959103,889323,693596,662541,589723,523332,544454,570886,686992,797421,791281,774045,573818,511319,344593,355041,306357,264095,501484,663277,Upgrade
35,Net Cash (Debt),-693361,-665551,-308393,-291214,-134881,-183517,-220678,-299491,-321686,-328280,-390605,-249958,-164197,-273177,-94804,-59968,32454,-120824,-259881,-645676,Upgrade
36,Net Cash Per Share,-5838.00,-5607.74,-2588.09,-2454.34,-1135.14,-1544.91,-1855.79,-2522.58,-2706.67,-2763.86,-3290.19,-2104.46,-1382.83,-2300.94,-798.40,-504.71,273.25,-1017.54,-2188.93,-5432.28,Upgrade
37,Filing Date Shares Outstanding,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,118.79,Upgrade
