,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,0.34,0.36,9.73,1.35,4.1,10.19,50.07,1.54,16.89,7.43,Upgrade
1,Cash & Short-Term Investments,0.34,0.36,9.73,1.35,4.1,10.19,50.07,1.54,16.89,7.43,Upgrade
2,Cash Growth,-96.56%,-73.78%,137.32%,-86.71%,-91.81%,563.15%,196.39%,-79.34%,30.10%,-40.66%,Upgrade
3,Accounts Receivable,92.77,40.27,98.98,194.57,178.82,74.93,141.6,73.83,52.14,99.13,Upgrade
4,Other Receivables,0.01,0.01,0,0.02,0.02,0.13,0.36,0.19,0.02,2.61,Upgrade
5,Receivables,92.78,40.27,98.98,194.59,178.83,75.05,141.96,74.02,52.16,101.74,Upgrade
6,Inventory,94.22,98.2,79.85,83.23,87.83,73.54,44.56,45.99,31.51,3.24,Upgrade
7,Prepaid Expenses,-,-,0,-,0.01,0.01,0.01,0.01,0.01,0.01,Upgrade
8,Other Current Assets,21.08,19.21,47.16,18.92,22.83,50.82,46.21,46.72,107.86,155.26,Upgrade
9,Total Current Assets,208.41,158.04,235.73,298.09,293.61,209.61,282.81,168.28,208.43,267.67,Upgrade
10,"Property, Plant & Equipment",1.45,0.42,0.91,1.43,1.91,2.46,2.53,0.5,1.15,1.88,Upgrade
11,Long-Term Investments,13.03,12.28,18.1,28.42,41.01,27.14,28.55,23.08,22.49,18.69,Upgrade
12,Goodwill,-,-,1,1,2.84,2.84,2.84,4.19,4.19,6.6,Upgrade
13,Long-Term Accounts Receivable,186.92,216.59,164.2,85,101.8,178.93,101.08,163.4,113.89,46.62,Upgrade
14,Long-Term Deferred Tax Assets,0.09,0.1,0.1,0.1,0.1,0.11,0.63,0.6,0.63,0.62,Upgrade
15,Other Long-Term Assets,-,-,-,-,-,-,0.36,-,0.09,0.5,Upgrade
16,Total Assets,409.9,387.42,420.04,414.04,441.28,421.09,418.81,360.05,350.86,342.57,Upgrade
17,Accounts Payable,0.61,0.5,11.11,3.5,8.42,2.22,4.39,0.87,1.07,1.51,Upgrade
18,Accrued Expenses,29.53,24.48,23.15,17.44,16.3,12.81,8.91,10.46,5.64,4.06,Upgrade
19,Short-Term Debt,7.54,6.93,3.57,5.22,0.69,9.18,0.66,6.4,6.15,5.89,Upgrade
20,Current Portion of Long-Term Debt,10.59,10.41,11.61,9.86,-,-,-,-,-,-,Upgrade
21,Current Portion of Leases,0.85,0.37,0.82,1.01,0.55,0.99,0.88,0.39,0.96,1.17,Upgrade
22,Current Income Taxes Payable,0.24,0.32,1.82,1.25,1.7,-,-,-,2.02,1.24,Upgrade
23,Current Unearned Revenue,0.17,0.17,0.17,0.17,0.16,3.67,9.43,16.34,13.71,19.7,Upgrade
24,Total Current Liabilities,49.52,43.18,52.25,38.45,27.82,28.88,24.28,34.46,29.55,33.56,Upgrade
25,Long-Term Debt,14.58,12.16,10.82,8.57,17.05,16.57,16.61,16.15,19.91,10.16,Upgrade
26,Long-Term Leases,0.6,0.07,0.13,0.46,1.4,1.49,1.59,-,0.02,0.39,Upgrade
27,Total Liabilities,64.7,55.41,63.2,47.48,46.27,46.94,42.48,50.61,49.48,44.11,Upgrade
28,Common Stock,129.47,129.47,129.47,129.47,129.47,124.93,124.93,62.46,62.46,62.46,Upgrade
29,Additional Paid-In Capital,2681,2681,2681,2681,2681,2679,2679,2681,2681,2681,Upgrade
30,Retained Earnings,-2458,-2469,-2450,-2451,-2435,-2437,-2436,-2438,-2445,-2442,Upgrade
31,Comprehensive Income & Other,-7.08,-9.32,-3.49,6.73,19.37,7.55,8.99,3.53,2.97,-3.01,Upgrade
32,Total Common Equity,345.2,332,356.84,366.56,395.01,374.15,376.33,309.44,301.38,298.46,Upgrade
33,Shareholders' Equity,345.2,332,356.84,366.56,395.01,374.15,376.33,309.44,301.38,298.46,Upgrade
34,Total Liabilities & Equity,409.9,387.42,420.04,414.04,441.28,421.09,418.81,360.05,350.86,342.57,Upgrade
35,Total Debt,34.16,29.94,26.95,25.12,19.69,28.23,19.74,22.94,27.04,17.61,Upgrade
36,Net Cash (Debt),-33.83,-29.59,-17.22,-23.77,-15.59,-18.05,30.33,-21.41,-10.15,-10.18,Upgrade
37,Net Cash Per Share,-0.03,-0.02,-0.01,-0.02,-0.01,-0.01,0.04,-0.03,-0.02,-0.02,Upgrade
38,Filing Date Shares Outstanding,1295,1295,1295,1295,1295,1249,1249,624.64,624.64,624.64,Upgrade
39,Total Common Shares Outstanding,1295,1295,1295,1295,1295,1249,1249,624.64,624.64,624.64,Upgrade
40,Working Capital,158.89,114.86,183.48,259.64,265.79,180.74,258.54,133.82,178.88,234.11,Upgrade
41,Book Value Per Share,0.27,0.26,0.28,0.28,0.31,0.30,0.30,0.50,0.48,0.48,Upgrade
42,Tangible Book Value,345.2,332,355.84,365.56,392.17,371.31,373.49,305.25,297.19,291.86,Upgrade
43,Tangible Book Value Per Share,0.27,0.26,0.27,0.28,0.30,0.30,0.30,0.49,0.48,0.47,Upgrade
44,Machinery,-,1.03,-,1.03,-,1.78,-,2.45,-,16.45,Upgrade
45,Leasehold Improvements,-,0.85,-,0.85,-,0.85,-,1.09,-,1.09,Upgrade
