,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 5, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,29463,32929,28885,27537,27729,22480,40314,29074,29674,33570,35968,35369,34470,32222,30723,28475,22930,21581,21581,20982,25478,Upgrade
1,Market Cap Growth,10.97%,46.48%,-28.35%,-5.29%,-6.55%,-33.04%,12.08%,-17.80%,-13.91%,4.19%,17.07%,24.21%,50.33%,49.31%,42.36%,35.71%,-10.00%,-11.66%,-10.00%,-17.65%,8.28%,Upgrade
2,Enterprise Value,10066,19756,22416,16879,14973,13832,35484,16309,16909,27014,27966,23174,21345,19097,19193,9305,6541,17922,17922,4867,9363,Upgrade
3,Last Close Price,15300.00,15856.36,13909.09,12213.16,12298.56,12811.00,17878.91,12894.09,13159.94,14888.02,15951.45,15685.59,14550.09,13601.17,12968.56,12019.64,8980.49,8452.23,8452.23,8217.44,9101.11,Upgrade
4,PE Ratio,11.63,-,15.92,11.21,-,8.74,15.01,10.70,-,7.75,7.78,7.40,6.96,7.00,6.19,5.80,4.74,4.72,5.38,8.31,-,Upgrade
5,PS Ratio,0.44,0.75,0.48,0.50,0.49,0.40,0.76,0.48,0.47,0.53,0.57,0.60,0.59,0.57,0.53,0.54,0.44,0.39,0.41,0.53,0.46,Upgrade
6,PB Ratio,0.70,0.79,0.69,0.66,0.67,0.54,0.98,0.74,0.76,0.84,0.92,0.91,0.89,-,0.82,0.81,0.62,0.58,-,0.63,0.72,Upgrade
7,P/TBV Ratio,0.82,0.82,0.85,0.68,0.83,0.67,1.23,0.89,0.92,1.07,1.17,1.15,1.14,-,1.06,1.06,0.81,0.75,-,0.83,0.76,Upgrade
8,P/FCF Ratio,12.81,-,-,-,-,9.27,14.52,-,-,13.46,-15.30,-,-,-,-,-,-3.85,-,-,-,-,Upgrade
9,P/OCF Ratio,12.81,-,-,-,-,8.81,14.52,-,-,13.46,-15.30,-,-,-,-,-,9.94,-,-13.26,-,-,Upgrade
10,EV/Sales Ratio,0.15,0.45,0.37,0.31,0.26,0.25,0.67,0.27,0.27,0.43,0.44,0.40,0.37,0.34,0.33,0.18,0.13,0.33,0.34,0.12,0.17,Upgrade
11,EV/EBITDA Ratio,2.34,46.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,2.74,23.99,10.19,10.76,-,5.92,14.56,2.84,-,4.49,4.66,7.63,-,6.19,6.21,2.66,-,4.12,4.10,1.97,-,Upgrade
13,EV/FCF Ratio,7.68,-,-,-,-,5.70,12.78,-,-,10.83,-11.90,-,-,-,-,-,-1.10,-,-,-,-,Upgrade
14,Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,-,0.04,-,-,-,-,0.11,0.03,-,0.09,-,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.71,-,-,-,-,Upgrade
16,Asset Turnover,0.50,-,0.26,0.32,1.62,1.81,-,0.27,1.43,2.32,0.64,-,-,2.21,0.63,0.14,-,-,-,0.40,Upgrade,
17,Inventory Turnover,2.68,1.29,-,0.41,0.87,4.03,3.32,-,0.56,4.11,5.24,1.51,-,-,10.22,3.16,-,-,-,-,1.51,Upgrade
18,Quick Ratio,3.00,3.00,1.61,1.56,2.31,1.62,1.71,1.63,2.13,1.63,1.57,1.70,2.32,-,2.04,3.04,2.26,2.49,-,1.70,3.08,Upgrade
19,Current Ratio,5.21,5.21,2.40,4.51,4.79,2.47,3.12,4.29,4.33,2.32,2.57,3.21,4.18,-,2.63,4.09,2.72,2.77,-,2.89,4.69,Upgrade
20,Return on Equity (ROE),-3.17%,-,1.06%,-2.81%,12.45%,19.70%,-,-9.22%,14.24%,20.63%,3.67%,-,-,23.98%,5.92%,2.17%,-,-,-,-0.74%,Upgrade,
21,Return on Assets (ROA),1.18%,-,0.33%,-8.36%,7.07%,8.29%,-,-5.86%,7.44%,23.27%,1.41%,-,-,10.70%,0.65%,-3.85%,-,-,-,-1.52%,Upgrade,
22,Return on Capital (ROIC),1.60%,-,0.40%,-11.06%,9.90%,10.60%,-,-8.02%,11.03%,31.38%,1.75%,-,-,14.06%,0.80%,-5.10%,-,-,-,-1.98%,Upgrade,
