,Fiscal Quarter,Q4 2024,Q3 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,4947,6400,864.79,4592,10057,5949,859.13,5472,9868,3660,3136,7336,-,6192,9007,15168,14876,-,658.62,3442,Upgrade
1,Short-Term Investments,8791,6773,5604,372.15,2700,2700,3971,3971,2897,2897,6463,4859,-,6933,2522,8227,2790,-,6000,12000,Upgrade
2,Trading Asset Securities,5658,-,-,5694,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,19396,13173,6469,10658,12757,8649,4831,9443,12765,6557,9598,12194,-,13125,11529,23394,17665,-,6659,15442,Upgrade
4,Cash Growth,52.05%,52.31%,33.92%,12.87%,-0.07%,31.91%,-49.67%,-22.56%,-,-50.04%,-16.75%,-47.87%,-,-,73.15%,51.50%,9.62%,-,-32.13%,298.74%,Upgrade
5,Accounts Receivable,6580,20355,6033,6090,18067,14447,8620,7135,20922,19758,10874,6594,-,18045,10428,7293,20014,-,10585,7576,Upgrade
6,Other Receivables,627.45,659.21,559.96,663.5,722.45,533.49,683.74,558.49,470.74,575.94,302.99,232.71,-,287.35,249.08,202.52,132.32,-,261.09,658.55,Upgrade
7,Receivables,7208,21014,6593,6753,18789,14981,9304,7693,21392,20334,11177,6827,-,18333,10677,7496,20147,-,10846,8235,Upgrade
8,Inventory,18632,15987,22625,17558,15356,18246,21043,16749,13470,15805,17128,13981,-,8485,7071,5878,3454,-,11340,11617,Upgrade
9,Prepaid Expenses,915.07,953.44,2140,1055,1130,1102,1907,985.8,1097,1121,1163,1104,-,334.69,384.25,480.43,675.82,-,812.09,796.35,Upgrade
10,Other Current Assets,34.66,5.35,54.08,81.15,80.38,47.5,46.35,4,4,205.57,211.97,170.12,-,233.1,220.87,3,-,-,21.53,26.53,Upgrade
11,Total Current Assets,46185,51133,37881,36105,48112,43025,37130,34875,48729,44023,39279,34276,-,40510,29883,37252,41942,-,29679,36116,Upgrade
12,"Property, Plant & Equipment",2153,3336,2568,3944,3944,2998,1607,1677,3157,3379,3496,3613,-,3053,3176,3170,3170,-,3477,1924,Upgrade
13,Long-Term Investments,593.39,593.39,593.39,593.39,593.39,593.39,593.39,593.39,593.39,593.39,593.39,593.39,-,593.39,593.39,593.39,593.39,-,2587,2587,Upgrade
14,Other Intangible Assets,1500,8328,1500,8328,8328,8328,6828,6828,8328,8328,8328,8328,-,8328,8328,8328,8328,-,7910,1500,Upgrade
15,Other Long-Term Assets,338.72,40.06,7642,245.8,398.66,70.14,1827,3205,66.86,26.36,-466.59,15.64,-,331.68,523.41,1095,469.7,-,172.63,1059,Upgrade
16,Total Assets,50771,63431,50185,49217,61376,55015,47985,47178,60874,56350,51230,46827,-,52816,42504,50437,54503,-,43826,43187,Upgrade
17,Accounts Payable,6399,12057,7995,2485,7962,7905,7996,5550,8909,10198,9635,2855,-,9678,5832,4664,4289,-,3180,1600,Upgrade
18,Accrued Expenses,1525,4283,203.58,1643,3035,1993,129.08,1644,3626,2229,679.66,2875,-,2223,691.18,2455,4183,-,310.2,2234,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,1596,-,-,-,-,4224,1277,-,3000,-,Upgrade
20,Current Income Taxes Payable,193.85,281.55,7.67,40.25,613.88,275.05,-,57.59,291.19,413.07,21.06,182.32,-,606.91,118.93,29.76,56.76,-,69.28,75.31,Upgrade
21,Other Current Liabilities,752.16,4643,188.62,3369,7851,3624,525.28,798.82,8190,4305,311.03,2282,-,2920,661.56,2298,5361,-,3710,3787,Upgrade
22,Total Current Liabilities,8870,21264,8394,7537,19461,13797,8651,8050,21017,17144,12242,8194,-,15428,7304,13671,15167,-,10270,7695,Upgrade
23,Other Long-Term Liabilities,9,9,9,9,9,9,9,9,9,9,9,9,-,23.01,9,9,2373,-,306.8,306.8,Upgrade
24,Total Liabilities,8879,21273,8403,7546,19470,13806,8660,8059,21026,17153,12251,8203,-,15451,7313,13680,17540,-,10577,8002,Upgrade
