,Fiscal Quarter,Q4 2024,Q3 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Jan '24 Jan 1, 2024","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,7106,29076,3191,4460,23619,23263,5348,3655,20921,31195,7828,3298,21240,26294,7282,1894,22884,21076,6377,4638,Upgrade
1,Revenue Growth (YoY),-69.92%,24.99%,-40.33%,22.04%,12.90%,-25.43%,-31.69%,10.82%,-1.50%,18.64%,7.50%,74.14%,-7.18%,24.76%,14.20%,-59.16%,8.49%,181.82%,-70.90%,-80.86%,Upgrade
2,Cost of Revenue,5561,20970,2064,3598,16935,16324,4124,2106,15045,21576,5865,1708,15537,19869,5118,-9.39,17247,14517,4432,3148,Upgrade
3,Gross Profit,1544,8105,1127,862.52,6684,6939,1224,1548,5876,9619,1963,1590,5704,6425,2164,1903,5637,6560,1945,1490,Upgrade
4,"Selling, General & Admin",1275,5768,1061,2712,5039,5232,970.58,2816,4131,4612,1687,2597,3976,4385,2042,2711,3901,4115,1494,1770,Upgrade
5,Operating Expenses,1275,5768,1061,2712,5039,5232,970.58,2816,4131,4612,1687,2597,3976,4385,2042,2711,3901,4115,1494,1770,Upgrade
6,Operating Income,269.04,2338,65.99,-1849,1645,1707,253.35,-1267,1744,5007,276.77,-1007,1727,2041,121.76,-807.31,1737,2445,450.54,-279.68,Upgrade
7,Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.61,-,-62.77,-,-,Upgrade
8,Interest & Investment Income,19.77,1.95,58.12,83.68,2.26,146,11.21,183.05,59.06,456.42,814.64,3233,2141,934.48,1184,1636,266.1,207.96,111.77,510.11,Upgrade
9,Other Non Operating Income (Expenses),-706.34,-654.75,14.5,1409,-23.34,637.33,-0.16,-41.23,-34.91,-2957,-636.81,-1974,-1762,-262.87,-633.1,-592.98,164.78,127.33,-,-303.74,Upgrade
10,EBT Excluding Unusual Items,-417.53,1685,138.62,-356.34,1624,2490,264.41,-1125,1769,2506,454.6,251.1,2107,2712,673.17,230.51,2167,2718,562.31,-73.3,Upgrade
11,Gain (Loss) on Sale of Investments,16.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Gain (Loss) on Sale of Assets,8.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Pretax Income,-392.21,1685,138.62,-356.34,1624,2490,264.41,-1125,1769,2506,454.6,251.1,2107,2712,673.17,230.51,2167,2718,562.31,-73.3,Upgrade
14,Income Tax Expense,-59.65,343.37,27.72,-62.51,330.82,507.19,58.31,-214.86,361.52,490.73,98.72,-304.41,412.91,537.99,140.93,30.8,111.92,593.8,100.27,-7.71,Upgrade
15,Net Income,-332.56,1341,110.89,-293.83,1293,1983,206.1,-910.56,1407,2016,355.88,555.5,1694,2174,532.23,199.71,2056,2124,462.04,-65.59,Upgrade
16,Preferred Dividends & Other Adjustments,633.07,-,-,637.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Net Income to Common,-965.64,1341,110.89,-931.55,1293,1983,206.1,-910.56,1407,2016,355.88,555.5,1694,2174,532.23,199.71,2056,2124,462.04,-65.59,Upgrade
18,Net Income Growth,-,-32.36%,-46.19%,-,-8.09%,-1.62%,-42.09%,-,-16.92%,-7.30%,-33.13%,178.16%,-17.61%,2.38%,15.19%,-,38.11%,232.25%,-69.74%,-,Upgrade
19,Shares Outstanding (Basic),0,2,-,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-,3,Upgrade
20,Shares Outstanding (Diluted),0,2,-,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,-,3,Upgrade
21,Shares Change (YoY),-74.64%,0.04%,-,-16.15%,-1.63%,-0.03%,-,25.00%,0.01%,24.99%,-,-35.24%,-10.01%,-17.99%,-,16.83%,-6.27%,-,-,8.35%,Upgrade
22,EPS (Basic),-2009.80,557.21,-,-461.49,682.59,824.08,107.02,-378.26,730.56,837.37,184.80,288.45,879.41,1129.09,276.37,67.16,960.50,904.42,-,-25.77,Upgrade
23,EPS (Diluted),-2009.92,557.21,-,-461.49,682.59,824.08,107.02,-378.26,730.56,837.37,184.80,288.45,879.41,1129.09,276.37,67.16,960.50,904.42,-,-25.77,Upgrade
24,EPS Growth,-,-32.38%,-,-,-6.57%,-1.59%,-42.09%,-,-16.93%,-25.84%,-33.13%,329.49%,-8.44%,24.84%,-,-,47.34%,-,-,-,Upgrade
25,Free Cash Flow,-1424,-,-3768,-3549,4106,2944,-4624,-,4456,3833,-5796,-,-388.02,-2887,-3983,3385,-,-2848,-6493,-549.19,Upgrade
26,Free Cash Flow Per Share,-2963.90,-,-,-1757.99,2166.90,1223.43,-2401.03,-,2313.41,1592.38,-3009.42,-,-201.47,-1499.14,-2068.29,1138.47,-,-1212.71,-,-215.77,Upgrade
27,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,933.852,-,-,-,-,-,-,-,-,Upgrade
28,Gross Margin,21.73%,27.88%,35.33%,19.34%,28.30%,29.83%,22.89%,42.37%,28.09%,30.83%,25.08%,48.21%,26.85%,24.44%,29.72%,100.50%,24.63%,31.12%,30.50%,32.13%,Upgrade
29,Operating Margin,3.79%,8.04%,2.07%,-41.46%,6.97%,7.34%,4.74%,-34.67%,8.34%,16.05%,3.54%,-30.54%,8.13%,7.76%,1.67%,-42.63%,7.59%,11.60%,7.07%,-6.03%,Upgrade
30,Profit Margin,-13.59%,4.61%,3.48%,-20.88%,5.48%,8.52%,3.85%,-24.91%,6.73%,6.46%,4.55%,16.84%,7.97%,8.27%,7.31%,10.54%,8.98%,10.08%,7.25%,-1.41%,Upgrade
31,Free Cash Flow Margin,-20.04%,-,-118.08%,-79.56%,17.38%,12.66%,-86.46%,-,21.30%,12.29%,-74.03%,-,-1.83%,-10.98%,-54.70%,178.74%,-,-13.51%,-101.83%,-11.84%,Upgrade
32,EBITDA,425.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
33,EBITDA Margin,5.99%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
34,D&A For EBITDA,156.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
35,EBIT,269.04,2338,65.99,-1849,1645,1707,253.35,-1267,1744,5007,276.77,-1007,1727,2041,121.76,-807.31,1737,2445,450.54,-279.68,Upgrade
36,EBIT Margin,3.79%,8.04%,2.07%,-41.46%,6.97%,7.34%,4.74%,-34.67%,8.34%,16.05%,3.54%,-30.54%,8.13%,7.76%,1.67%,-42.63%,7.59%,11.60%,7.07%,-6.03%,Upgrade
37,Effective Tax Rate,-,20.38%,20.00%,-,20.37%,20.37%,22.05%,-,20.44%,19.58%,21.72%,-,19.60%,19.83%,20.94%,13.36%,5.16%,21.85%,17.83%,-,Upgrade
38,Revenue as Reported,7106,29076,3191,4460,23619,23263,5348,3655,20921,31195,7828,3298,21240,26294,7282,1894,22884,21076,6377,4638,Upgrade
