,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,4750794,4464602,4579079,4884351,5094225,4579079,5208702,6181757,5762008,3949456,5265941,5914644,9119999,8527462,8851772,6104671,7001294,6657906,5952054,5112662,3815419,Upgrade
1,Market Cap Growth,-2.50%,-2.50%,-12.09%,-20.99%,-11.59%,15.94%,-1.09%,4.52%,-36.82%,-53.69%,-40.51%,-3.11%,30.26%,28.08%,48.72%,19.40%,83.50%,16.72%,3.31%,-16.25%,-34.21%,Upgrade
2,Enterprise Value,5406411,5446078,5294112,6045088,6058543,6313039,7007364,7946532,6925382,5000134,6176262,7207820,10429324,9857517,10126624,8121400,8294624,8626255,8160162,7876856,6175363,Upgrade
3,Last Close Price,12450.00,11700.00,12000.00,12800.00,13350.00,12000.00,13195.00,15660.00,14596.67,10005.00,13340.00,14407.05,22214.74,20774.04,20568.84,14185.40,16268.89,15470.96,12857.34,11044.13,8241.89,Upgrade
4,PE Ratio,73.24,68.73,46.39,74.23,-,258.30,-,-75.70,-,-,42.94,88.86,53.23,-,-,12.17,14.92,13.92,10.81,8.28,6.18,Upgrade
5,Forward PE,37.96,40.89,32.39,46.17,48.99,20.40,17.67,16.99,12.40,12.60,13.60,13.63,18.58,16.58,16.37,10.77,12.36,10.32,8.62,7.53,5.25,Upgrade
6,PS Ratio,0.69,0.65,0.67,0.72,0.74,0.65,0.69,0.75,0.67,0.44,0.61,0.80,1.25,1.21,1.22,0.74,0.88,0.84,0.74,0.62,0.45,Upgrade
7,PB Ratio,0.98,0.91,0.94,1.01,1.06,0.95,1.06,1.25,1.15,0.77,1.04,1.14,1.75,1.63,1.59,1.09,1.28,1.23,1.04,0.92,0.70,Upgrade
8,P/TBV Ratio,1.06,1.06,1.09,1.03,1.08,0.97,1.08,1.28,1.18,0.79,1.06,1.16,1.79,1.67,1.62,1.11,1.30,1.26,1.06,0.94,0.71,Upgrade
9,P/FCF Ratio,10.32,9.70,-,3.85,-,13.67,-10.17,-8.64,-,-,-,7.29,9.22,13.98,-,4.39,-,5.76,5.75,4.24,-,Upgrade
10,P/OCF Ratio,7.84,7.84,-,3.39,-,9.49,-14.48,-12.40,-,6.73,-,6.19,8.19,11.58,-,4.14,-,5.33,5.66,4.21,-,Upgrade
11,PEG Ratio,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,Upgrade
12,EV/Sales Ratio,0.79,0.79,0.78,0.89,0.88,0.90,0.92,0.96,0.80,0.56,0.72,0.97,1.43,1.40,1.40,0.99,1.04,1.08,1.02,0.96,0.72,Upgrade
13,EV/EBITDA Ratio,7.33,7.37,7.21,8.44,7.97,8.58,9.09,9.69,7.45,4.79,5.78,7.52,9.52,8.41,7.91,5.17,5.24,5.19,4.57,4.16,3.23,Upgrade
14,EV/EBIT Ratio,30.04,30.26,28.74,36.08,-,33.66,31.56,29.97,-,10.62,12.80,19.39,20.43,16.77,-,8.37,8.69,8.59,7.38,6.58,5.11,Upgrade
15,EV/FCF Ratio,11.74,11.83,-,4.77,-,18.85,-13.69,-11.10,-,-,-,8.88,10.54,16.16,-,5.84,-,7.46,7.89,6.53,-,Upgrade
16,Debt / Equity Ratio,0.31,0.31,0.27,0.27,0.33,0.33,0.42,0.43,0.46,0.36,0.34,0.29,0.34,0.31,0.32,0.34,0.41,0.44,0.41,0.47,0.56,Upgrade
17,Debt / EBITDA Ratio,2.05,1.75,1.69,1.65,2.99,1.87,2.91,2.24,5.31,1.87,1.89,1.08,1.98,1.49,3.85,0.97,1.88,1.56,1.45,1.31,2.03,Upgrade
18,Debt / FCF Ratio,3.28,3.28,-,1.02,-,4.71,-4.01,-2.99,-,-,-,1.86,1.78,2.64,-,1.35,-,2.06,2.28,2.16,-,Upgrade
19,Asset Turnover,0.90,0.79,0.92,0.70,0.82,0.70,0.87,0.73,0.99,0.99,1.08,0.89,0.89,0.45,0.98,0.73,0.90,0.82,0.83,0.69,Upgrade,
20,Inventory Turnover,8.36,9.19,7.86,9.32,6.90,7.60,6.60,8.28,6.88,8.11,9.52,13.35,11.90,8.84,4.57,9.59,7.94,10.41,8.10,7.49,7.31,Upgrade
21,Quick Ratio,0.35,0.35,0.19,0.27,0.23,0.25,0.18,0.18,0.21,0.24,0.21,0.24,0.23,0.17,0.23,0.26,0.18,0.32,0.23,0.21,0.19,Upgrade
22,Current Ratio,0.57,0.57,0.53,0.52,0.52,0.52,0.55,0.56,0.55,0.56,0.55,0.51,0.45,0.42,0.54,0.50,0.44,0.50,0.50,0.50,0.48,Upgrade
23,Return on Equity (ROE),1.76%,1.87%,3.80%,-2.05%,4.52%,-0.83%,4.72%,-6.76%,4.25%,2.85%,10.46%,2.42%,4.06%,-1.41%,17.38%,7.04%,10.55%,10.56%,15.15%,7.74%,Upgrade,
24,Return on Assets (ROA),2.08%,1.66%,1.80%,-0.10%,2.08%,1.06%,2.79%,-0.71%,2.86%,2.22%,5.74%,2.23%,3.26%,-0.79%,9.28%,4.06%,5.83%,6.33%,8.39%,5.14%,Upgrade,
25,Return on Capital (ROIC),2.73%,2.23%,2.38%,-0.13%,2.72%,1.36%,3.56%,-0.92%,3.91%,3.02%,7.44%,2.85%,4.18%,-0.99%,11.25%,5.03%,7.20%,7.51%,9.81%,6.04%,Upgrade,
26,Return on Capital Employed (ROCE),3.67%,3.67%,3.78%,3.45%,-,3.87%,4.49%,5.35%,-,9.18%,9.50%,7.13%,9.79%,11.23%,-,17.28%,17.38%,18.57%,18.16%,19.57%,19.25%,Upgrade
27,Earnings Yield,1.37%,1.46%,2.16%,1.35%,1.54%,0.39%,0.32%,1.03%,2.44%,6.53%,4.91%,3.42%,3.37%,4.35%,5.23%,10.33%,8.55%,9.13%,11.30%,14.46%,19.38%,Upgrade
28,FCF Yield,9.69%,10.31%,20.49%,25.96%,14.91%,7.31%,-9.83%,-11.58%,-3.37%,9.94%,13.86%,13.72%,10.85%,7.15%,12.24%,22.77%,17.11%,17.36%,17.38%,23.60%,30.72%,Upgrade
29,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,4.00%,-,-,-,2.89%,-,-,-,7.76%,-,-,-,Upgrade
30,Payout Ratio,265.30%,2.03%,0.06%,265.73%,-,55.85%,-,136.31%,-,127.07%,0.80%,136.10%,0.79%,496.60%,-,0.02%,382.42%,63.24%,0.00%,0.00%,0.02%,Upgrade
31,Buyback Yield / Dilution,-0.14%,0.53%,0.45%,-0.18%,0.65%,0.03%,-0.23%,0.26%,-0.39%,-0.25%,-1.23%,-0.23%,0.25%,0.07%,0.83%,-0.04%,-0.01%,0.07%,-0.03%,0.19%,-0.19%,Upgrade
32,Total Shareholder Return,-0.14%,0.53%,0.45%,-0.18%,0.65%,0.03%,-0.23%,0.26%,-0.39%,3.74%,-1.23%,-0.23%,0.25%,2.96%,0.83%,-0.04%,-0.01%,7.83%,-0.03%,0.19%,-0.19%,Upgrade
