,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,467,454,406,570,412,527,553,620,881,638,912,Upgrade
1,Market Cap Growth,-20.21%,-20.21%,-1.47%,8.05%,-25.52%,-14.99%,-37.24%,-2.86%,-3.33%,-56.43%,-34.88%,Upgrade
2,Enterprise Value,161,96,120,215,95,222,352,326,565,429,770,Upgrade
3,Last Close Price,0.08,0.07,0.07,0.09,0.07,0.09,0.09,0.10,0.14,0.10,0.15,Upgrade
4,PS Ratio,3.44,3.35,2.89,3.73,2.47,2.44,2.71,3.78,5.88,3.25,4.54,Upgrade
5,PB Ratio,0.26,0.25,0.21,0.27,0.19,0.23,0.22,0.25,0.35,0.26,0.35,Upgrade
6,P/TBV Ratio,0.26,0.26,0.22,0.30,0.21,0.25,0.25,0.28,0.40,0.29,0.40,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-24.25,-,-195.31,-,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-,-26.06,-,169.64,-,-,Upgrade
9,EV/Sales Ratio,1.18,0.71,0.86,1.41,0.57,1.03,1.73,1.98,3.77,2.19,3.84,Upgrade
10,EV/FCF Ratio,-2.23,-,-,-,-,-,-15.45,-,-125.24,-,-,Upgrade
11,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.05,Upgrade
12,Debt / FCF Ratio,-,-,-,-,-,-,-2.12,-,-9.23,-,-,Upgrade
13,Earnings Yield,-21.92%,-22.51%,-15.24%,-14.20%,-23.71%,-11.37%,-7.12%,-19.67%,-21.02%,-68.55%,-46.32%,Upgrade
14,FCF Yield,-15.43%,-15.84%,-11.11%,-7.93%,-8.35%,6.29%,-4.12%,2.51%,-0.51%,-17.97%,-11.08%,Upgrade
15,Buyback Yield / Dilution,0.02%,-,0.04%,0.33%,0.30%,-,-,-,0.00%,-0.27%,-0.29%,Upgrade
16,Total Shareholder Return,0.02%,-,0.04%,0.33%,0.30%,-,-,-,0.00%,-0.27%,-0.29%,Upgrade
