,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,-,15541,17160,15957,19117,17184,20965,16751,18765,17610,124308,20627,13450,16371,99923,15681,15876,13856,10975,16667,Upgrade
1,Short-Term Investments,-,156946,176698,164211,117258,100222,106925,119853,117524,102288,19820,119655,122463,110412,23897,105439,108715,98861,109148,102229,Upgrade
2,Trading Asset Securities,-,256867,226859,245847,187244,234578,199126,192620,140795,171822,112127,139655,65606,120195,84246,105141,52963,85095,89048,89192,Upgrade
3,Accounts Receivable,-,81956,97685,84596,104323,86379,98598,86919,94974,84671,100694,91099,108500,94332,107919,83507,94237,86423,74528,58260,Upgrade
4,Other Receivables,-,17762,648.67,14258,373.84,11872,1505,12295,823.07,13377,977.28,11092,1225,14761,524.69,14485,576.53,12186,1745,8561,Upgrade
5,"Property, Plant & Equipment",-,1890,2058,2083,2326,2205,2264,2196,2376,1971,2065,1998,2013,1774,1807,1684,1254,1390,1499,1577,Upgrade
6,Goodwill,-,1097,1025,1019,1033,1034,1040,1034,1046,1031,1017,1000,1009,424.4,424.16,427.32,426.45,435.41,443.79,443.86,Upgrade
7,Other Intangible Assets,-,781.77,792.65,806.7,820.54,731.71,752.45,737.55,750.26,731.64,710.67,697.53,704.81,570.19,555.85,555.16,525.1,493.87,485.02,481.6,Upgrade
8,Investments in Debt & Equity Securities,-,146775,182950,178816,172174,152587,193294,163105,184186,169723,194469,139020,50304,114350,122144,91392,43226,87263,66143,60007,Upgrade
9,Other Current Assets,-,59258,54879,50790,53189,60674,61258,51524,60385,50377,55886,43416,118285,47976,40039,33319,76005,33221,28855,25293,Upgrade
10,Long-Term Deferred Tax Assets,-,205.35,218.43,249.47,276.16,236.89,199.31,227.38,394.85,164.38,151.61,153.64,168.26,69.86,54.75,83.55,69.19,60.96,73.06,103.67,Upgrade
11,Other Long-Term Assets,-,8839,2757,10217,2913,8621,2379,8811,2293,8559,2346,8893,75237,7931,3744,6648,50649,4571,1457,4542,Upgrade
12,Total Assets,-,747918,766309,768850,663205,676323,690491,656073,625223,622324,615581,577307,560135,529166,487196,458363,445730,423854,385346,367357,Upgrade
13,Accounts Payable,-,184490,183201,180997,129199,118763,122735,132172,137790,127337,132460,132401,134152,141180,117356,116434,114414,107073,17003,90489,Upgrade
14,Accrued Expenses,-,6421,7347,5208,7028,5550,7264,5189,6750,4713,6423,4069,5652,4141,4320,3469,3885,3731,104137,3350,Upgrade
15,Short-Term Debt,-,23682,35006,31716,48120,31652,50696,37613,53326,41768,58626,50082,41822,38386,57671,48158,60280,61437,42277,28378,Upgrade
16,Current Portion of Long-Term Debt,-,182491,235834,205914,208141,181993,225616,176425,208766,173471,195036,150403,168258,130685,156206,97866,118131,86356,100718,73103,Upgrade
17,Current Portion of Leases,-,-,659.91,-,688.57,-,567.68,-,520.01,-,456.43,-,-,-,489.19,-,-,-,-,-,Upgrade
18,Other Current Liabilities,-,59786,95134,103176,62741,54839,79609,50605,41370,36366,44180,22838,16162,12636,22631,12404,8343,5976,3398,1439,Upgrade
