,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,10,13.41,14.83,24.55,35.07,32.37,32.02,56.68,74.46,43.86
1,Short-Term Investments,0.1,0.09,0.55,0.34,0.89,0.33,0.46,0.57,0.66,0.5
2,Cash & Short-Term Investments,10.1,13.5,15.39,24.89,35.96,32.7,32.48,57.25,75.12,44.35
3,Cash Growth,-34.38%,-45.75%,-57.22%,-23.87%,10.72%,-42.88%,-56.76%,29.07%,-,-
4,Accounts Receivable,391.06,437.93,443.3,437.82,439.67,356.02,349.11,307.23,217.34,281.31
5,Other Receivables,3.76,2.79,3.03,1.14,-,3.29,-,-,86.79,-
6,Receivables,394.83,440.72,446.33,438.96,439.67,359.3,349.11,307.23,304.13,281.31
7,Prepaid Expenses,0.15,-,0.71,0.45,0.2,0.13,0.45,0.35,0.92,0.61
8,Other Current Assets,-,-,-,-,5.2,13.79,13.24,18.33,7.76,5.75
9,Total Current Assets,405.07,454.23,462.42,464.3,481.03,405.91,395.27,383.15,387.92,332.02
10,"Property, Plant & Equipment",5.57,11.6,19.34,25.85,31.4,38.48,37.92,45.47,6.1,7.19
11,Long-Term Deferred Tax Assets,0.24,0.24,0.36,0.36,0.36,0.36,0.36,0.36,0.27,0.36
12,Total Assets,410.88,466.06,482.12,490.51,512.79,444.75,433.55,428.98,394.29,339.57
13,Accounts Payable,4.15,14,18.44,11.71,47.12,4.71,10.93,10.47,31.21,76.03
14,Accrued Expenses,12.4,34.75,35.31,35.69,38.93,27.98,31.88,37.38,28.09,53.69
15,Short-Term Debt,-,44.79,37.48,47.49,29.54,51.2,32.45,42.14,9.54,15.27
16,Current Portion of Long-Term Debt,47.61,0.76,-,-,-,-,-,-,-,-
17,Current Portion of Leases,0.8,0.81,1,0.98,0.17,0.59,0.94,1.12,1.21,0.6
18,Current Income Taxes Payable,-,-,-,-,0.57,-,10.92,5.83,20.69,26.22
19,Other Current Liabilities,-,-,-,-,-,-,-,-,11.69,2.87
20,Total Current Liabilities,64.96,95.12,92.23,95.87,116.33,84.49,87.12,96.94,102.43,174.68
21,Long-Term Debt,7.72,8.17,-,-,-,-,-,-,-,-
22,Long-Term Leases,0.06,0.45,0.43,0.95,-,0.07,0.04,0.48,0.94,1
23,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,0.16,0.16,0.16
24,Other Long-Term Liabilities,3.95,3.95,-,2.92,-,-,-,-,-,-
25,Total Liabilities,76.69,107.69,92.66,99.74,116.33,84.56,87.16,97.57,103.52,175.84
26,Common Stock,16,16,16,16,16,16,16,16,16,-
27,Additional Paid-In Capital,91.07,91.07,91.07,91.07,91.07,91.07,91.07,91.07,91.07,-
28,Retained Earnings,227.09,251.28,282.37,283.68,289.36,253.1,239.3,224.31,183.68,163.7
29,Comprehensive Income & Other,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
30,Shareholders' Equity,334.19,358.37,389.46,390.77,396.45,360.19,346.4,331.4,290.77,163.73
31,Total Liabilities & Equity,410.88,466.06,482.12,490.51,512.79,444.75,433.55,428.98,394.29,339.57
32,Total Debt,56.18,54.99,38.9,49.42,29.71,51.86,33.42,43.73,11.69,16.88
33,Net Cash (Debt),-46.09,-41.48,-23.52,-24.52,6.25,-19.16,-0.94,13.51,63.44,27.47
34,Net Cash Growth,-,-,-,-,-,-,-,-50.82%,-,-
35,Net Cash Per Share,-0.03,-0.03,-0.01,-0.02,0.00,-0.01,-0.00,0.01,0.05,0.02
36,Filing Date Shares Outstanding,1600,1600,1600,1600,1600,1600,1600,1600,1600,1200
37,Total Common Shares Outstanding,1600,1600,1600,1600,1600,1600,1600,1600,1600,1200
38,Working Capital,340.12,359.11,370.19,368.43,364.7,321.43,308.16,286.21,285.5,157.35
39,Book Value Per Share,0.21,0.22,0.24,0.24,0.25,0.23,0.22,0.21,0.18,0.14
40,Tangible Book Value,334.19,358.37,389.46,390.77,396.45,360.19,346.4,331.4,290.77,163.73
41,Tangible Book Value Per Share,0.21,0.22,0.24,0.24,0.25,0.23,0.22,0.21,0.18,0.14
42,Machinery,-,53.9,-,53.9,-,55.85,-,55.91,-,23.36
