,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,201.3,328.12,279.96,272.47,340.31,265.93,272.42,304.85,229.43,319
1,Revenue Growth (YoY),-28.10%,20.42%,-17.74%,2.46%,24.92%,-12.77%,18.74%,-4.43%,98.42%,-
2,Cost of Revenue,199.95,333.28,266.1,266.61,304.47,240.38,241.84,269.15,193.24,255.79
3,Gross Profit,1.35,-5.16,13.86,5.86,35.84,25.56,30.58,35.71,36.19,63.21
4,"Selling, General & Admin",12.58,3.45,11.11,10.98,11.2,11.32,11.82,9.33,7.97,8.7
5,Other Operating Expenses,-,-,-,-,-,-,-,2.23,-2.23,-
6,Operating Expenses,23.77,16.23,18.78,12.34,11.43,8.7,11.83,11.22,6.08,8.7
7,Operating Income,-22.42,-21.38,-4.93,-6.48,24.41,16.86,18.76,24.49,30.11,54.51
8,Interest Expense,-1.77,-0.5,-1.5,-1.24,-0.85,-0.58,-0.57,-0.24,-0.23,-0.16
9,Interest & Investment Income,-,0,-,-,-,-,-,-,-,-
10,Other Non Operating Income (Expenses),-,-5.49,2.21,0.55,0.2,-0.11,0.11,0.13,-5.68,-9.62
11,EBT Excluding Unusual Items,-24.19,-27.37,-4.22,-7.17,23.75,16.17,18.3,24.38,24.2,44.74
12,Asset Writedown,-,-0.7,-,-,-,-,-,-,-,-
13,Other Unusual Items,-,0.02,-,1.85,16.37,-,-,20.48,0.85,0.02
14,Pretax Income,-24.19,-28.05,-4.22,-5.32,40.12,16.17,18.3,44.86,25.04,44.76
15,Income Tax Expense,-,0.12,-,0.36,3.86,2.37,3.3,4.23,5.07,8.78
16,Net Income,-24.19,-28.17,-4.22,-5.68,36.26,13.79,14.99,40.63,19.97,35.98
17,Net Income to Common,-24.19,-28.17,-4.22,-5.68,36.26,13.79,14.99,40.63,19.97,35.98
18,Net Income Growth,-,-,-,-,141.84%,-66.06%,-24.93%,12.93%,885.88%,-
19,Shares Outstanding (Basic),1600,1600,1600,1600,1600,1600,1600,1601,1202,1200
20,Shares Outstanding (Diluted),1600,1600,1600,1600,1600,1600,1600,1601,1202,1200
21,Shares Change (YoY),-,-,-,-,-,-0.07%,33.09%,33.43%,0.18%,-
22,EPS (Basic),-0.02,-0.02,-0.00,-0.00,0.02,0.01,0.01,0.03,0.02,0.03
23,EPS (Diluted),-0.02,-0.02,-0.00,-0.00,0.02,0.01,0.01,0.03,0.02,0.03
24,EPS Growth,-,-,-,-,141.84%,-66.03%,-43.60%,-15.36%,884.24%,-
25,Free Cash Flow,-2.84,-15.42,0.85,-25.93,24.85,-17.86,-14.34,-129.9,9.72,-4.91
26,Free Cash Flow Per Share,-0.00,-0.01,0.00,-0.02,0.02,-0.01,-0.01,-0.08,0.01,-0.00
27,Operating Margin,-11.14%,-6.52%,-1.76%,-2.38%,7.17%,6.34%,6.88%,8.03%,13.12%,17.09%
28,Profit Margin,-12.02%,-8.59%,-1.51%,-2.09%,10.66%,5.19%,5.50%,13.33%,8.71%,11.28%
29,Free Cash Flow Margin,-1.41%,-4.70%,0.31%,-9.52%,7.30%,-6.72%,-5.26%,-42.61%,4.24%,-1.54%
30,EBITDA,-16.01,-15.59,2.08,-0.23,31.48,23.17,26.36,29.07,32.12,56.14
31,D&A For EBITDA,6.4,5.8,7.01,6.25,7.08,6.31,7.61,4.58,2.01,1.63
32,EBIT,-22.42,-21.38,-4.93,-6.48,24.41,16.86,18.76,24.49,30.11,54.51
