,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,26907,19709,20725,23569,24672,31693,29526,37286,28606,29130,36048,Upgrade
1,Market Cap Growth,-16.38%,-16.38%,-16.00%,-25.63%,-16.44%,-15.00%,3.22%,28.00%,-20.65%,-39.01%,-7.39%,Upgrade
2,Enterprise Value,91948,76615,77482,80682,83171,68870,75680,82164,77212,72539,76706,Upgrade
3,Last Close Price,18.54,13.21,13.09,14.47,14.31,17.95,15.96,17.78,13.15,13.13,15.47,Upgrade
4,PE Ratio,11.81,8.60,6.39,13.49,8.96,3.40,2.85,4.60,5.29,6.66,5.23,Upgrade
5,Forward PE,8.30,5.45,4.83,4.80,5.01,6.22,5.95,8.01,6.67,6.67,6.62,Upgrade
6,PS Ratio,2.13,1.56,1.58,1.53,1.69,2.33,1.93,2.20,1.97,2.72,2.00,Upgrade
7,PB Ratio,0.26,0.17,0.17,0.20,0.20,0.25,0.22,0.29,0.23,0.26,0.31,Upgrade
8,P/TBV Ratio,0.19,0.19,0.19,0.22,0.23,0.28,0.25,0.33,0.26,0.29,0.35,Upgrade
9,P/FCF Ratio,17.51,-,4.22,15.00,-,-,5.48,3.98,4.85,-,9.56,Upgrade
10,P/OCF Ratio,12.39,-,4.16,14.36,-,-,5.39,3.95,4.80,-,9.44,Upgrade
11,PEG Ratio,1.01,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,Upgrade
12,EV/Sales Ratio,7.26,6.05,5.92,5.23,5.70,5.07,4.94,4.84,5.32,6.77,4.26,Upgrade
13,EV/EBITDA Ratio,15.55,15.61,14.01,15.62,14.36,10.00,10.41,9.54,10.63,14.51,9.69,Upgrade
14,EV/EBIT Ratio,16.76,16.72,14.93,16.78,15.33,10.61,11.02,9.98,11.20,15.79,10.22,Upgrade
15,EV/FCF Ratio,59.84,-,15.77,51.36,-,-,14.04,8.77,13.10,-,20.34,Upgrade
16,Debt / Equity Ratio,0.54,0.54,0.48,0.50,0.46,0.47,0.30,0.35,0.38,0.40,0.37,Upgrade
17,Debt / FCF Ratio,41.33,-,11.77,37.90,-,-,7.42,4.87,8.08,-,11.29,Upgrade
18,Return on Capital Employed (ROCE),2.49%,2.49%,2.84%,2.71%,2.98%,3.33%,3.87%,4.67%,3.94%,2.85%,4.75%,Upgrade
19,Earnings Yield,8.52%,11.63%,15.65%,7.41%,11.17%,29.44%,35.08%,21.73%,18.89%,15.03%,19.13%,Upgrade
20,FCF Yield,5.71%,7.80%,23.70%,6.67%,-1.64%,7.57%,18.26%,25.12%,20.61%,3.79%,10.46%,Upgrade
21,Dividend Yield,7.28%,10.22%,10.32%,9.33%,9.43%,7.52%,8.46%,7.59%,10.26%,10.28%,8.72%,Upgrade
22,Buyback Yield / Dilution,0.03%,-,0.05%,0.21%,0.28%,0.14%,0.03%,-,0.00%,0.00%,-0.09%,Upgrade
23,Total Shareholder Return,7.31%,10.22%,10.37%,9.54%,9.71%,7.66%,8.48%,7.59%,10.26%,10.28%,8.63%,Upgrade
