,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,1262,1049,988,1110,1018,1125,1413,1353,1125,1611,1885,Upgrade
1,Market Cap Growth,-5.48%,-5.48%,-2.99%,-1.35%,-27.96%,-16.85%,25.68%,-16.04%,-40.32%,-38.01%,-24.39%,Upgrade
2,Enterprise Value,-83,-521,-217,-166,-631,-322,-248,-702,-556,-459,75,Upgrade
3,Last Close Price,0.83,0.66,0.62,0.67,0.62,0.67,0.84,0.80,0.67,0.96,1.08,Upgrade
4,PE Ratio,7.26,6.03,6.18,8.66,7.79,13.28,22.86,16.53,42.74,-,13.79,Upgrade
5,Forward PE,-,13.85,13.85,13.85,12.48,9.21,9.21,12.58,9.47,4.61,7.25,Upgrade
6,PS Ratio,0.36,0.30,0.29,0.32,0.32,0.40,0.53,0.54,0.61,1.07,0.80,Upgrade
7,PB Ratio,0.20,0.16,0.15,0.18,0.15,0.16,0.20,-,0.17,0.27,0.31,Upgrade
8,P/TBV Ratio,0.17,0.17,0.16,0.19,0.16,0.18,0.21,-,0.18,0.28,0.31,Upgrade
9,P/FCF Ratio,-,-,15.37,-,-,238.43,-,-,-14.06,-,14.14,Upgrade
10,P/OCF Ratio,-,-,10.36,-5.16,-,6.79,-,-,-170.33,-,7.60,Upgrade
11,EV/Sales Ratio,-,-,-,-,-,-,-,-,-,-,0.03,Upgrade
12,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,0.47,Upgrade
13,EV/FCF Ratio,0.41,-,-,-,-,-,-,-,-,-,0.56,Upgrade
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,Upgrade
15,Debt / FCF Ratio,-,-,0.31,-,-,-,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-3.59%,-,2.63%,2.47%,1.05%,0.68%,-,-0.49%,-,-,Upgrade
17,Earnings Yield,13.78%,16.58%,16.17%,11.54%,12.84%,7.53%,4.37%,6.05%,2.34%,0.12%,7.25%,Upgrade
18,FCF Yield,-15.88%,-19.11%,6.51%,-26.03%,-3.52%,0.42%,-47.24%,-6.05%,-7.11%,0.73%,7.07%,Upgrade
19,Total Shareholder Return,3.98%,-,-,-,-,-,-,-,-,-,-,Upgrade
