,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Cash & Equivalents,1304,1458,1150,1163,1408,1179,-,1708,1507,1833,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,21.71,25.22,18.09,Upgrade
2,Cash & Short-Term Investments,1304,1458,1150,1163,1408,1179,-,1730,1532,1851,Upgrade
3,Cash Growth,13.33%,25.31%,-18.31%,-1.31%,-,-31.88%,-,-6.53%,-3.72%,2.84%,Upgrade
4,Accounts Receivable,2699,2436,2728,2470,2081,2311,-,2052,2148,2278,Upgrade
5,Other Receivables,35.69,75.03,-,34.14,40.22,79.45,-,-,6.87,0,Upgrade
6,Receivables,2735,2511,2728,2504,2121,2390,-,2052,2155,2278,Upgrade
7,Inventory,2642,2782,2510,2180,2336,2218,-,1448,1489,1212,Upgrade
8,Prepaid Expenses,5.36,1.53,1.57,3.43,3.34,1.45,-,-,-,-,Upgrade
9,Other Current Assets,103.1,55.27,136.13,96.84,122.17,126.27,-,200.46,240.46,196.01,Upgrade
10,Total Current Assets,6789,6808,6527,5948,5991,5915,-,5430,5417,5537,Upgrade
11,"Property, Plant & Equipment",1464,1504,1613,1677,1261,1267,-,1374,1394,1405,Upgrade
12,Long-Term Investments,483.92,356.03,410.23,534.79,578.66,628.87,-,181.21,114.62,160.91,Upgrade
13,Goodwill,12.49,12.49,34.69,34.69,43.73,43.73,-,67.13,75.71,75.71,Upgrade
14,Other Intangible Assets,321.36,326.23,326.2,330.09,382.89,389.56,-,8.01,7.97,8.22,Upgrade
15,Long-Term Accounts Receivable,-,-,-,-,-,-,-,220.81,175.4,171.31,Upgrade
16,Long-Term Deferred Tax Assets,7.31,11.15,9.01,8.76,9.56,9.73,-,24.38,35.61,19.94,Upgrade
17,Other Long-Term Assets,39.68,41.17,44.12,44.53,19.15,19.15,-,19.16,19.16,19.16,Upgrade
18,Total Assets,9117,9059,8964,8578,8286,8273,-,7325,7240,7397,Upgrade
19,Accounts Payable,2618,2698,2553,2026,1844,1858,-,1423,1582,1713,Upgrade
20,Accrued Expenses,33.76,96.23,21.31,94.48,47.82,28.19,-,18.87,19.73,44.08,Upgrade
21,Current Portion of Leases,2.22,2.22,2.22,2.46,-,-,-,-,-,-,Upgrade
22,Current Income Taxes Payable,0.12,0.57,0.15,3.12,1.56,0.97,-,3.68,2.39,11.13,Upgrade
23,Current Unearned Revenue,236.4,289.79,191.79,183.15,172.36,162.03,-,84.25,98.75,41.24,Upgrade
24,Other Current Liabilities,178.05,80.11,338.41,298.68,320.18,298.92,-,343.43,191.24,119.08,Upgrade
25,Total Current Liabilities,3068,3167,3107,2608,2386,2348,-,1873,1894,1929,Upgrade
26,Long-Term Leases,15.9,15.63,17.67,17.04,-,-,-,-,-,-,Upgrade
27,Long-Term Unearned Revenue,0.06,0.07,-,-,-,-,-,-,-,-,Upgrade
28,Long-Term Deferred Tax Liabilities,14.55,-,18.73,33.64,36.08,43.9,-,-,-,-,Upgrade
29,Total Liabilities,3099,3183,3143,2659,2422,2392,-,1873,1894,1929,Upgrade
30,Common Stock,1520,1520,1520,1520,1520,1520,-,1520,1520,1520,Upgrade
31,Additional Paid-In Capital,1708,1708,3225,1708,3225,3225,-,-,-,-,Upgrade
32,Retained Earnings,881.91,866.16,765.72,759.13,685.11,658.61,-,608.23,559.93,646.87,Upgrade
33,Comprehensive Income & Other,1875,1767,295.47,1917,434.76,478.3,-,3324,3266,3302,Upgrade
34,Total Common Equity,5984,5861,5806,5904,5864,5882,-,5452,5346,5469,Upgrade
35,Minority Interest,34.47,15.14,15.51,15.04,-,-,-,-,-,-,Upgrade
36,Shareholders' Equity,6019,5876,5821,5919,5864,5882,-,5452,5346,5469,Upgrade
37,Total Liabilities & Equity,9117,9059,8964,8578,8286,8273,-,7325,7240,7397,Upgrade
38,Total Debt,18.12,17.85,19.89,19.5,-,-,-,-,-,-,Upgrade
39,Net Cash (Debt),1286,1440,1131,1144,1408,1179,-,1730,1532,1851,Upgrade
40,Net Cash Growth,13.72%,25.89%,-19.72%,-2.96%,-,-31.88%,-,-6.53%,-3.72%,2.84%,Upgrade
41,Net Cash Per Share,0.85,0.95,0.74,0.75,0.93,0.78,-,1.14,1.01,1.22,Upgrade
42,Filing Date Shares Outstanding,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,Upgrade
43,Total Common Shares Outstanding,1520,1520,1520,1520,1520,1520,1520,1520,1520,1520,Upgrade
44,Working Capital,3721,3641,3420,3339,3605,3567,-,3557,3523,3608,Upgrade
45,Book Value Per Share,3.94,3.86,3.82,3.88,3.86,3.87,-,3.59,3.52,3.60,Upgrade
46,Tangible Book Value,5650,5522,5445,5539,5438,5448,-,5377,5262,5385,Upgrade
47,Tangible Book Value Per Share,3.72,3.63,3.58,3.64,3.58,3.58,-,3.54,3.46,3.54,Upgrade
48,Buildings,908.19,906.33,906.07,869.5,884.2,884.2,-,917.72,-,917.72,Upgrade
49,Machinery,1401,1406,1484,1505,1017,991.99,-,605.79,-,581.88,Upgrade
50,Construction In Progress,19.16,3.56,3.47,35.91,74.5,74.92,-,167.17,-,164.6,Upgrade
