,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,0.43,0.43,0.28,0.28,1.42,-,0.17,-,1,-,2.27,-,3.62,-,4.55,-,5.96,-,7.09,-,Upgrade
1,Cash & Short-Term Investments,0.43,0.43,0.28,0.28,1.42,0.17,0.17,1,1,2.27,2.27,-,3.62,4.55,4.55,-,5.96,7.09,7.09,-,Upgrade
2,Cash Growth,-69.67%,157.60%,67.63%,-71.94%,42.13%,-92.66%,-92.66%,-,-72.51%,-50.15%,-50.15%,-,-39.21%,-35.76%,-35.76%,-,-,153.87%,-,-,Upgrade
3,Accounts Receivable,1.83,1.83,0.56,0.56,0.16,-,0.1,-,0.69,-,0.34,-,0.03,-,0.01,-,0.07,-,0.02,-,Upgrade
4,Other Receivables,1.99,1.99,1.19,1.19,1.2,-,0.82,-,-,-,0.67,-,0.15,-,0.2,-,-,-,0.31,-,Upgrade
5,Receivables,3.82,3.82,1.74,1.74,1.37,-,0.92,-,0.69,-,1,-,0.18,-,0.21,-,0.07,-,0.33,-,Upgrade
6,Inventory,0.21,0.21,0.07,0.07,0.17,-,0.06,-,0.14,-,0.13,-,0.15,-,0.11,-,0.15,-,0.1,-,Upgrade
7,Other Current Assets,-,-,-,-,-,-,-,-,0.99,-,-,-,0.86,-,0.52,-,1.38,-,0.61,-,Upgrade
8,Total Current Assets,4.46,4.46,2.09,2.09,2.95,-,1.15,-,2.81,-,3.4,-,4.81,-,5.39,-,7.55,-,8.13,-,Upgrade
9,"Property, Plant & Equipment",3.14,3.14,0.9,0.9,0.46,-,1.12,-,4.78,-,6.34,-,8.74,-,10.31,-,20.05,-,14.8,-,Upgrade
10,Long-Term Deferred Tax Assets,0,0,0.09,0.09,-,-,-,-,-,-,-,-,0.1,-,0.13,-,0.11,-,0.25,-,Upgrade
11,Other Long-Term Assets,0.57,0.57,0.56,0.56,0.44,-,0.44,-,1.04,-,1.03,-,1.37,-,1.37,-,1.19,-,1.43,-,Upgrade
12,Total Assets,8.17,8.17,3.63,3.63,3.85,-,2.71,-,8.63,-,10.77,-,15.02,-,17.2,-,28.91,-,24.61,-,Upgrade
13,Accounts Payable,0.6,0.6,0.47,0.47,0.46,-,0.46,-,1.46,-,0.95,-,1.22,-,0.84,-,0.62,-,0.38,-,Upgrade
14,Accrued Expenses,0.99,0.99,0.97,0.97,1.22,-,1.39,-,0.48,-,1.13,-,1.36,-,2.14,-,0.93,-,1.05,-,Upgrade
15,Short-Term Debt,3.6,3.6,5.55,5.55,3.22,-,1.77,-,0.27,-,0.77,-,0.12,-,0.12,-,-,-,-,-,Upgrade
16,Current Portion of Long-Term Debt,-,-,0.05,0.05,0.21,-,0.24,-,0.24,-,0.35,-,0.27,-,0.35,-,0.22,-,0.27,-,Upgrade
17,Current Portion of Leases,0.71,0.71,0.71,0.71,1.34,-,1.75,-,1.74,-,3.52,-,4.05,-,4.17,-,4.78,-,3.7,-,Upgrade
18,Current Income Taxes Payable,0.24,0.24,0.1,0.1,0.22,-,0.13,-,0.17,-,0.03,-,0.03,-,0.03,-,0.19,-,0.18,-,Upgrade
19,Current Unearned Revenue,0.51,0.51,0.51,0.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37,-,Upgrade
20,Other Current Liabilities,0.99,0.99,0.09,0.09,1.23,-,0.1,-,1.09,-,0.11,-,0.4,-,0.14,-,0.08,-,0.07,-,Upgrade
21,Total Current Liabilities,7.65,7.65,8.46,8.46,7.9,-,5.85,-,5.46,-,6.85,-,7.45,-,7.79,-,6.83,-,6,-,Upgrade
22,Long-Term Debt,-,-,-,-,-,-,-,-,0.16,-,0.23,-,0.47,-,0.57,-,0.85,-,0.92,-,Upgrade
23,Long-Term Leases,0.2,0.2,0.2,0.2,0.6,-,1.27,-,2.67,-,2.81,-,4.2,-,6.12,-,13.07,-,9.99,-,Upgrade
24,Long-Term Deferred Tax Liabilities,0.09,0.09,0.09,0.09,0.02,-,0.02,-,0.07,-,0.07,-,0.03,-,0.06,-,0.02,-,0.15,-,Upgrade
25,Other Long-Term Liabilities,0.1,0.1,0.04,0.04,0.21,-,0.21,-,0.25,-,0.19,-,0.33,-,0.32,-,0.43,-,0.35,-,Upgrade
26,Total Liabilities,8.04,8.04,8.78,8.78,8.74,-,7.34,-,8.61,-,10.15,-,12.48,-,14.87,-,21.21,-,17.41,-,Upgrade
