,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3845,3739,2923,4170,4177,3120,2908,2818,2347,2373,2965,2639,3143,2994,3150,2532,3520,3541,2703,2980,2636,Upgrade
1,Market Cap Growth,19.85%,19.85%,0.52%,47.99%,78.00%,31.45%,-1.91%,6.76%,-25.34%,-20.73%,-5.88%,4.25%,-10.71%,-15.46%,16.55%,-15.05%,33.56%,31.60%,-10.28%,6.20%,35.43%,Upgrade
2,Enterprise Value,3463,3316,2627,3829,3837,2646,2409,2507,2037,2157,2766,2492,2926,2847,3036,2301,3289,3373,2572,2909,2768,Upgrade
3,Last Close Price,5.09,4.95,3.84,5.47,5.48,4.09,3.77,3.65,3.46,3.50,4.37,3.84,4.27,4.07,4.28,3.44,4.79,4.82,3.49,3.85,3.40,Upgrade
4,PE Ratio,60.26,62.29,36.65,102.63,-,49.45,-,46.69,31.00,42.38,57.10,40.12,-,-34.49,-56.58,-42.04,-,23.29,20.50,22.61,19.38,Upgrade
5,Forward PE,-,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,14.97,Upgrade
6,PS Ratio,1.56,1.62,1.30,1.98,2.14,1.71,1.70,1.73,1.38,1.40,1.81,1.53,1.90,1.75,1.78,1.46,2.10,2.20,1.73,1.95,1.65,Upgrade
7,PB Ratio,1.71,1.66,1.29,1.87,1.90,1.41,1.31,1.26,1.21,1.24,1.56,1.37,1.66,1.58,1.67,1.36,1.92,1.53,1.18,1.32,1.18,Upgrade
8,P/TBV Ratio,2.07,2.07,1.61,2.34,2.38,1.79,1.67,1.61,1.61,1.69,2.13,1.87,2.28,2.20,2.33,1.91,2.73,2.50,1.96,2.20,1.98,Upgrade
9,P/FCF Ratio,-,-,-27.78,-,-,-,-,-,14.78,7.38,10.96,15.19,16.22,44.63,-,14.83,20.42,43.60,29.65,35.81,-,Upgrade
10,P/OCF Ratio,222.09,-,-74.78,-32.77,-,-,-,13.81,10.43,6.91,10.17,13.73,14.60,33.51,-,12.91,17.56,30.29,20.09,25.01,-,Upgrade
11,EV/Sales Ratio,1.50,1.43,1.17,1.82,1.97,1.45,1.41,1.54,1.20,1.27,1.69,1.45,1.77,1.66,1.71,1.33,1.96,2.09,1.65,1.90,1.73,Upgrade
12,EV/EBITDA Ratio,23.25,22.50,14.95,26.85,31.31,19.96,20.51,17.27,11.75,13.37,16.55,13.56,16.21,13.67,12.81,9.89,15.01,15.73,13.90,14.94,13.94,Upgrade
