,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Operating Revenue,216.42,246.36,236.29,268.84,317.12,269.98,222.43,228.77,301.07,200.71,237.82,312,268.15,282.87,237.55,284.13,319.03,275.88,158.13,274.94,Upgrade
1,Other Revenue,-8.38,8.38,-,26.16,-13.91,13.91,-,27.18,-13.41,13.41,-,19.73,-7.56,7.56,-,14.68,-6.61,6.61,-,12.9,Upgrade
2,Revenue,208.04,254.74,236.29,295,303.21,283.89,222.43,255.95,287.67,214.11,237.82,331.73,260.59,290.43,237.55,298.81,312.42,282.49,158.13,287.84,Upgrade
3,Revenue Growth (YoY),-31.39%,-10.27%,6.23%,15.26%,5.40%,32.59%,-6.47%,-22.85%,10.39%,-26.28%,0.11%,11.02%,-16.59%,2.81%,50.22%,3.81%,47.84%,31.12%,-31.77%,25.88%,Upgrade
4,Cost of Revenue,172.02,204.59,189.64,238.95,241.29,232.72,183.41,218.34,236.66,183.23,209.05,285.39,220.29,246.52,195.69,247.47,257.47,243.93,131.67,225,Upgrade
5,Gross Profit,36.02,50.15,46.65,56.05,61.93,51.16,39.02,37.61,51.01,30.88,28.77,46.35,40.3,43.92,41.86,51.34,54.96,38.57,26.47,62.85,Upgrade
6,"Selling, General & Admin",18.44,19.55,17.5,29.59,18.48,15.42,15.31,24.08,16.61,12.77,16.73,23.91,14.76,10.47,19.22,33.06,16.56,7.3,15.34,23.45,Upgrade
7,Research & Development,7.76,8.55,14.49,19.9,9.8,8.82,11.08,9.15,8.5,14.47,11.42,9.42,9.1,9.08,14.29,10.23,9.56,8.27,8.27,10.14,Upgrade
8,Other Operating Expenses,0.59,0.04,-0.44,-6.06,0.83,1.15,1.83,21.4,1.13,-14,1.5,6.91,0.33,1.08,1.28,6.83,0.51,0.73,0.33,13.16,Upgrade
9,Operating Expenses,24.72,28.11,30.34,48.82,29.1,25.4,28.21,52.57,26.25,13.24,29.65,41.34,24.72,19.11,34.79,54.8,26.63,16.3,23.94,51.04,Upgrade
10,Operating Income,11.3,22.04,16.31,7.23,32.82,25.76,10.81,-14.96,24.76,17.64,-0.88,5,15.58,24.81,7.07,-3.46,28.33,22.27,2.53,11.81,Upgrade
11,Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.16,-,-,-,-,-0.58,-0.38,Upgrade
12,Interest & Investment Income,1.21,1.21,1.36,2.18,1.11,1.71,1.58,1.93,2.2,1.97,2.15,5.39,3.24,1.25,1.14,2.08,1.93,1.67,2.16,4.94,Upgrade
13,Earnings From Equity Investments,-,-0.16,0.16,-,-,-,-,0.08,-0.01,-0.07,-,0.15,-0.09,-0.07,-,-,-,-,-,-,Upgrade
14,Currency Exchange Gain (Loss),-0.59,0.59,-,0.22,-0.77,0.77,-,1.93,-1.11,1.11,-,-1.18,0.61,-0.61,-,-1.97,-0.42,0.42,-,0.62,Upgrade
15,Other Non Operating Income (Expenses),0.33,-0.27,0.22,0.32,-0.54,1.32,-2.39,-2.77,2.66,-0.06,-0.08,0.6,-0.73,-0.4,0.23,0.82,-0.7,-1.32,0.92,-0.49,Upgrade
16,EBT Excluding Unusual Items,12.25,23.42,18.05,9.95,32.63,29.56,10,-13.78,28.5,20.59,1.19,9.97,18.62,24.81,8.44,-2.53,29.13,23.03,5.04,16.5,Upgrade
17,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-0.12,-,-,-,-0.24,-,-,-,-,-,-,-,-,Upgrade
18,Gain (Loss) on Sale of Assets,0.07,0.07,0.03,-0.88,1.21,-1.23,-,-0.09,0.26,-0.02,-,0.01,1.4,0.3,0.01,-0,-0.15,0.05,0.01,-0.8,Upgrade
19,Asset Writedown,-2.63,0.01,-0.01,0.08,-0.08,0.07,-0.07,0.69,-0.69,-,-,0.19,-0.21,0.04,-0.04,1.63,-1.63,-,-,0.22,Upgrade
20,Other Unusual Items,-0,0.81,-,-3.27,-,-,-,6.08,-,-,-,5.01,-,-,-,5.5,-,-,-,6.06,Upgrade
21,Pretax Income,9.69,24.31,18.07,5.88,33.76,28.4,9.93,-7.22,28.06,20.57,1.19,14.94,19.82,25.15,8.4,4.59,27.35,23.08,5.05,21.99,Upgrade
22,Income Tax Expense,-1.15,0.38,2.71,-0.79,3.55,0.96,1.49,-3.03,0.13,3.26,-,1.44,1.94,0.78,0.49,-0.58,4.72,0.69,-,1.37,Upgrade
23,Net Income,10.84,23.92,15.36,6.67,30.21,27.44,8.44,-4.18,27.93,17.3,1.19,13.5,17.88,24.37,7.91,5.17,22.63,22.4,5.05,20.62,Upgrade
24,Net Income to Common,10.84,23.92,15.36,6.67,30.21,27.44,8.44,-4.18,27.93,17.3,1.19,13.5,17.88,24.37,7.91,5.17,22.63,22.4,5.05,20.62,Upgrade
25,Net Income Growth,-64.12%,-12.81%,81.96%,-,8.15%,58.56%,609.99%,-,56.26%,-28.99%,-84.97%,161.03%,-21.01%,8.82%,56.68%,-74.91%,37.57%,7.27%,-70.10%,196.82%,Upgrade
26,Shares Outstanding (Basic),335,297,307,269,346,317,281,278,312,304,304,272,354,323,264,289,329,357,252,294,Upgrade
27,Shares Outstanding (Diluted),335,297,307,269,346,317,281,278,312,304,304,272,354,323,264,289,329,357,252,294,Upgrade
