,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,88.6,106.22,81.74,85.96,105.22,111.34,71.68,82.96,50.05,72.42,Upgrade
1,Revenue Growth (YoY),8.39%,23.57%,-22.31%,-22.80%,46.80%,34.21%,43.20%,14.56%,-52.73%,-,Upgrade
2,Cost of Revenue,50.5,72.42,50.33,55.45,54.56,60.6,48.55,56.21,28.47,56.28,Upgrade
3,Gross Profit,38.11,33.8,31.42,30.51,50.66,50.74,23.13,26.75,21.59,16.14,Upgrade
4,"Selling, General & Admin",46.56,41.71,35.82,46.51,30.21,47.43,30.68,60.97,25.05,41.13,Upgrade
5,Other Operating Expenses,-1.72,0.15,-0.7,-1.72,-0.88,1.96,-2.46,-1.51,-3.45,0.24,Upgrade
6,Operating Expenses,44.84,41.86,35.12,38.08,29.33,42.29,28.21,66.79,21.6,44.22,Upgrade
7,Operating Income,-6.73,-8.06,-3.71,-7.57,21.33,8.45,-5.09,-40.04,-0.01,-28.08,Upgrade
8,Interest Expense,-,-0.08,-0.75,-1.17,-0.01,-0.02,-0.02,-0.08,-0.05,-0.05,Upgrade
9,Interest & Investment Income,0.4,1.8,-,0.26,-,0.31,-,0.79,-,0.37,Upgrade
10,Currency Exchange Gain (Loss),-,0.13,-,-,-,0.5,-,-,-,0.05,Upgrade
11,EBT Excluding Unusual Items,-6.34,-6.21,-4.46,-8.47,21.32,9.24,-5.11,-39.32,-0.06,-27.71,Upgrade
12,Gain (Loss) on Sale of Assets,-,0.02,-,0.06,-,2.07,-,0.05,-,0.39,Upgrade
13,Asset Writedown,-,-,-,20,-,25.38,-,3.46,-31.46,-11.27,Upgrade
14,Other Unusual Items,-,0.41,-22.6,-,-,-,-,-,-,-,Upgrade
15,Pretax Income,-6.34,-5.78,-27.06,11.58,21.32,36.7,-5.11,-35.81,-31.52,-38.59,Upgrade
16,Income Tax Expense,0.85,0.07,0.71,2.17,4.64,-0.38,-0,-5.15,0.71,0.02,Upgrade
17,Earnings From Continuing Operations,-7.19,-5.85,-27.76,9.42,16.69,37.08,-5.11,-30.65,-32.22,-38.6,Upgrade
18,Net Income to Company,-7.19,-5.85,-27.76,9.42,16.69,37.08,-5.11,-30.65,-32.22,-38.6,Upgrade
19,Minority Interest in Earnings,-2.09,0.34,9.53,-6.75,-9.12,-18.71,1.1,9.82,10.55,11.77,Upgrade
20,Net Income,-9.27,-5.5,-18.23,2.67,7.57,18.38,-4,-20.83,-21.67,-26.84,Upgrade
21,Net Income to Common,-9.27,-5.5,-18.23,2.67,7.57,18.38,-4,-20.83,-21.67,-26.84,Upgrade
22,Net Income Growth,-,-,-,-85.48%,-,-,-,-,-,-,Upgrade
23,Shares Outstanding (Basic),193,172,153,150,150,150,150,150,150,150,Upgrade
24,Shares Outstanding (Diluted),193,172,153,150,150,150,150,150,150,150,Upgrade
25,Shares Change (YoY),26.47%,14.22%,1.74%,-,-,-,-,-,-,-,Upgrade
26,EPS (Basic),-0.05,-0.03,-0.12,0.02,0.05,0.12,-0.03,-0.14,-0.14,-0.18,Upgrade
27,EPS (Diluted),-0.05,-0.03,-0.12,0.02,0.05,0.12,-0.03,-0.14,-0.14,-0.18,Upgrade
28,EPS Growth,-,-,-,-85.48%,-,-,-,-,-,-,Upgrade
29,Free Cash Flow,15.09,39.1,-57.57,-26.96,22.65,25.69,-11.1,-49.48,26.93,-4.44,Upgrade
30,Free Cash Flow Per Share,0.08,0.23,-0.38,-0.18,0.15,0.17,-0.07,-0.33,0.18,-0.03,Upgrade
31,Operating Margin,-7.60%,-7.59%,-4.53%,-8.81%,20.27%,7.59%,-7.09%,-48.26%,-0.02%,-38.77%,Upgrade
32,Profit Margin,-10.47%,-5.18%,-22.30%,3.10%,7.19%,16.50%,-5.58%,-25.11%,-43.30%,-37.06%,Upgrade
33,Free Cash Flow Margin,17.03%,36.81%,-70.42%,-31.37%,21.53%,23.07%,-15.49%,-59.64%,53.81%,-6.13%,Upgrade
34,EBITDA,2.19,1.3,6.28,-6.68,28.07,8.64,1,-25.83,7.16,-16.66,Upgrade
35,D&A For EBITDA,8.92,9.36,9.98,0.89,6.75,0.19,6.08,14.21,7.17,11.42,Upgrade
36,EBIT,-6.73,-8.06,-3.71,-7.57,21.33,8.45,-5.09,-40.04,-0.01,-28.08,Upgrade
