,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,113.28,95.36,52.86,117.49,104.56,86.41,52.74,93.5,138.86,121.64,Upgrade
1,Short-Term Investments,0.01,0.41,53.86,0.41,2.15,6.58,10.28,6.6,16.1,12.58,Upgrade
2,Cash & Short-Term Investments,113.28,95.76,106.72,117.9,106.71,93,63.01,100.1,154.96,134.23,Upgrade
3,Cash Growth,6.15%,-18.78%,0.02%,26.78%,69.34%,-7.10%,-59.33%,-25.43%,28.80%,-21.33%,Upgrade
4,Accounts Receivable,-,-,-,-,0.12,-,15.85,7.46,10.24,13.47,Upgrade
5,Other Receivables,-,-,-,0.65,-,-,-,0.21,-,-,Upgrade
6,Receivables,1.72,1.09,-,0.65,0.12,-,22.07,7.67,15.81,13.47,Upgrade
7,Inventory,5.14,4.54,17.85,13.6,7.94,7.22,6.79,5.77,4.85,5.02,Upgrade
8,Prepaid Expenses,4.55,2.61,-,1.28,-,-,-,-,-,-,Upgrade
9,Other Current Assets,22.23,35.86,8.41,4.96,9.87,4.93,4.83,4.77,4.39,4.76,Upgrade
10,Total Current Assets,146.92,139.86,132.99,138.38,124.63,105.15,96.7,118.31,180,157.48,Upgrade
11,"Property, Plant & Equipment",117.26,126.82,111.02,122.55,95.8,105.02,83.19,86.27,77.24,106.93,Upgrade
12,Other Intangible Assets,25.36,27,27.49,29.66,24.64,26.48,19.24,19.51,19.05,26.53,Upgrade
13,Long-Term Deferred Tax Assets,10.37,11.5,11.36,12.55,15.4,20.81,20.03,19.82,13.15,13.39,Upgrade
14,Other Long-Term Assets,55.64,2.05,2.07,2.22,2.37,2.54,2.56,19.39,21.03,15.75,Upgrade
15,Total Assets,355.55,307.23,284.93,305.35,262.83,260,221.71,263.3,310.46,320.08,Upgrade
16,Accrued Expenses,53.77,33.31,41.21,36.06,48.67,33.29,48.44,30.99,50.02,32.55,Upgrade
17,Short-Term Debt,-,-,19.98,39.58,-,-,-,-,-,-,Upgrade
18,Current Portion of Leases,-,0.09,0.59,0.09,0.34,0.6,1.01,-,2.83,1.12,Upgrade
19,Current Unearned Revenue,17.61,9.32,0.3,0.3,3.49,3.59,10.93,7.25,34.79,3.79,Upgrade
20,Other Current Liabilities,18.38,46.72,22.6,15.19,-,21.32,-,18.59,-,26.38,Upgrade
21,Total Current Liabilities,89.76,89.45,84.68,91.22,52.5,58.8,60.38,56.82,87.64,63.84,Upgrade
22,Long-Term Leases,-,-,-,-,-,-,0.09,-,2.31,0.27,Upgrade
23,Long-Term Deferred Tax Liabilities,15.13,15.48,15.22,15.8,16.39,17.08,16.77,16.61,15.29,14.84,Upgrade
24,Other Long-Term Liabilities,4.69,4.81,4.72,4.92,5.11,5.35,5.25,5.19,4.78,4.87,Upgrade
25,Total Liabilities,109.57,109.74,104.62,111.94,74,81.22,82.48,78.62,110.03,83.82,Upgrade
26,Common Stock,20.46,17.24,16.14,15.04,15.04,15.04,15.04,15.04,15.04,15.04,Upgrade
27,Additional Paid-In Capital,192.58,136.7,116.56,96.94,96.94,96.94,96.94,96.94,96.94,96.94,Upgrade
28,Retained Earnings,-34.5,-25.22,-19.72,-1.49,-4.16,-11.73,-30.1,-26.1,-48.74,-27.07,Upgrade
29,Comprehensive Income & Other,7.92,9.88,9.02,12.64,15.09,18.88,17.47,19.62,54.68,56.92,Upgrade
30,Total Common Equity,186.47,138.6,122,123.13,122.91,119.13,99.34,105.5,117.91,141.82,Upgrade
31,Minority Interest,59.51,58.89,58.32,70.29,65.93,59.65,39.89,79.18,82.53,94.44,Upgrade
32,Shareholders' Equity,245.98,197.49,180.32,193.41,188.84,178.78,139.23,184.68,200.44,236.26,Upgrade
33,Total Liabilities & Equity,355.55,307.23,284.93,305.35,262.83,260,221.71,263.3,310.46,320.08,Upgrade
34,Total Debt,-,0.09,20.58,39.67,0.34,0.6,1.1,-,5.14,1.39,Upgrade
35,Net Cash (Debt),113.28,95.68,86.15,78.23,106.36,92.4,61.92,100.1,149.81,132.84,Upgrade
36,Net Cash Growth,31.50%,22.30%,-19.00%,-15.33%,71.78%,-7.69%,-58.67%,-24.64%,36.40%,-15.37%,Upgrade
37,Net Cash Per Share,0.59,0.56,0.56,0.52,0.71,0.61,0.41,0.67,1.00,0.88,Upgrade
38,Filing Date Shares Outstanding,204.62,172.35,161.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,Upgrade
39,Total Common Shares Outstanding,204.62,172.35,161.35,150.35,150.35,150.35,150.35,150.35,150.35,150.35,Upgrade
40,Working Capital,57.16,50.42,48.31,47.16,72.13,46.35,36.32,61.49,92.36,93.64,Upgrade
41,Book Value Per Share,0.91,0.80,0.76,0.82,0.82,0.79,0.66,0.70,0.78,0.94,Upgrade
42,Tangible Book Value,161.1,111.6,94.51,93.47,98.27,92.65,80.1,85.99,98.86,115.3,Upgrade
43,Tangible Book Value Per Share,0.79,0.65,0.59,0.62,0.65,0.62,0.53,0.57,0.66,0.77,Upgrade
44,Buildings,-,108.83,-,110.4,-,120,-,116.44,-,112.39,Upgrade
45,Machinery,-,257.97,-,241.12,-,256.93,-,249.6,-,244.01,Upgrade
46,Construction In Progress,-,-,-,8.1,-,-,-,-,-,-,Upgrade
47,Leasehold Improvements,-,12.11,-,5.3,-,-,-,2.13,-,2.12,Upgrade
