,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5580,4821,6064,7277,8863,11942,13808,31380,7762,7005,8803,Upgrade
1,Market Cap Growth,-34.59%,-33.75%,-31.58%,-39.06%,-35.81%,-61.94%,77.90%,347.99%,-11.83%,-57.95%,-32.16%,Upgrade
2,Enterprise Value,2280,2164,3541,4340,5084,7223,9409,27314,2868,1511,2993,Upgrade
3,Last Close Price,0.60,0.50,0.63,0.75,0.87,1.12,1.15,2.57,0.64,0.55,0.59,Upgrade
4,PE Ratio,-,-,-,-,-,252.51,-,27.91,13.81,-10.94,-,Upgrade
5,Forward PE,-,32.92,32.92,32.92,38.55,10.48,8.90,32.48,11.15,6.96,7.54,Upgrade
6,PS Ratio,2.95,2.56,2.96,6.38,-,6.96,-,7.87,2.65,2.81,2.73,Upgrade
7,PB Ratio,1.18,0.88,1.07,1.28,1.39,1.26,1.23,2.44,0.66,0.71,0.79,Upgrade
8,P/TBV Ratio,1.24,1.24,1.46,1.82,1.89,1.55,1.44,2.85,0.74,0.79,0.84,Upgrade
9,P/FCF Ratio,48.21,-,74.25,-,-,92.53,-,125.77,-,-,-,Upgrade
10,P/OCF Ratio,21.61,21.61,27.59,237.83,-,27.20,-,32.01,28.78,31.92,5.55,Upgrade
11,PEG Ratio,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,Upgrade
12,EV/Sales Ratio,1.21,1.15,1.73,3.80,-,4.21,-,6.85,0.98,0.61,0.93,Upgrade
13,EV/EBITDA Ratio,168.14,-135.33,-,23.78,-,25.92,-,18.45,3.38,1.71,1.64,Upgrade
14,EV/EBIT Ratio,-,-10.26,-,66.38,-,82.60,-,22.96,4.97,2.27,1.92,Upgrade
15,EV/FCF Ratio,19.69,-,43.35,-,-,55.96,-,109.47,-,-,-,Upgrade
16,Debt / Equity Ratio,0.22,0.22,0.24,0.25,0.23,0.15,0.12,0.08,0.08,0.07,0.00,Upgrade
17,Debt / FCF Ratio,10.44,-,16.88,-,-,10.70,-,3.93,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),-,-2.65%,-,0.63%,-,0.66%,-,8.45%,4.58%,6.50%,13.53%,Upgrade
19,Earnings Yield,-0.73%,-0.84%,-0.98%,-0.74%,-,0.40%,-,3.58%,7.24%,-9.14%,-34.99%,Upgrade
20,FCF Yield,2.07%,2.40%,1.35%,-0.67%,-,1.08%,-,0.80%,-4.28%,-6.05%,11.65%,Upgrade
21,Dividend Yield,7.00%,4.08%,-,-,-,0.10%,-,-,2.62%,2.79%,3.22%,Upgrade
22,Buyback Yield / Dilution,0.48%,0.35%,-,0.18%,-,1.98%,-,-0.56%,-0.00%,0.05%,0.06%,Upgrade
23,Total Shareholder Return,7.48%,4.43%,-,0.18%,-,2.09%,-,-0.56%,2.62%,2.84%,3.27%,Upgrade
