,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Market Capitalization,6208,6240,5590,7944,6548,6437,7053,8469,7016,5479,6344,5012,7017,4360,5624,7679,7639,11074,-,-,-,Upgrade
1,Market Cap Growth,-3.05%,-3.05%,-20.74%,-6.19%,-6.66%,17.48%,11.18%,68.97%,-0.01%,25.67%,12.81%,-34.73%,-8.15%,-60.63%,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,5470,5234,4579,6893,5497,5479,6028,7561,6108,4575,5418,4146,6151,3396,4520,6614,6574,10788,-,-,-,Upgrade
3,Last Close Price,67.77,68.12,57.00,81.47,67.16,66.01,72.08,85.35,70.70,55.22,63.94,49.54,69.36,42.52,54.84,74.12,73.74,106.89,-,-,-,Upgrade
4,PE Ratio,15.75,15.91,14.87,21.76,19.90,22.75,29.78,44.32,44.31,33.03,40.22,37.12,45.67,32.92,-,41.77,42.61,58.40,-,-,-,Upgrade
5,Forward PE,14.33,14.98,12.94,22.05,20.31,22.78,27.56,38.76,35.02,27.95,35.38,27.10,42.75,21.16,26.12,31.06,32.52,47.50,-,-,-,Upgrade
6,PS Ratio,2.89,2.92,2.71,3.89,3.54,3.59,4.24,5.57,4.84,3.89,4.65,3.93,5.42,3.53,4.59,6.06,6.52,9.39,-,-,-,Upgrade
7,PB Ratio,3.84,3.86,3.12,4.52,3.89,3.93,4.61,5.42,4.66,3.73,-,3.42,4.86,3.19,4.05,5.25,5.38,8.11,-,-,-,Upgrade
8,P/TBV Ratio,4.17,4.17,3.32,4.83,4.13,4.19,4.93,5.79,4.99,4.00,-,3.64,5.21,3.43,4.36,5.63,5.78,8.75,-,-,-,Upgrade
9,P/FCF Ratio,62.87,63.20,35.93,55.94,78.45,29.41,52.11,-,38.08,59.52,137.37,-,-94.06,-,-,-,148.65,98.75,-,-,-,Upgrade
10,P/OCF Ratio,17.56,17.56,16.38,22.66,25.39,18.30,25.39,-,22.48,24.04,28.61,36.87,53.67,29.19,-,34.54,37.58,48.17,-,-,-,Upgrade
11,EV/Sales Ratio,2.56,2.45,2.22,3.38,2.98,3.05,3.63,4.97,4.21,3.25,3.97,3.25,4.75,2.75,3.69,5.22,5.61,9.15,-,-,-,Upgrade
12,EV/EBITDA Ratio,12.46,11.27,10.01,15.45,13.15,13.95,18.35,27.68,26.44,19.96,24.80,23.19,31.79,21.54,-,28.93,29.05,40.37,-,-,-,Upgrade
13,EV/EBIT Ratio,14.15,12.66,11.27,17.42,14.98,16.05,21.50,33.66,32.88,24.44,30.36,29.15,38.70,27.15,-,33.07,32.94,44.50,-,-,-,Upgrade
14,EV/FCF Ratio,55.40,53.00,29.44,48.54,65.85,25.03,44.54,-,33.15,49.70,117.32,-,-82.46,-,-,-,127.93,96.20,-,-,-,Upgrade
15,Debt / Equity Ratio,0.03,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,Upgrade
16,Debt / EBITDA Ratio,0.12,0.09,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,-,0.02,0.02,0.02,-,0.01,-,-,-,-,-,Upgrade
17,Debt / FCF Ratio,0.53,0.53,0.06,0.02,0.04,0.02,0.03,-,0.03,0.02,-,-,-0.07,-,-,-,-,-,-,-,-,Upgrade
18,Asset Turnover,1.07,0.85,1.11,1.03,0.98,0.91,0.80,1.01,-,-,0.71,1.00,0.74,0.47,0.76,0.88,0.97,1.19,1.16,-,Upgrade,
19,Inventory Turnover,10.25,10.55,8.70,9.20,9.20,11.08,11.76,8.39,9.92,-,-,7.52,10.15,10.27,6.37,8.88,10.84,9.74,-,-,-,Upgrade
20,Quick Ratio,2.65,2.65,4.18,4.14,3.49,3.67,3.75,4.37,2.91,4.28,-,5.04,3.81,4.79,6.10,5.32,5.22,5.90,2.05,0.42,1.30,Upgrade
21,Current Ratio,3.36,3.36,4.99,4.92,4.25,4.26,4.32,4.91,3.38,4.97,-,5.71,4.50,5.49,6.69,5.86,5.70,6.40,2.56,2.30,1.73,Upgrade
22,Return on Equity (ROE),25.97%,16.95%,21.22%,27.69%,23.89%,16.65%,14.40%,18.51%,-,-,6.19%,21.72%,11.68%,-1.16%,11.42%,15.84%,22.83%,23.10%,28.01%,-,Upgrade,
23,Return on Assets (ROA),15.06%,10.39%,11.58%,11.94%,15.12%,10.23%,8.77%,9.68%,-,-,4.18%,10.71%,7.48%,-1.92%,6.58%,6.02%,14.28%,12.18%,13.81%,-,Upgrade,
24,Return on Capital (ROIC),18.33%,12.51%,14.17%,14.90%,18.92%,12.67%,11.21%,12.36%,-,-,5.16%,13.30%,9.09%,-2.33%,8.12%,7.41%,18.46%,18.09%,22.20%,-,Upgrade,
25,Return on Capital Employed (ROCE),22.24%,23.78%,21.23%,21.15%,20.41%,19.39%,16.95%,13.30%,11.38%,11.81%,-,8.92%,10.10%,8.35%,-,12.60%,12.92%,16.30%,33.82%,33.57%,35.54%,Upgrade
26,Earnings Yield,6.32%,6.28%,6.73%,4.60%,5.03%,4.40%,3.36%,2.26%,2.26%,3.03%,2.49%,2.69%,2.19%,3.04%,2.62%,2.39%,2.35%,1.71%,-,-,-,Upgrade
