,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters
0,Operating Revenue,278.97,252.95,165.82,199.62,160.58,187.39,189.39,182.51,196.28,126.21,119.12,61.6,879.77,50.83,50.83,0.31,0.31,0.37,0.37,0.41,Upgrade
1,Other Revenue,-0.96,0.96,-,1.55,-0.77,0.77,-,1.28,-0.63,0.63,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Revenue,278.01,253.91,165.82,201.18,159.81,188.16,189.39,183.79,195.65,126.84,119.12,61.6,879.77,50.83,50.83,0.31,0.31,0.37,0.37,0.41,Upgrade
3,Revenue Growth (YoY),73.96%,34.94%,-12.44%,9.46%,-18.32%,48.35%,58.99%,198.35%,-77.76%,149.54%,134.36%,19901.09%,285540.47%,13490.51%,13490.51%,-24.51%,25.20%,26.14%,26.14%,-43.49%,Upgrade
4,Cost of Revenue,37.89,35.85,24.29,27.56,24.81,33.18,42.9,43.68,36.98,34.09,28.65,27.7,28.15,4.91,4.91,-,-,-,-,-,Upgrade
5,Gross Profit,240.12,218.06,141.53,173.62,135.01,154.99,146.49,140.11,158.67,92.75,90.47,33.91,851.63,45.92,45.92,0.31,0.31,0.37,0.37,0.41,Upgrade
6,"Selling, General & Admin",157.62,110.19,131.94,155.77,120.85,151.52,122.87,202.44,148.49,132.45,130.28,151.12,102.13,91.82,91.82,51.23,51.23,27.56,27.56,24.19,Upgrade
7,Research & Development,193.58,243.68,177.73,207.54,188.52,220.24,140.95,173.36,197.04,148.91,129.4,129.5,407.22,92.43,92.43,85.81,85.81,115.58,115.58,65.38,Upgrade
8,Other Operating Expenses,-11.07,8.13,-6.28,2.99,-2.49,-11.14,-8.86,-13.41,-4.7,-11.61,-20.13,17.2,-15.9,0.06,0.06,-,-,-,-,-,Upgrade
9,Operating Expenses,340.15,362.66,303.39,366.6,306.88,360.59,254.96,362.42,340.82,269.78,239.59,297.73,493.54,184.31,184.31,137.04,137.04,143.13,143.13,89.57,Upgrade
10,Operating Income,-100.03,-144.6,-161.86,-192.98,-171.87,-205.6,-108.47,-222.3,-182.15,-177.03,-149.13,-263.82,358.09,-138.4,-138.4,-136.73,-136.73,-142.76,-142.76,-89.16,Upgrade
11,Interest Expense,-10.09,-5.29,-5.18,-4.7,-10.07,-10.08,-10.36,-11.01,-4.78,-0.28,-1.31,-0.45,-1.16,-0.52,-0.52,-0.33,-0.33,-0.24,-0.24,-0.36,Upgrade
12,Interest & Investment Income,47.09,47.43,47.13,54.26,49.87,47.63,46.14,43.54,34.19,29.85,29.34,38.1,37.17,29.97,29.97,28.64,28.64,20.65,20.65,21.77,Upgrade
13,Earnings From Equity Investments,-,1.34,-1.34,-,-,0.71,-0.71,-,-,-,-,-0.6,0.01,-0.01,-0.01,-,-,-,-,-,Upgrade
14,Currency Exchange Gain (Loss),33.01,-25.12,-7.89,-87.84,178.64,-244.37,65.73,-290.56,160.03,-160.03,-,57.14,-19.49,9.74,9.74,52.42,52.42,1.73,1.73,-0.02,Upgrade
15,Other Non Operating Income (Expenses),29.71,-0.1,-0.08,148.66,-147.17,7.81,-0.1,398.72,-398.91,-9.82,9.19,-35.9,-3.19,2.84,2.84,28.79,28.79,-48.09,-48.09,-1429,Upgrade
16,EBT Excluding Unusual Items,-0.31,-126.34,-129.21,-82.6,-100.6,-403.91,-7.77,-81.61,-391.62,-317.31,-111.91,-205.54,371.44,-96.38,-96.38,-27.21,-27.21,-168.72,-168.72,-1497,Upgrade
17,Gain (Loss) on Sale of Investments,-5.23,-7.71,-16.48,-26.96,-9.5,-11.05,-6.46,30.53,-5.22,-7.88,-8.7,45.97,-39.24,-,-,-,-,-,-,-,Upgrade
18,Gain (Loss) on Sale of Assets,-0.01,-,-,-,-,-,-,-,-,-,-,0,-0,-,-,-,-,-,-,-,Upgrade
19,Asset Writedown,0.01,-0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Other Unusual Items,-11.82,11.8,0.03,4.64,-,-,-,-,-,-,-,-,20.63,-10.31,-10.31,-,-,-,-,-,Upgrade
21,Pretax Income,-17.37,-122.26,-145.66,-104.92,-110.1,-414.95,-14.23,-51.07,-396.84,-325.19,-120.62,-159.57,352.83,-106.69,-106.69,-27.21,-27.21,-168.72,-168.72,-1497,Upgrade
22,Income Tax Expense,-0,0.03,0,1.43,-,-,-,-,-,-,-,-5.58,52.44,-0.15,-0.15,-,-,-,-,-,Upgrade
23,Earnings From Continuing Operations,-17.37,-122.29,-145.66,-106.34,-110.1,-414.95,-14.23,-51.07,-396.84,-325.19,-120.62,-153.98,300.39,-106.54,-106.54,-27.21,-27.21,-168.72,-168.72,-1497,Upgrade
24,Minority Interest in Earnings,3.8,2.85,3.26,6.25,1.15,5.15,1.82,-1.37,4.03,2.09,2.38,1.53,-3.06,1.83,1.83,-1.09,-1.09,1.33,1.33,7.64,Upgrade
25,Net Income,-13.57,-119.44,-142.4,-100.1,-108.96,-409.8,-12.41,-52.44,-392.81,-323.1,-118.24,-152.46,297.33,-104.71,-104.71,-28.31,-28.31,-167.39,-167.39,-1489,Upgrade
26,Net Income to Common,-13.57,-119.44,-142.4,-100.1,-108.96,-409.8,-12.41,-52.44,-392.81,-323.1,-118.24,-152.46,297.33,-104.71,-104.71,-28.31,-28.31,-167.39,-167.39,-1489,Upgrade
27,Shares Outstanding (Basic),1891,1493,1780,1684,1763,2137,1241,1669,1394,1369,1478,1500,-,1328,1328,1160,1160,775,775,300,Upgrade
28,Shares Outstanding (Diluted),1891,1493,1780,1684,1763,2137,1241,1669,1394,1369,1478,1500,-,1328,1328,1160,1160,775,775,300,Upgrade
29,Shares Change (YoY),7.28%,-30.14%,43.48%,0.90%,26.44%,56.06%,-16.06%,11.30%,-,3.09%,11.27%,29.25%,-,71.43%,71.43%,286.44%,286.44%,298.46%,298.46%,54.40%,Upgrade
30,EPS (Basic),-0.01,-0.08,-0.08,-0.06,-0.06,-0.19,-0.01,-0.03,-0.28,-0.24,-0.08,-0.10,-,-0.08,-0.08,-0.02,-0.02,-0.22,-0.22,-4.96,Upgrade
31,EPS (Diluted),-0.01,-0.08,-0.08,-0.06,-0.06,-0.19,-0.01,-0.03,-0.28,-0.24,-0.08,-0.10,-,-0.08,-0.08,-0.02,-0.02,-0.22,-0.22,-4.96,Upgrade
32,Free Cash Flow,-66.74,-227.61,-110.06,-297.87,-199.77,-224.48,-198.03,-137.08,-257.67,-123.32,-342.85,-163.02,400.4,-120.05,-120.05,-111.23,-111.23,-100.53,-100.53,-51.05,Upgrade
33,Free Cash Flow Per Share,-0.04,-0.15,-0.06,-0.18,-0.11,-0.11,-0.16,-0.08,-0.18,-0.09,-0.23,-0.11,-,-0.09,-0.09,-0.10,-0.10,-0.13,-0.13,-0.17,Upgrade
34,Gross Margin,86.37%,85.88%,85.35%,86.30%,84.48%,82.37%,77.35%,76.24%,81.10%,73.13%,75.95%,55.04%,96.80%,90.34%,90.34%,100.00%,100.00%,100.00%,100.00%,100.00%,Upgrade
35,Operating Margin,-35.98%,-56.95%,-97.61%,-95.93%,-107.55%,-109.27%,-57.27%,-120.95%,-93.10%,-139.57%,-125.19%,-428.26%,40.70%,-272.28%,-272.28%,-44393.67%,-44393.67%,-38171.26%,-38171.26%,-21852.70%,Upgrade
36,Profit Margin,-4.88%,-47.04%,-85.88%,-49.76%,-68.18%,-217.79%,-6.55%,-28.53%,-200.77%,-254.74%,-99.26%,-247.48%,33.80%,-206.00%,-206.00%,-9189.94%,-9189.94%,-44757.35%,-44757.35%,-365066.42%,Upgrade
37,Free Cash Flow Margin,-24.00%,-89.64%,-66.37%,-148.06%,-125.00%,-119.30%,-104.56%,-74.58%,-131.70%,-97.22%,-287.82%,-264.63%,45.51%,-236.18%,-236.18%,-36113.64%,-36113.64%,-26878.88%,-26878.88%,-12511.76%,Upgrade
