,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2020
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,2532,2368,1660,1048,565.51,772.82,313.42,333.34,80.37,75.58
1,Revenue Growth (YoY),52.52%,125.95%,193.55%,35.62%,80.43%,131.84%,289.98%,341.06%,-23.36%,-23.04%
2,Cost of Revenue,2489,2262,1594,1031,551.7,737.94,296.53,328.15,80.31,69.89
3,Gross Profit,43.2,106.24,66.57,17.29,13.81,34.88,16.89,5.2,0.06,5.69
4,"Selling, General & Admin",88.53,54.62,35.78,63.96,23.19,20.9,34.58,31.38,17.61,17.46
5,Other Operating Expenses,-,-,-,-,-,-,-,-,-,1.07
6,Operating Expenses,88.53,54.62,35.78,63.96,23.19,20.9,34.58,31.38,17.61,18.53
7,Operating Income,-45.33,51.62,30.79,-46.68,-9.37,13.98,-17.69,-26.18,-17.55,-12.84
8,Interest Expense,-23.96,-17.57,-8.01,-2.37,-3.15,-3.22,-0.2,-0.07,-0.01,-0.01
9,Interest & Investment Income,3.8,-,1.77,0.14,0.02,0.03,0.07,0.08,0.07,0
10,Other Non Operating Income (Expenses),0.53,4.66,0.9,0.56,10.53,2.11,2.27,0.27,2.18,4.07
11,EBT Excluding Unusual Items,-64.96,38.71,25.45,-48.35,-1.97,12.89,-15.54,-25.91,-15.32,-8.78
12,Gain (Loss) on Sale of Investments,-,0,-,-9.1,-,-,-,-,-,-
13,Gain (Loss) on Sale of Assets,30.33,9.09,4.37,27.27,7.69,-0.84,-0.02,-0.05,0.1,0.1
14,Asset Writedown,-,5.19,-,-7.31,-,45.25,-,33.02,5.38,5.38
15,Other Unusual Items,109.76,-,0.05,0.3,0.46,37.8,-,1.75,-,-
16,Pretax Income,75.13,52.98,29.87,-37.19,6.18,95.1,-15.56,8.8,-9.85,-3.3
17,Income Tax Expense,15.07,5.81,5.75,-0.47,-0.21,17.66,1.59,3.48,2.1,2.04
18,Earnings From Continuing Operations,60.06,47.17,24.12,-36.72,6.39,77.44,-17.15,5.32,-11.94,-5.34
19,Minority Interest in Earnings,-19.44,3.08,-8.04,1.03,1.46,-0.38,2.08,-0.1,-,-
20,Net Income,40.62,50.25,16.08,-35.69,7.85,77.06,-15.07,5.22,-11.94,-5.34
21,Net Income to Common,40.62,50.25,16.08,-35.69,7.85,77.06,-15.07,5.22,-11.94,-5.34
22,Net Income Growth,152.65%,-,104.83%,-,-,1375.48%,-,-,-,-
23,Shares Outstanding (Basic),4224,4224,4224,4224,4224,4224,4224,4224,4224,4224
24,Shares Outstanding (Diluted),4224,4224,4224,4224,4224,4224,4224,4224,4224,4224
25,EPS (Basic),0.01,0.01,0.00,-0.01,0.00,0.02,-0.00,0.00,-0.00,-0.00
26,EPS (Diluted),0.01,0.01,0.00,-0.01,0.00,0.02,-0.00,0.00,-0.00,-0.00
27,EPS Growth,152.65%,-,104.84%,-,-,1375.89%,-,-,-,-
28,Free Cash Flow,521.5,-1159,-609.58,-249.37,103.18,-12.36,-31.18,-,-,-11.93
29,Free Cash Flow Per Share,0.12,-0.27,-0.14,-0.06,0.02,-0.00,-0.01,-,-,-0.00
30,Operating Margin,-1.79%,2.18%,1.85%,-4.45%,-1.66%,1.81%,-5.64%,-7.85%,-21.84%,-16.99%
31,Profit Margin,1.60%,2.12%,0.97%,-3.41%,1.39%,9.97%,-4.81%,1.57%,-14.86%,-7.07%
32,Free Cash Flow Margin,20.60%,-48.94%,-36.72%,-23.79%,18.25%,-1.60%,-9.95%,-,-,-15.79%
33,EBITDA,22.27,62.81,36.85,-43.03,-5.71,18.05,-14.22,-40.17,-,-10.55
34,D&A For EBITDA,67.6,11.19,6.06,3.65,3.67,4.07,3.47,-,-,2.29
35,EBIT,-45.33,51.62,30.79,-46.68,-9.37,13.98,-17.69,-26.18,-17.55,-12.84
