,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2020
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,339.9,137.37,382.15,614,53.36,50.37,42.33,53.76,-,114.46
1,Short-Term Investments,-,11.99,-,73.44,-,-,-,-,-,-
2,Trading Asset Securities,-,0.01,0.8,0.8,9.17,-,-,-,-,-
3,Cash & Short-Term Investments,339.9,149.37,382.95,688.24,62.53,50.37,42.33,53.76,-,114.46
4,Cash Growth,-11.24%,-78.30%,512.41%,1266.28%,47.72%,-6.29%,-,-53.04%,-,82.75%
5,Accounts Receivable,822.34,1036,555.06,299.38,429.93,280.87,236.31,204.83,-,90.67
6,Other Receivables,477.55,36.68,929.84,37.02,53.95,51.39,59.74,42.45,-,26.08
7,Receivables,1300,1072,1485,336.4,483.88,332.25,296.05,247.28,-,116.75
8,Inventory,449.41,245.97,133.9,109.13,83.8,92.37,86.42,66.91,-,-
9,Prepaid Expenses,-,238.51,-,35.94,-,-,-,-,-,-
10,Other Current Assets,632.78,405.16,-,-,-,-,-,-,-,-
11,Total Current Assets,2722,2111,2002,1170,630.21,475,424.8,367.95,-,231.21
12,"Property, Plant & Equipment",1364,825.27,244.42,85.58,25.03,32.69,43.88,34.13,-,10.79
13,Goodwill,-,0.22,-,0.22,-,0.76,-,1.13,-,0.87
14,Other Intangible Assets,2.81,2.77,2.96,2.85,3.69,3.09,4.15,2.99,-,2.76
15,Long-Term Deferred Tax Assets,12.24,0.03,-,-,-,-,-,-,-,-
16,Other Long-Term Assets,256.8,556.68,220.3,232.68,248.13,260.65,87.5,74.29,-,28.79
17,Total Assets,4358,3496,2469,1491,907.07,772.18,560.34,480.49,-,274.41
18,Accounts Payable,892,897.46,736.4,284.61,382.33,239.06,170.16,149.34,-,16.3
19,Accrued Expenses,355.34,70.29,53.2,33.58,143.81,39.95,42.94,25.95,-,13.16
20,Current Portion of Long-Term Debt,1341,833.15,122.8,499.73,-,79.05,-,-,-,-
21,Current Portion of Leases,1.56,1.6,1.56,1.38,1.42,1.21,1.57,1.77,-,0.45
22,Current Income Taxes Payable,51.45,20.57,6.89,10.5,10.32,14.62,0,1.3,-,0.42
23,Current Unearned Revenue,51.49,65.27,17.95,65.74,21.15,18.88,100.03,76.87,-,-
24,Other Current Liabilities,-,-,2.47,-,-,-,84.27,49.09,-,79.72
25,Total Current Liabilities,2693,1888,941.27,895.53,559.02,392.76,398.97,304.31,-,110.05
26,Long-Term Debt,332.37,288.16,206.28,-,28,28,-,-,-,-
27,Long-Term Leases,0.05,0.28,1.09,1.88,2.56,5.08,5.86,6.56,-,0.17
28,Long-Term Deferred Tax Liabilities,5.43,7.19,7,7.71,10.24,11.05,7.64,6.35,-,2.6
29,Other Long-Term Liabilities,-,-,16.99,397.07,75.3,103.2,-,-,-,-
30,Total Liabilities,3032,2185,1173,1303,676.06,540.97,413.31,318.03,-,113.7
31,Common Stock,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,-,2.64
32,Additional Paid-In Capital,386.42,386.42,441.07,88.28,88.28,88.28,88.28,88.28,-,88.28
33,Retained Earnings,199.03,158.41,108.16,92.09,127.78,119.93,43.07,58.14,-,58.89
34,Comprehensive Income & Other,245.01,303.06,-13.17,5.29,11.81,19.2,14.16,13.3,-,10.91
35,Total Common Equity,833.1,850.53,538.7,188.29,230.51,230.05,148.14,162.36,-,160.71
36,Minority Interest,493.3,460.71,757.41,-0.12,0.5,1.17,-1.12,0.1,-,-
37,Shareholders' Equity,1326,1311,1296,188.17,231.01,231.21,147.03,162.46,-,160.71
38,Total Liabilities & Equity,4358,3496,2469,1491,907.07,772.18,560.34,480.49,-,274.41
39,Total Debt,1675,1123,331.73,502.98,31.98,113.34,7.43,8.32,-,0.62
40,Net Cash (Debt),-1335,-973.81,51.22,185.25,30.55,-62.96,34.91,45.44,-,113.84
41,Net Cash Growth,-,-,67.65%,-,-12.47%,-,-,-60.09%,-,81.76%
42,Net Cash Per Share,-0.32,-0.23,0.01,0.04,0.01,-0.01,0.01,0.01,-,0.03
43,Filing Date Shares Outstanding,4224,4224,4224,4224,4224,4224,4224,4224,4224,4224
44,Total Common Shares Outstanding,4224,4224,4224,4224,4224,4224,4224,4224,4224,4224
45,Working Capital,29.23,222.98,1060,274.18,71.19,82.24,25.83,63.65,-,121.15
46,Book Value Per Share,0.20,0.20,0.13,0.04,0.05,0.05,0.04,0.04,-,0.04
47,Tangible Book Value,830.29,847.54,535.75,185.22,226.81,226.2,143.99,158.24,-,157.09
48,Tangible Book Value Per Share,0.20,0.20,0.13,0.04,0.05,0.05,0.03,0.04,-,0.04
49,Machinery,-,866.87,-,108.63,-,46.05,-,35.29,-,22.7
50,Leasehold Improvements,-,0.42,-,0.42,-,1.4,-,1.18,-,0.43
