,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,15054,16810,5372,10915,20755,20836,31955,28720,33796,45773
1,Investment Securities,90939,95182,128385,111951,116222,132174,118152,117953,143869,144433
2,Trading Asset Securities,66675,80407,76846,71235,54808,49503,62861,44003,18226,11703
3,Total Investments,157615,175589,205231,183185,171030,181677,181013,161956,162095,156136
4,Gross Loans,348654,331949,320991,293528,278555,250487,232844,213923,197215,179868
5,Allowance for Loan Losses,-16729,-16018,-16246,-15178,-14076,-12282,-9605,-8213,-7629,-6917
6,Net Loans,331925,315930,304745,278350,264479,238204,223238,205710,189586,172951
7,"Property, Plant & Equipment",3865,3987,4047,4136,4230,4346,4274,4357,4110,4075
8,Other Intangible Assets,146.87,157.32,159.05,211.9,210.34,222.11,162.64,161.05,184.72,187.51
9,Investments in Real Estate,11.13,9.07,9.54,10.02,10.49,10.96,11.43,17.27,17.95,18.64
10,Accrued Interest Receivable,1644,1809,3536,2803,2203,1885,1583,1714,1408,1151
11,Other Receivables,346.65,312.08,437.11,148.29,237.56,106.44,122.1,86.33,224.94,131.22
12,Restricted Cash,17827,18648,17463,16926,17385,18269,21172,20452,19045,23842
13,Other Current Assets,7193,-,2326,880,5107,5833,1209,3762,898.91,515
14,Long-Term Deferred Tax Assets,6337,5978,5489,5291,4567,4212,3799,3548,3359,2776
15,Other Real Estate Owned & Foreclosed,17.8,19.37,18.28,18.28,28.67,46.06,72.59,65.3,157.88,165.52
16,Other Long-Term Assets,46367,37433,26497,30808,37926,28130,27046,25703,9241,1465
17,Total Assets,588441,576786,575418,533781,528272,503880,495806,456401,424268,409389
18,Accrued Expenses,1467,1589,1402,1528,1465,1608,1531,1544,1395,1323
19,Interest Bearing Deposits,259101,246828,245453,223815,205935,198365,206644,175290,158457,142966
20,Non-Interest Bearing Deposits,130438,127838,130319,120734,135852,127533,145297,141137,137753,131474
21,Total Deposits,389539,374666,375772,344549,341787,325898,351941,316427,296209,274440
22,Short-Term Borrowings,-,-,5095,8502,20064,23198,9596,12464,11012,7967
23,Current Portion of Long-Term Debt,123538,128871,116032,112069,105752,98187,83723,79785,66058,78957
24,Current Income Taxes Payable,271.81,645.8,439.74,890.37,375.93,489.81,197.68,610.27,445.58,121.58
25,Accrued Interest Payable,7292,6963,5760,5004,4045,3543,3201,2612,2170,1934
26,Other Current Liabilities,1408,546.8,2074,724.48,1138,1079,1661,789.73,1347,918.09
27,Long-Term Debt,13000,13800,20687,15434,11743,9795,5798,5296,9793,8790
28,Long-Term Leases,273.4,286.46,271.2,307.98,391.67,468.56,439.93,464.34,499,566.93
29,Long-Term Unearned Revenue,14.85,20.2,24.68,33.39,51.95,61.57,-,-,85.25,-
30,Pension & Post-Retirement Benefits,305.14,301.06,252.64,250.17,186.7,159.68,116.86,110.98,96.87,98.23
31,Long-Term Deferred Tax Liabilities,411.08,190.49,-,-,-,-,-,-,-,-
32,Other Long-Term Liabilities,611.65,489.28,687.12,519.19,904.23,403.73,316.84,270.91,543.04,384.1
33,Total Liabilities,538133,528368,528497,489811,487905,464892,458524,420373,389653,375500
34,Common Stock,14588,14588,14588,14588,14588,14588,14588,14588,14588,14588
35,Additional Paid-In Capital,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840
36,Retained Earnings,22592,21248,19914,18583,16938,15628,14048,12944,11202,10294
37,Comprehensive Income & Other,4287,3742,3579,1960,0.52,-68.8,-194.3,-344.26,-15.91,166.66
38,Shareholders' Equity,50308,48418,46921,43971,40366,38988,37282,36028,34614,33889
39,Total Liabilities & Equity,588441,576786,575418,533781,528272,503880,495806,456401,424268,409389
40,Total Debt,136812,142957,142085,136312,137950,131649,99558,98009,87362,96281
41,Net Cash (Debt),-46858,-43831,-42095,-40139,-45117,-33669,6233,-25117,-26235,-28068
42,Net Cash Per Share,-3.21,-3.00,-2.89,-2.75,-3.09,-2.31,0.43,-1.72,-1.80,-2.26
43,Filing Date Shares Outstanding,14588,14588,14588,14588,14588,14588,14588,14588,14588,14588
44,Total Common Shares Outstanding,14588,14588,14588,14588,14588,14588,14588,14588,14588,14588
45,Book Value Per Share,3.21,3.08,2.98,2.84,2.77,2.67,2.56,2.47,2.37,2.32
46,Tangible Book Value,50161,48261,46762,43759,40156,38766,37119,35867,34430,33702
47,Tangible Book Value Per Share,3.20,3.07,2.97,2.83,2.75,2.66,2.54,2.46,2.36,2.31
